,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst
2571,"Jan 29, 2010","Jan 29, 2010",Edge of Darkness,Warner Bros.,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,60000000.0,3066.0,3066.0,13134.0,17214384.0,43313890.0,50285835.0,39498566.0,82812456.0,tt1226273
2572,"Mar 12, 2010","Mar 12, 2010",Green Zone,Universal,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,100000000.0,3003.0,3004.0,11106.0,14309295.0,35497337.0,41211106.0,62025683.0,97523020.0,tt0947810
2573,"Dec 17, 2010","Dec 17, 2010",How Do You Know?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,120000000.0,2483.0,2483.0,10227.0,7484696.0,30212620.0,35045455.0,19415557.0,49628177.0,N/A
2574,"Feb 5, 2010","Feb 5, 2010",From Paris With Love,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,52000000.0,2722.0,2722.0,9434.0,8158860.0,24077427.0,27953004.0,29061741.0,53139168.0,tt1179034
2575,"Sep 3, 2010","Sep 3, 2010",Going the Distance,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,32000000.0,3030.0,3030.0,8917.0,6884964.0,17804299.0,20670135.0,25799691.0,43603990.0,tt1322312
2576,"Mar 19, 2010","Mar 19, 2010",Repo Men,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,32000000.0,2521.0,2521.0,6314.0,6126170.0,13942007.0,16186160.0,4253231.0,18195238.0,tt1053424
2577,"Dec 3, 2010","Dec 3, 2010",The Warrior's Way,Relativity,Western,Original Screenplay,Live Action,Historical Fiction,42000000.0,1622.0,1622.0,3699.0,3048665.0,5666340.0,6577833.0,2847985.0,8514325.0,tt1032751
2578,"May 28, 2010","May 28, 2010",Micmacs,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,42000000.0,4.0,52.0,575.0,42751.0,1259693.0,1462449.0,17561883.0,18821576.0,N/A
2579,"May 28, 2010","May 28, 2010",Agora,Newmarket Films,Drama,Original Screenplay,Live Action,Historical Fiction,70000000.0,2.0,17.0,121.0,33262.0,619423.0,719124.0,38372869.0,38992292.0,tt13836656
2580,"Oct 21, 2011","Oct 21, 2011",Paranormal Activity 3,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,3321.0,3329.0,15480.0,52568183.0,104028807.0,120164324.0,103011037.0,207039844.0,tt1778304
2581,"Jun 24, 2011","Jun 24, 2011",Bad Teacher,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,3049.0,3049.0,17398.0,31603106.0,100292856.0,115848993.0,115156141.0,215448997.0,tt1284575
2582,"Nov 16, 2011","Nov 16, 2011",The Descendants,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000.0,29.0,2038.0,16123.0,1190096.0,82624961.0,95256498.0,92882839.0,175507800.0,tt1033575
2583,"Jan 21, 2011","Jan 21, 2011",No Strings Attached,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,3018.0,3050.0,16447.0,19652921.0,70662220.0,81622443.0,78565858.0,149228078.0,tt1411238
2584,"Apr 1, 2011","Apr 1, 2011",Insidious,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,1500000.0,2408.0,2419.0,14066.0,13271464.0,54009150.0,62386351.0,45861736.0,99870886.0,tt1591095
2585,"Oct 7, 2011","Oct 7, 2011",The Ides of March,Sony Pictures,Drama,Based on Play,Live Action,Contemporary Fiction,23000000.0,2199.0,2199.0,12233.0,10470143.0,40962534.0,47315513.0,36773391.0,77735925.0,N/A
2586,"Aug 12, 2011","Aug 12, 2011",30 Minutes or Less,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000.0,2888.0,2888.0,10234.0,13330118.0,37053924.0,42801245.0,4093011.0,41146935.0,tt1622547
2587,"Nov 4, 2011","Nov 4, 2011",A Very Harold & Kumar 3D Christmas,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2875.0,2875.0,10430.0,12954142.0,35061031.0,40498659.0,1204714.0,36265745.0,N/A
2588,"Sep 16, 2011","Sep 16, 2011",Drive,FilmDistrict,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000.0,2886.0,2904.0,11111.0,11340461.0,35060689.0,40497853.0,46297241.0,81357930.0,tt0780504
2589,"Sep 30, 2011","Sep 30, 2011",50/50,Summit Entertainment,Black Comedy,Based on Real Life Events,Live Action,Contemporary Fiction,8000000.0,2458.0,2479.0,12504.0,8644095.0,35016118.0,40447363.0,6318617.0,41334735.0,tt10650688
2590,"Aug 31, 2011","Aug 31, 2011",The Debt,Focus Features,Thriller/Suspense,Remake,Live Action,Historical Fiction,20000000.0,1826.0,1876.0,7967.0,9909499.0,31177548.0,36013401.0,15426506.0,46604054.0,tt10691682
2591,"Dec 9, 2011","Dec 9, 2011",The Sitter,20th Century Fox,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,2750.0,2752.0,10510.0,9851435.0,30542576.0,35263728.0,8206828.0,38749404.0,tt1366344
2592,"Aug 26, 2011","Aug 26, 2011",Our Idiot Brother,Weinstein Co.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,2555.0,2555.0,10091.0,7011631.0,24814830.0,28663783.0,1046419.0,25861249.0,tt1637706
2593,"Dec 9, 2011","Dec 9, 2011",Tinker Tailor Soldier Spy,Focus Features,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,21000000.0,4.0,886.0,4171.0,310562.0,24149393.0,27807223.0,57303418.0,81452811.0,tt1340800
2594,"Aug 26, 2011","Aug 26, 2011",Don't Be Afraid of the Dark,FilmDistrict,Horror,Remake,Live Action,Contemporary Fiction,25000000.0,2760.0,2780.0,10171.0,8525728.0,24046682.0,27776491.0,15079745.0,39126427.0,tt1270761
2595,"Feb 4, 2011","Feb 4, 2011",Sanctum,Universal,Action,Based on Real Life Events,Live Action,Dramatization,30000000.0,2787.0,2789.0,7345.0,9447930.0,23209310.0,26809241.0,85747788.0,108957098.0,tt0881320
2596,"Aug 19, 2011","Aug 19, 2011",Fright Night,Walt Disney,Horror,Remake,Live Action,Contemporary Fiction,30000000.0,3114.0,3114.0,8637.0,8114388.0,18298649.0,21136892.0,22222000.0,40520649.0,tt1438176
2597,"Dec 9, 2011","Dec 9, 2011",Young Adult,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,8.0,987.0,4602.0,310263.0,16311571.0,18825751.0,6438785.0,22750356.0,tt1625346
2598,"Nov 23, 2011","Nov 23, 2011",My Week with Marilyn,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Historical Fiction,10000000.0,244.0,630.0,4767.0,1750507.0,14597405.0,16836904.0,19643167.0,34240572.0,tt1655420
2599,"Sep 30, 2011","Sep 30, 2011",What's Your Number?,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3002.0,3011.0,7890.0,5421669.0,14011084.0,16184300.0,16152701.0,30163785.0,tt0770703
2600,"Sep 16, 2011","Sep 16, 2011",Straw Dogs,Sony Pictures,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,25000000.0,2408.0,2408.0,5871.0,5123760.0,10324441.0,11925835.0,929380.0,11253821.0,tt0999913
2601,"Mar 18, 2011","Mar 18, 2011",Win Win,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,5.0,388.0,2701.0,150362.0,10179275.0,11758152.0,1689788.0,11869063.0,tt1606392
2602,"Sep 9, 2011","Sep 9, 2011",Kevin Hart: Laugh at My Pain,Codeblack Entertainment,Concert/Performance,Original Screenplay,Live Action,Factual,750000.0,98.0,287.0,1551.0,1908420.0,7706436.0,8901752.0,6000.0,7712436.0,tt1999192
2603,"Jan 14, 2011","Jan 14, 2011",Barney's Version,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,30000000.0,42.0,322.0,2124.0,362524.0,7502560.0,8666258.0,1343015.0,8845575.0,tt1423894
2604,"Mar 4, 2011","Mar 4, 2011",Take Me Home Tonight,Relativity,Comedy,Original Screenplay,Live Action,Historical Fiction,19000000.0,2003.0,2003.0,4572.0,3464679.0,6928068.0,8002652.0,648536.0,7576604.0,tt0810922
2605,"Feb 11, 2011","Feb 11, 2011",Cedar Rapids,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,15.0,462.0,2168.0,302968.0,6861102.0,7925305.0,1001029.0,7862131.0,tt1477837
2606,"Jun 3, 2011","Jun 3, 2011",Beginners,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,3200000.0,5.0,170.0,1260.0,141340.0,5790894.0,6689099.0,8523513.0,14314407.0,tt1532503
2607,"Nov 23, 2011","Nov 23, 2011",A Dangerous Method,Sony Pictures Classics,Drama,Based on Play,Live Action,Dramatization,20000000.0,4.0,365.0,1565.0,167953.0,5702083.0,6568554.0,9105448.0,14807531.0,tt1571222
2608,"Jul 29, 2011","Jul 29, 2011",The Guard,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,4.0,203.0,1727.0,76834.0,5359774.0,6190997.0,15837680.0,21197454.0,tt1540133
2609,"Oct 21, 2011","Oct 5, 2011",Margin Call,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,3400000.0,56.0,199.0,1431.0,561906.0,5353586.0,6183485.0,15079641.0,20433227.0,tt1615147
2610,"Jan 21, 2011","Jan 21, 2011",The Company Men,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,106.0,277.0,1706.0,647797.0,4444612.0,5133997.0,125355.0,4569967.0,tt1172991
2611,"Feb 25, 2011","Feb 25, 2011",Des Hommes et Des Dieux,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,5000000.0,33.0,120.0,1164.0,308895.0,3954651.0,4568037.0,42308874.0,46263525.0,N/A
2612,"Oct 14, 2011","Oct 14, 2011",La piel que habito,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,11000000.0,6.0,116.0,926.0,223119.0,3185193.0,3678610.0,35005324.0,38190517.0,N/A
2613,"Nov 11, 2011","Nov 11, 2011",Melancholia,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,9400000.0,19.0,145.0,871.0,257174.0,3030848.0,3498717.0,18786450.0,21817298.0,tt1527186
2614,"Dec 21, 2011","Dec 21, 2011",Albert Nobbs,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,7500000.0,0.0,245.0,1174.0,0.0,3014696.0,3469167.0,5524307.0,8539003.0,tt1602098
2615,"Oct 21, 2011","Oct 21, 2011",Martha Marcy May Marlene,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,4.0,183.0,900.0,137651.0,2981038.0,3443116.0,2457873.0,5438911.0,tt1441326
2616,"Dec 16, 2011","Dec 16, 2011",Carnage,Sony Pictures Classics,Drama,Based on Play,Live Action,Contemporary Fiction,25000000.0,5.0,494.0,1069.0,79795.0,2546747.0,2932189.0,35565407.0,38112154.0,tt1692486
2617,"Sep 9, 2011","Sep 9, 2011",Bucky Larson: Born to Be a Star,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,1500.0,1500.0,3000.0,1415023.0,2529395.0,2921719.0,0.0,2529395.0,tt1411664
2618,"Sep 30, 2011","Sep 30, 2011",Take Shelter,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,4750000.0,3.0,91.0,772.0,52041.0,1728953.0,1996871.0,3243063.0,4972016.0,tt1675192
2619,"Jul 29, 2011","Jul 29, 2011",The Devil's Double,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,19100000.0,5.0,89.0,443.0,96414.0,1361512.0,1572690.0,4604134.0,5965646.0,tt1270262
2620,"Mar 11, 2011","Mar 11, 2011",Kill the Irishman,Anchor Bay Entertainment,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,12000000.0,5.0,56.0,347.0,145430.0,1188194.0,1372489.0,0.0,1188194.0,tt1416801
2621,"Sep 23, 2011","Sep 23, 2011",Red State,Smodshow Productions,Horror,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,2.0,2.0,5.0,102566.0,1065429.0,1230683.0,918167.0,1983596.0,tt0873886
2622,"Jul 29, 2011","Jul 29, 2011",Attack the Block,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,13000000.0,8.0,66.0,299.0,139506.0,1024175.0,1183023.0,5435008.0,6459183.0,tt1478964
2623,"Apr 1, 2011","Apr 1, 2011",Haevnen,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,5500000.0,4.0,51.0,509.0,33058.0,1008098.0,1164456.0,14859216.0,15867314.0,N/A
2624,"Aug 23, 2011","Aug 23, 2011",Higher Ground,Mongrel Media,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,1800000.0,3.0,81.0,493.0,21495.0,841056.0,971510.0,1637.0,842693.0,tt1562568
2625,"Apr 29, 2011","Apr 29, 2011",Jusan-nin no shikaku,Magnolia Pictures,Action,Remake,Live Action,Historical Fiction,6000000.0,4.0,31.0,272.0,45854.0,802778.0,927294.0,17924662.0,18727440.0,N/A
2626,"Jul 29, 2011","Jul 29, 2011",The Future,Roadside Attractions,Drama,Original Screenplay,Live Action,Science Fiction,1000000.0,1.0,31.0,269.0,27137.0,568662.0,656864.0,670512.0,1239174.0,tt1235170
2627,"Apr 22, 2011","Apr 22, 2011",Dum Maaro Dum,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,5200000.0,101.0,101.0,267.0,327523.0,564489.0,652036.0,11068938.0,11633427.0,tt1618430
2628,"Mar 18, 2011","Nov 27, 2008",Winter in Wartime,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,5800000.0,3.0,26.0,252.0,14037.0,542860.0,627057.0,9119354.0,9662214.0,N/A
2629,"Sep 23, 2011","Sep 23, 2011",Machine Gun Preacher,Relativity,Drama,Based on Real Life Events,Live Action,Dramatization,30000000.0,4.0,93.0,263.0,45130.0,538690.0,622239.0,3183298.0,3721988.0,tt1586752
2630,"Jun 24, 2011","Jun 24, 2011",Le nom des gens,Music Box Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,4600000.0,5.0,24.0,204.0,30372.0,514237.0,593999.0,8747474.0,9261711.0,N/A
2631,"Sep 9, 2011","Sep 9, 2011",Creature,The Bubble Factory,Horror,Original Screenplay,Live Action,Fantasy,3000000.0,1507.0,1507.0,1507.0,327000.0,508714.0,587614.0,24521.0,533235.0,tt1686018
2632,"Jun 3, 2011","Jun 3, 2011",Submarine,Weinstein Co.,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,1900000.0,4.0,28.0,182.0,41832.0,467602.0,540129.0,4114335.0,4581937.0,tt1440292
2633,"Aug 26, 2011","Aug 26, 2011",Circumstance,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,900000.0,7.0,31.0,191.0,43318.0,454121.0,524557.0,504857.0,958978.0,tt1684628
2634,"May 13, 2011","May 13, 2011",Hesher,Wrekin Hill Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,42.0,42.0,101.0,126046.0,382946.0,442336.0,0.0,382946.0,tt1403177
2635,"Dec 23, 2011","Dec 23, 2011",In The Land of Blood and Honey,FilmDistrict,Drama,Original Screenplay,Live Action,Historical Fiction,13000000.0,3.0,18.0,92.0,18854.0,303877.0,349885.0,205316.0,509193.0,tt1714209
2636,"Aug 26, 2011","Aug 26, 2011",Brighton Rock,IFC Films,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,11000000.0,12.0,24.0,148.0,32774.0,229653.0,265274.0,0.0,229653.0,tt1233192
2637,"Sep 30, 2011","Sep 30, 2011",Tucker & Dale vs. Evil,Magnet Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,31.0,44.0,216.0,52843.0,223838.0,258550.0,5252955.0,5476793.0,N/A
2638,"Oct 7, 2011","Oct 7, 2011",Blackthorn,Magnolia Pictures,Western,Original Screenplay,Live Action,Historical Fiction,4500000.0,8.0,21.0,131.0,15254.0,200558.0,231592.0,1016749.0,1217307.0,tt1629705
2639,"Aug 19, 2011","Aug 19, 2011",Amigo,Variance Films,Drama,Based on Real Life Events,Live Action,Historical Fiction,1500000.0,10.0,10.0,77.0,37324.0,184705.0,213327.0,0.0,184705.0,tt10524364
2640,"Oct 7, 2011","Oct 7, 2011",Xinhai geming,Variance Films,Drama,Based on Real Life Events,Live Action,Historical Fiction,30000000.0,33.0,33.0,65.0,55850.0,135739.0,156792.0,8457415.0,8593154.0,N/A
2641,"Apr 1, 2011","Apr 1, 2011",Trust,Alchemy,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,28.0,28.0,56.0,58214.0,120016.0,138627.0,0.0,120016.0,tt1529572
2642,"Apr 1, 2011","Apr 1, 2011",Rubber,Magnet Pictures,Black Comedy,Original Screenplay,Live Action,Fantasy,500000.0,5.0,15.0,80.0,16346.0,100370.0,115929.0,580544.0,680914.0,tt11444364
2643,"Jul 1, 2011","Jul 1, 2011",The Perfect Host,Magnolia Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,2.0,10.0,38.0,7505.0,48764.0,56325.0,2823.0,51587.0,tt1334553
2644,"Sep 30, 2011","Sep 30, 2011",Margaret,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,14000000.0,2.0,14.0,27.0,7525.0,47185.0,54502.0,576107.0,623292.0,tt0466893
2645,"Jan 14, 2011","Jan 14, 2011",Down for Life,B.D. Fox Independent,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,3800000.0,5.0,5.0,10.0,23176.0,41914.0,48411.0,0.0,41914.0,N/A
2646,"Mar 11, 2011","Mar 11, 2011",3 Backyards,Screen Media Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,300000.0,1.0,2.0,3.0,11332.0,39475.0,45589.0,0.0,39475.0,tt1314190
2647,"Oct 14, 2011","Oct 14, 2011",Fireflies in the Garden,,Drama,Original Screenplay,Live Action,Contemporary Fiction,8000000.0,5.0,5.0,5.0,36884.0,36884.0,42603.0,3550307.0,3587191.0,N/A
2648,"Apr 22, 2011","Apr 22, 2011",Stake Land,IFC Films,Horror,Original Screenplay,Live Action,Fantasy,4000000.0,1.0,5.0,6.0,7258.0,33245.0,38399.0,646237.0,679482.0,tt1464580
2649,"Nov 4, 2011","Nov 4, 2011",The Son of No One,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,10.0,10.0,14.0,18015.0,30680.0,35431.0,1117898.0,1148578.0,tt1535612
2650,"Jul 15, 2011","Jul 15, 2011",Salvation Boulevard,IFC Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,5500000.0,4.0,4.0,17.0,7208.0,28468.0,32344.0,0.0,28468.0,tt1251743
2651,"Aug 19, 2011","Aug 19, 2011",5 Days of War,Anchor Bay Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,12000000.0,2.0,6.0,7.0,6254.0,17479.0,20189.0,70314.0,87793.0,tt1486193
2652,"Nov 18, 2011","Nov 18, 2011",Another Happy Day,Phase 4 Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,2.0,2.0,2.0,9120.0,9120.0,10534.0,969407.0,978527.0,tt1719071
2653,"Sep 9, 2011","Sep 9, 2011",Tanner Hall,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,5.0,5.0,6.0,2803.0,5073.0,5853.0,0.0,5073.0,N/A
2654,"Nov 11, 2011","Nov 11, 2011",A Lonely Place to Die,IFC Midnight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,442550.0,442550.0,N/A
2655,"Dec 31, 2011","Dec 31, 2011",Without Men,,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2656,"Dec 31, 2011","Dec 31, 2011",Tracker,,Action,Original Screenplay,Live Action,Historical Fiction,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,3149.0,3149.0,N/A
2657,"Dec 31, 2011","Dec 31, 2011",Freaky Deaky,,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2658,"May 10, 2011","May 10, 2011",The Hit List,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2659,"Oct 21, 2011","Oct 21, 2011",Cargo,Persona Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,313230.0,313230.0,N/A
2660,"Sep 13, 2011","Sep 13, 2011",Never Back Down 2: The Beatdown,,Action,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2661,"Feb 26, 2011","Feb 26, 2011",Ultramarines,Codex Pictures,Action,Based on Game,Multiple Production Methods,Fantasy,8900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2662,"Dec 31, 2011","Sep 13, 2012",La Cara Oculta,,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,7033931.0,7033931.0,N/A
2663,"Jul 8, 2011","Jul 8, 2011",Ironclad,ARC Entertainment,Action,Original Screenplay,Live Action,Historical Fiction,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5297411.0,5297411.0,N/A
2664,"May 24, 2011","May 24, 2011",Forget Me Not,,Horror,Original Screenplay,Live Action,Fantasy,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,13465.0,13465.0,N/A
2665,"May 26, 2011","May 26, 2011",The Hangover Part II,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000.0,3615.0,3675.0,21605.0,85946294.0,254464305.0,293933545.0,332300000.0,586764305.0,tt1411697
2666,"May 13, 2011","May 13, 2011",Bridesmaids,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,32500000.0,2918.0,2958.0,25608.0,26247410.0,169211718.0,195457674.0,120420305.0,289632023.0,tt1478338
2667,"Jul 8, 2011","Jul 8, 2011",Horrible Bosses,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,3040.0,3134.0,18552.0,28302165.0,117538559.0,135769630.0,94879042.0,212417601.0,tt1499658
2668,"Dec 20, 2011","Dec 20, 2011",The Girl with the Dragon Tattoo,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,90000000.0,2914.0,2950.0,16387.0,12768604.0,102515793.0,118212411.0,136858177.0,239373970.0,tt1568346
2669,"Nov 11, 2011","Nov 11, 2011",Immortals,Relativity,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,75000000.0,3112.0,3120.0,16232.0,32206425.0,83504017.0,96452400.0,128058418.0,211562435.0,tt1253864
2670,"Mar 18, 2011","Mar 18, 2011",The Lincoln Lawyer,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,40000000.0,2707.0,2707.0,16413.0,13206453.0,58009200.0,67006838.0,29135886.0,87145086.0,tt1189340
2671,"Jul 22, 2011","Jul 22, 2011",Friends with Benefits,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,2926.0,2926.0,10542.0,18622150.0,55802754.0,64458160.0,90793137.0,146595891.0,tt1632708
2672,"Feb 25, 2011","Feb 25, 2011",Hall Pass,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,68000000.0,2950.0,2950.0,13351.0,13535374.0,45060734.0,52049978.0,42112741.0,87173475.0,tt0480687
