,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst,Released_dt,year,franchise
1162,"Aug 12, 2011","Aug 12, 2011",Final Destination 5,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,40000000,3155,3155,11037,18031396,42587643,49193295,112423522,155011165,tt1622979,2011-08-12 00:00:00,2011,0
1598,"Feb 17, 2017","Feb 17, 2017",Fist Fight,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,3185,3185,10941,12201873,32187017,32868791,8099399,40286416,tt3401882,2017-02-17 00:00:00,2017,0
79,"Aug 6, 2010","Aug 6, 2010",Flipped,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,14000000,45,442,1148,224233,1755212,2037734,2539423,4294635,tt0817177,2010-08-06 00:00:00,2010,0
683,"Feb 27, 2015","Feb 26, 2015",Focus,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000,3323,3323,14437,18685137,53862963,58527252,114202737,168065700,tt2381941,2015-02-27 00:00:00,2015,0
1646,"Feb 23, 2018","Feb 23, 2018",Game Night,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000,3488,3502,18188,17005332,69179066,69558750,48199018,117378084,tt2355597,2018-02-23 00:00:00,2018,0
1329,"Jan 11, 2013","Jan 9, 2013",Gangster Squad,Warner Bros.,Action,Based on Factual Book/Article,Live Action,Dramatization,60000000,3103,3103,12153,17070347,46000903,51828810,58100000,104100903,tt1321870,2013-01-11 00:00:00,2013,0
845,"Oct 20, 2017","Oct 13, 2017",Geostorm,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,100000000,3246,3246,12315,13707376,33700160,34412086,187095849,220796009,tt1981128,2017-10-20 00:00:00,2017,0
1474,"Mar 27, 2015","Mar 26, 2015",Get Hard,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,3175,3212,18582,33803253,90411453,98240670,21300000,111711453,tt12837240,2015-03-27 00:00:00,2015,0
578,"Aug 30, 2013","Aug 30, 2013",Getaway,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,18000000,2130,2135,6232,4503892,10501938,11832439,1312051,11813989,tt2167202,2013-08-30 00:00:00,2013,0
601,"May 16, 2014","May 14, 2014",Godzilla,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,160000000,3952,3952,20644,93188384,200676069,224992995,328400000,529076069,tt0831387,2014-05-16 00:00:00,2014,1
951,"May 31, 2019","May 29, 2019",Godzilla: King of the Monsters,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,170000000,4108,4108,17244,47776293,110500138,110500139,272799777,383299915,tt3741700,2019-05-31 00:00:00,2019,1
838,"Apr 7, 2017","Apr 5, 2017",Going in Style,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,24000000,3061,3076,17204,11932330,45018541,45972107,35793883,80812424,tt2568862,2017-04-07 00:00:00,2017,0
1084,"Sep 3, 2010","Sep 3, 2010",Going the Distance,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,32000000,3030,3030,8917,6884964,17804299,20670135,25799691,43603990,tt1322312,2010-09-03 00:00:00,2010,0
523,"Oct 4, 2013","Oct 3, 2013",Gravity,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,110000000,3575,3820,35020,55785112,274092705,308715953,415649487,689742192,tt1454468,2013-10-04 00:00:00,2013,0
378,"Jun 17, 2011","Jun 17, 2011",Green Lantern,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,200000000,3816,3816,15762,53174303,116601172,134686854,102934320,219535492,tt1133985,2011-06-17 00:00:00,2011,1
564,"Dec 25, 2013","Dec 25, 2013",Grudge Match,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,2838,2856,9452,7032724,29817991,33568240,40000000,69817991,tt1661382,2013-12-25 00:00:00,2013,0
1161,"Feb 25, 2011","Feb 25, 2011",Hall Pass,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,68000000,2950,2950,13351,13535374,45060734,52049978,42112741,87173475,tt0480687,2011-02-25 00:00:00,2011,0
44,"Nov 18, 2011","Nov 18, 2011",Happy Feet Two,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000,3606,3611,18485,21237068,64006466,73921081,93950000,157956466,tt1402488,2011-11-18 00:00:00,2011,0
299,"Nov 19, 2010","Nov 17, 2010",Harry Potter and the Deathly Hallows: Part 1,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,125000000,4125,4125,27887,125017372,296131568,343552835,659240323,955371891,tt0926084,2010-11-19 00:00:00,2010,1
365,"Jul 15, 2011","Jul 13, 2011",Harry Potter and the Deathly Hallows: Part 2,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,125000000,4375,4375,26153,169189427,381193157,440108798,953199387,1334392544,tt1201607,2011-07-15 00:00:00,2011,1
1354,"Jan 10, 2014","Jan 10, 2014",Her,Warner Bros.,Drama,Original Screenplay,Live Action,Science Fiction,23000000,6,2005,7480,260382,25568251,28666476,22475747,48043998,tt1798709,2014-01-10 00:00:00,2014,0
335,"Oct 15, 2010","Oct 15, 2010",Hereafter,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,50000000,6,2424,9994,220322,32746941,38017792,75913329,108660270,tt1212419,2010-10-15 00:00:00,2010,0
1156,"Jul 8, 2011","Jul 8, 2011",Horrible Bosses,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,3040,3134,18552,28302165,117538559,135769630,94879042,212417601,tt1499658,2011-07-08 00:00:00,2011,0
1403,"Nov 26, 2014","Nov 26, 2014",Horrible Bosses 2,Warner Bros.,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,3375,3400,14739,15457418,54445357,60994984,51500000,105945357,tt2170439,2014-11-26 00:00:00,2014,1
694,"May 8, 2015","May 8, 2015",Hot Pursuit,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,3003,3037,11623,13942258,34580201,37574686,11091311,45671512,tt2967224,2015-05-08 00:00:00,2015,0
1553,"Feb 12, 2016","Feb 8, 2016",How to Be Single,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,37000000,3343,3357,13088,17878911,46843513,49605385,53160267,100003780,tt1292566,2016-02-12 00:00:00,2016,0
625,"Aug 22, 2014","Aug 22, 2014",If I Stay,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,11000000,2907,3157,17086,15679190,50474843,56591130,27881327,78356170,tt1355630,2014-08-22 00:00:00,2014,0
704,"Dec 11, 2015","Nov 26, 2015",In the Heart of the Sea,Warner Bros.,Adventure,Based on Real Life Events,Live Action,Dramatization,100000000,3103,3103,8370,11053366,25020758,27133349,64672551,89693309,tt1390411,2015-12-11 00:00:00,2015,0
300,"Jul 16, 2010","Jul 16, 2010",Inception,Warner Bros.,Thriller/Suspense,Original Screenplay,Animation/Live Action,Science Fiction,160000000,3792,3792,31053,62785337,292576195,339670167,436006270,728582465,tt1375666,2010-07-16 00:00:00,2010,0
1367,"Dec 12, 2014","Dec 12, 2014",Inherent Vice,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,20000000,5,653,1845,328184,8110975,8863930,6661371,14772346,tt1791528,2014-12-12 00:00:00,2014,0
626,"Aug 8, 2014","Aug 8, 2014",Into the Storm,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,50000000,3434,3434,15085,17346427,47602194,53370383,102827177,150429371,tt10449526,2014-08-08 00:00:00,2014,0
961,"Feb 13, 2019","Feb 13, 2019",Isn't it Romantic,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,31000000,3444,3444,15849,14247758,48791187,48791189,0,48791187,tt2452244,2019-02-13 00:00:00,2019,0
1572,"Sep 8, 2017","Aug 31, 2017",It,Warner Bros.,Horror,Remake,Live Action,Historical Fiction,35000000,4103,4148,30627,123403419,328828874,334418373,372254168,701083042,tt1396484,2017-09-08 00:00:00,2017,1
1711,"Sep 6, 2019","Sep 4, 2019",It Chapter Two,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,70000000,4570,4570,25813,91062152,211593228,211593228,257973578,469566806,tt7349950,2019-09-06 00:00:00,2019,1
1165,"Nov 9, 2011","Nov 9, 2011",J. Edgar,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,35000000,1910,1985,11596,11217324,37306030,43089611,47300000,84606030,tt1616195,2011-11-09 00:00:00,2011,0
547,"Mar 1, 2013","Feb 27, 2013",Jack the Giant Slayer,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,195000000,3525,3525,16752,27202226,65187603,73446300,132500000,197687603,tt1351685,2013-03-01 00:00:00,2013,0
1405,"Jun 20, 2014","Jun 18, 2014",Jersey Boys,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Dramatization,40000000,2905,2905,12980,13319371,47047013,52747933,18235719,65282732,tt1742044,2014-06-20 00:00:00,2014,0
1710,"Oct 4, 2019","Oct 2, 2019",Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000,4374,4374,32875,96202337,335451311,335451311,737056206,1072507517,tt1918886,2019-10-04 00:00:00,2019,1
348,"Jun 18, 2010","Jun 18, 2010",Jonah Hex,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Historical Fiction,47000000,2825,2825,6395,5379365,10547117,12244813,475579,11022696,tt1075747,2010-06-18 00:00:00,2010,0
98,"Feb 10, 2012","Feb 2, 2012",Journey 2: The Mysterious Island,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,79000000,3470,3500,23543,27335363,103860290,119517619,214285872,318146162,tt1397514,2012-02-10 00:00:00,2012,0
490,"Jan 13, 2012","Jan 13, 2012",Joyful Noise,Warner Bros.,Musical,Original Screenplay,Live Action,Contemporary Fiction,27500000,2735,2735,10514,11225190,30932113,35595238,225801,31157914,tt1710396,2012-01-13 00:00:00,2012,0
686,"Feb 6, 2015","Feb 6, 2015",Jupiter Ascending,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,179000000,3885,3885,13791,18372372,47482519,51594286,134500000,181982519,tt1617661,2015-02-06 00:00:00,2015,0
965,"Dec 25, 2019","Dec 25, 2019",Just Mercy,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,25000000,4,2457,12289,107858,36001502,36001502,14400000,50401502,tt4916630,2019-12-25 00:00:00,2019,0
818,"Nov 17, 2017","Nov 13, 2017",Justice League,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,300000000,4051,4051,22381,93842239,229024295,233820835,426920914,655945209,tt0974015,2017-11-17 00:00:00,2017,1
1502,"Apr 29, 2016","Apr 29, 2016",Keanu,Warner Bros.,Comedy,Original Screenplay,Animation/Live Action,Contemporary Fiction,15000000,2658,2681,8600,9453224,20591853,21805939,96288,20688141,tt4139124,2016-04-29 00:00:00,2016,0
843,"May 12, 2017","May 11, 2017",King Arthur: Legend of the Sword,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,175000000,3702,3702,12290,15371270,39175066,40004862,100455270,139630336,tt1972591,2017-05-12 00:00:00,2017,0
822,"Mar 10, 2017","Feb 23, 2017",Kong: Skull Island,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,185000000,3846,3846,23268,61025472,168052812,171612463,393019247,561072059,tt3731562,2017-03-10 00:00:00,2017,1
50,"Sep 24, 2010","Sep 24, 2010",Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,100000000,3575,3575,19643,16112211,55675313,64636258,84041404,139716717,tt1219342,2010-09-24 00:00:00,2010,0
325,"Oct 8, 2010","Oct 8, 2010",Life as We Know It,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,38000000,3150,3150,17480,14506464,53374681,61963177,52513156,105887837,tt1055292,2010-10-08 00:00:00,2010,0
907,"May 11, 2018","May 10, 2018",Life of the Party,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,3656,3656,15992,17886075,53059911,53351128,12800000,65859911,tt1826727,2018-05-11 00:00:00,2018,0
755,"Jul 22, 2016","Jul 21, 2016",Lights Out,Warner Bros.,Horror,Based on Short Film,Live Action,Contemporary Fiction,5000000,2818,2835,12695,21688103,67268835,71234975,81537675,148806510,tt1085448,2016-07-22 00:00:00,2016,0
1566,"Dec 25, 2016","Dec 25, 2016",Live by Night,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,65000000,4,2822,5978,33336,10378555,10601976,11395877,21774432,tt2361317,2016-12-25 00:00:00,2016,0
340,"Aug 20, 2010","Aug 20, 2010",Lottery Ticket,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,17000000,1973,1973,8004,10652297,24719879,28698875,0,24719879,tt0979434,2010-08-20 00:00:00,2010,0
1470,"May 15, 2015","May 14, 2015",Mad Max: Fury Road,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,150000000,3702,3722,20865,45428128,153636354,166482038,213821520,367457874,tt1392190,2015-05-15 00:00:00,2015,1
1176,"Jun 29, 2012","Jun 28, 2012",Magic Mike,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000,2930,3120,16723,39127170,113721571,130865522,56828182,170549753,tt1915581,2012-06-29 00:00:00,2012,1
1415,"Jul 1, 2015","Jul 1, 2015",Magic Mike XXL,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,14500000,3355,3355,12264,12857184,66013057,71729487,57567364,123580421,tt2268016,2015-07-01 00:00:00,2015,1
522,"Jun 14, 2013","Jun 14, 2013",Man of Steel,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,225000000,4207,4207,21125,116619362,291045518,327918437,376954000,667999518,tt0770828,2013-06-14 00:00:00,2013,1
177,"Jun 26, 2015","Jun 25, 2015",Max,Warner Bros.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,20000000,2855,2870,12346,12155254,42656255,46350085,1001902,43658157,tt1830712,2015-06-26 00:00:00,2015,0
762,"Jun 3, 2016","Jun 1, 2016",Me Before You,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,2704,2762,11324,18723269,56245075,59561260,152020123,208265198,tt2674426,2016-06-03 00:00:00,2016,0
804,"Mar 18, 2016","Feb 18, 2016",Midnight Special,Warner Bros.,Drama,Original Screenplay,Live Action,Science Fiction,18000000,5,521,1482,190012,3712282,3931161,3967968,7680250,tt2649554,2016-03-18 00:00:00,2016,0
1752,"Nov 1, 2019","Nov 1, 2019",Motherless Brooklyn,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,26000000,1342,1342,3565,3500454,9277736,9277736,9200000,18477736,tt0385887,2019-11-01 00:00:00,2019,0
296,"Mar 15, 2019","Mar 15, 2019",Nancy Drew and the Hidden Staircase,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,17000000,1,0,0,0,623088,623088,1443,624531,tt8323104,2019-03-15 00:00:00,2019,0
396,"Dec 9, 2011","Dec 9, 2011",New Year's Eve,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,26000000,3505,3505,15513,13019180,54544638,62973177,92305635,146850273,tt1598822,2011-12-09 00:00:00,2011,0
893,"Jun 8, 2018","Jun 8, 2018",Ocean's Eight,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,70000000,4145,4145,22362,41607378,140218711,140988302,157500000,297718711,tt5164214,2018-06-08 00:00:00,2018,1
1442,"Oct 30, 2015","Oct 30, 2015",Our Brand is Crisis,Warner Bros.,Drama,Based on Movie,Live Action,Contemporary Fiction,28000000,2202,2202,5139,3249242,7002261,7608617,1592297,8594558,tt1018765,2015-10-30 00:00:00,2015,0
537,"Jul 12, 2013","Jul 11, 2013",Pacific Rim,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,190000000,3275,3285,14097,37285325,101802906,114700439,309200000,411002906,tt1663662,2013-07-12 00:00:00,2013,0
178,"Oct 9, 2015","Sep 25, 2015",Pan,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,150000000,3515,3515,12363,15315435,35088320,38125954,116437653,151525973,tt3332064,2015-10-09 00:00:00,2015,0
699,"Dec 25, 2015","Dec 2, 2015",Point Break,Warner Bros.,Action,Remake,Live Action,Contemporary Fiction,100000000,2910,2910,8960,9800252,28782481,30910173,97922110,126704591,tt2058673,2015-12-25 00:00:00,2015,1
271,"May 10, 2019","May 3, 2019",Pokémon Detective Pikachu,Warner Bros.,Adventure,Based on Game,Animation/Live Action,Kids Fiction,150000000,4202,4248,20264,54365242,144105346,144105349,287842212,431947558,tt5884052,2019-05-10 00:00:00,2019,1
1327,"Sep 20, 2013","Sep 19, 2013",Prisoners,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,46000000,3260,3290,17651,20817053,61002302,68730759,52400000,113402302,tt1392214,2013-09-20 00:00:00,2013,0
1180,"Mar 2, 2012","Mar 2, 2012",Project X,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000,3055,3055,13146,21051363,54731865,62982896,48296323,103028188,tt1636826,2012-03-02 00:00:00,2012,0
898,"Apr 13, 2018","Apr 9, 2018",Rampage,Warner Bros.,Action,Based on Game,Live Action,Science Fiction,120000000,4101,4115,21557,35753093,101028233,101582724,326918984,427947217,tt2231461,2018-04-13 00:00:00,2018,0
894,"Mar 29, 2018","Mar 20, 2018",Ready Player One,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,150000000,4234,4234,21560,41769050,137690172,138445880,441365481,579055653,tt1677720,2018-03-29 00:00:00,2018,0
404,"Mar 11, 2011","Mar 11, 2011",Red Riding Hood,Warner Bros.,Thriller/Suspense,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,42000000,3030,3030,12411,14005335,37662162,43503835,54016280,91678442,tt1486185,2011-03-11 00:00:00,2011,0
1740,"Dec 13, 2019","Dec 13, 2019",Richard Jewell,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,45000000,2502,2502,10158,4705265,22345542,22345542,20755028,43100570,tt3513548,2019-12-13 00:00:00,2019,0
484,"Jun 15, 2012","Jun 13, 2012",Rock of Ages,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,70000000,3470,3470,11127,14437269,38518613,44325432,22513319,61031932,tt1336608,2012-06-15 00:00:00,2012,0
1481,"Mar 13, 2015","Mar 11, 2015",Run All Night,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,50000000,3171,3171,10784,11012305,26461644,28753103,45100000,71561644,tt2199571,2015-03-13 00:00:00,2015,0
669,"May 29, 2015","May 27, 2015",San Andreas,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,110000000,3777,3812,21999,54588173,155190832,168629655,301067707,456258539,tt2126355,2015-05-29 00:00:00,2015,0
1071,"May 27, 2010","May 27, 2010",Sex and the City 2,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,95000000,3445,3445,13221,31001870,95347692,110695165,199333086,294680778,tt1261945,2010-05-27 00:00:00,2010,1
1743,"Jun 14, 2019","Jun 14, 2019",Shaft,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,2952,2952,8117,8901419,21360215,21360215,0,21360215,tt4463894,2019-06-14 00:00:00,2019,0
948,"Apr 5, 2019","Apr 3, 2019",Shazam!,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,85000000,4217,4306,21838,53505326,140371656,140371660,223292877,363664533,tt0448115,2019-04-05 00:00:00,2019,0
371,"Dec 16, 2011","Dec 16, 2011",Sherlock Holmes: A Game of Shadows,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,125000000,3703,3703,24480,39637079,186848418,215612550,348815025,535663443,tt1515091,2011-12-16 00:00:00,2011,1
252,"Sep 28, 2018","Sep 21, 2018",Smallfoot,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,80000000,4131,4131,23062,23045635,83240103,83695515,130441970,213682073,tt6182908,2018-09-28 00:00:00,2018,0
402,"May 6, 2011","May 6, 2011",Something Borrowed,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,2904,2904,11848,13945368,39046489,45102878,26037627,65084116,tt0491152,2011-05-06 00:00:00,2011,0
200,"Sep 23, 2016","Sep 22, 2016",Storks,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,70000000,3922,3922,21929,21311407,72679278,76954424,110674153,183353431,tt4624424,2016-09-23 00:00:00,2016,0
409,"Mar 25, 2011","Mar 25, 2011",Sucker Punch,Warner Bros.,Action,Original Screenplay,Live Action,Fantasy,75000000,3033,3033,9088,19058199,36392502,42037237,53365887,89758389,tt0978764,2011-03-25 00:00:00,2011,0
735,"Aug 5, 2016","Aug 2, 2016",Suicide Squad,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,175000000,4255,4255,31523,133682248,325100054,344267800,421746840,746846894,tt1386697,2016-08-05 00:00:00,2016,0
745,"Sep 9, 2016","Sep 8, 2016",Sully,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,60000000,3525,3955,24002,35028301,125070033,132440565,113454523,238524556,tt3263904,2016-09-09 00:00:00,2016,0
1648,"Jun 15, 2018","Jun 15, 2018",Tag,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,28000000,3382,3382,14706,14947396,54730625,55031008,22294319,77024944,tt1967669,2018-06-15 00:00:00,2018,0
1338,"Jul 2, 2014","Jul 2, 2014",Tammy,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,3465,3465,16446,21577049,84525432,94767803,11882223,96407655,tt2103254,2014-07-02 00:00:00,2014,0
258,"Jul 27, 2018","Jul 27, 2018",Teen Titans Go! To The Movies,Warner Bros.,Adventure,Based on TV,Digital Animation,Kids Fiction,10000000,3188,3188,10071,10411189,29790236,29953740,21830357,51620593,tt7424200,2018-07-27 00:00:00,2018,0
917,"Feb 9, 2018","Feb 9, 2018",The 15:17 to Paris,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,30000000,3042,3042,11549,12554286,36276286,36475386,19819914,56096200,tt6802308,2018-02-09 00:00:00,2018,0
715,"Nov 13, 2015","Aug 6, 2015",The 33,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,25000000,2452,2452,6535,5787266,12227722,13281652,16059767,28287489,tt2006295,2015-11-13 00:00:00,2015,0
1545,"Oct 14, 2016","Oct 11, 2016",The Accountant,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,3332,3402,19015,24710273,86260045,91330659,66702038,152962083,tt2140479,2016-10-14 00:00:00,2016,0
510,"Aug 24, 2012","Aug 23, 2012",The Apparition,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000,810,810,2636,2841488,4936819,5681059,5700462,10637281,tt10432954,2012-08-24 00:00:00,2012,0
