,tconst,title,released_date,actor,dombox,adj_dombox,CRev,WICAR
2674,tt1901018,The Visit,,Kevin Moore,65206105,70852664,0,0
3524,tt5804314,Let There Be Light,2017-11-03 00:00:00,Kevin Sorbo,7233471,7386303,0,0
4305,tt1194417,Casino Jack,2011-01-07 00:00:00,Kevin Spacey,2039869,2363463,0,0
5844,tt6246092,The Judge,2018-04-13 00:00:00,Kholoud Al-Faqih,47119388,52827131,0,0
7227,tt7125860,If Beale Street Could Talk,2018-12-25 00:00:00,KiKi Layne,14915773,14939960,0,0
6573,tt5225338,The Eyes of My Mother,2016-12-02 00:00:00,Kika Magalhães,27099,28689,0,0
3060,tt4649416,Almost Christmas,2016-11-11 00:00:00,Kimberly Elise,42065185,44542964,0,0
1879,tt13892682,Playing for Keeps,2021-03-01 00:00:00,Kimeth Allan,13103272,15072578,0,0
1175,tt3070502,Unstoppable,2013-09-24 00:00:00,Kirk Cameron,81562942,94679308,0,0
4585,tt1527186,Melancholia,2011-05-26 00:00:00,Kirsten Dunst,3030848,3498717,0,0
4932,tt1920849,Bachelorette,2012-09-06 00:00:00,Kirsten Dunst,446770,514114,446770,55202.57041
2506,tt1921064,Pompeii,2014-02-21 00:00:00,Kit Harington,23169033,25976533,0,0
4250,tt1228987,Let Me In,2010-10-01 00:00:00,Kodi Smit-McPhee,12134935,14088217,0,0
284,tt1623288,ParaNorman,2012-08-17 00:00:00,Kodi Smit-McPhee,56003051,64445720,56003051,5535845.195
6139,tt3205376,Slow West,2015-04-16 00:00:00,Kodi Smit-McPhee,229094,248932,56232145,776419.6521
3738,tt4244998,Alpha,2018-08-17 00:00:00,Kodi Smit-McPhee,35851379,36048145,92083524,9653338.676
181,tt1414382,You Again,2010-09-24 00:00:00,Kristen Bell,25702053,29839131,0,0
320,tt2294629,Frozen,2013-11-27 00:00:00,Kristen Bell,400953009,451149053,400953009,38753408.57
2556,tt2771372,Veronica Mars,2014-03-13 00:00:00,Kristen Bell,3322127,3724685,404275136,7126641.51
883,tt4520988,Frozen II,2019-11-22 00:00:00,Kristen Bell,477373578,477373578,881648714,101607060.4
4838,tt1259521,The Cabin in the Woods,2012-04-13 00:00:00,Kristen Connolly,42073277,48415977,0,0
4284,tt1017451,The Runaways,2010-04-08 00:00:00,Kristen Stewart,3573673,4148903,0,0
1027,tt1325004,The Twilight Saga: Eclipse,2010-06-30 00:00:00,Kristen Stewart,300531751,348906314,300531751,29970824.16
1370,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011-11-18 00:00:00,Kristen Stewart,281287133,324891726,581818884,30482460.95
1742,tt1735898,Snow White and the Huntsman,2012-06-01 00:00:00,Kristen Stewart,155136755,178524205,736955639,22441919.87
1730,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012-11-16 00:00:00,Kristen Stewart,292324737,336316984,1029280376,48151804.98
5802,tt2994190,Camp X-Ray,2014-10-17 00:00:00,Kristen Stewart,9837,11029,1029290213,6464306.151
7053,tt4714782,Personal Shopper,2017-03-10 00:00:00,Kristen Stewart,1305195,1332835,1030595408,1635179.016
3996,tt5033998,Charlie's Angels,2019-11-15 00:00:00,Kristen Stewart,17801306,17801306,1048396714,7961184.262
7682,tt1780967,Seberg,2019-12-13 00:00:00,Kristen Stewart,448009,448009,1048844723,5381883.688
4089,tt5774060,Underwater,2020-01-10 00:00:00,Kristen Stewart,17291078,17291078,1066135801,14510695.48
4733,tt1478338,Bridesmaids,2011-05-13 00:00:00,Kristen Wiig,169211718,195457674,0,0
5699,tt1571249,The Skeleton Twins,2014-09-11 00:00:00,Kristen Wiig,5284309,5924633,5284309,636152.6244
217,tt1668200,Elle s'appelait Sarah,2011-07-22 00:00:00,Kristin Scott Thomas,7691700,8884733,0,0
2562,tt2800038,Atlas Shrugged: Part III,2014-09-12 00:00:00,Kristoffer Polaha,851690,954893,0,0
6994,tt10384246,Friend Request,2020-01-07 00:00:00,Kruze Princeton Dillard,3759078,3838700,0,0
4508,tt1734060,50/50,2010-10-01 00:00:00,Krzysztof Nowinski,35016118,40447363,0,0
2761,tt3184798,Brooklyn,2015-09-23 00:00:00,Kt Gorique,38322743,41122904,0,0
1483,tt6684818,The Artist,2015-12-05 00:00:00,Kudzai Nigel Chitewe,44667095,51422774,0,0
6793,tt5462602,The Big Sick,2017-07-14 00:00:00,Kumail Nanjiani,42872467,43780577,0,0
3169,tt1867035,Race,2011-03-17 00:00:00,Kunchacko Boban,19115191,20242208,0,0
3889,tt3741700,Godzilla: King of the Monsters,2019-05-31 00:00:00,Kyle Chandler,110500138,110500139,0,0
437,tt6716346,The Book of Life,2017-12-25 00:00:00,Kylie Brown,50151543,56199980,0,0
3695,tt7334528,Uncle Drew,2018-06-29 00:00:00,Kyrie Irving,42469946,42703041,0,0
6948,tt5615904,Soonjung,2016-02-24 00:00:00,Kyung-soo Do,11368012,11608807,0,0
6200,tt4713454,Trash,2015-10-24 00:00:00,Kôsei Amano,17484,18998,0,0
786,tt6113488,The Case for Christ,2017-04-07 00:00:00,L. Scott Caldwell,14678714,14989626,0,0
7215,tt5688932,Sorry to Bother You,2018-07-13 00:00:00,LaKeith Stanfield,17493096,17589105,0,0
7670,tt12838350,The Assistant,2020-10-31 00:00:00,LaMarr Allen,1100310,1100310,0,0
4644,tt3696384,Creature,2014-05-30 00:00:00,LaToya Jane,508714,587614,0,0
7065,tt1517451,A Star Is Born,2018-10-05 00:00:00,Lady Gaga,215288866,216392918,0,0
5985,tt1781922,No Escape,2015-08-26 00:00:00,Lake Bell,27288872,29651964,0,0
1637,tt1588337,Des hommes et des dieux,2011-03-25 00:00:00,Lambert Wilson,3954651,4568037,0,0
6322,tt8324550,Unfinished Business,2017-06-19 00:00:00,Lanre Hassan,10219501,11104466,0,0
2374,tt2263520,Ride Along,2012-08-11 00:00:00,Larry Greene,134202565,150464560,0,0
7496,tt2011300,The Kitchen,2012-08-14 00:00:00,Laura Prepon,12180032,12180034,0,0
3090,tt3882082,The Boy,2016-01-22 00:00:00,Lauren Cohan,35819556,37931459,0,0
4994,tt1535616,The Divide,2012-04-20 00:00:00,Lauren German,18000,20711,0,0
457,tt0884726,Legends of Oz: Dorothy's Return,2014-05-09 00:00:00,Lea Michele,8462347,9487763,0,0
3338,tt6147768,Suepeullit,2016-11-09 00:00:00,Lee Da-wit,138141585,141067655,0,0
4028,tt8692378,After,2018-10-10 00:00:00,Leila Finn,12138565,12138565,0,0
4588,tt5797456,Melancholy,2017-06-17 00:00:00,Leila Otadi,3030848,3498717,0,0
6722,tt1483010,Logan,2010-09-10 00:00:00,Leo Howard,226277068,231070004,0,0
6482,tt1943765,Morgan,2014-01-01 00:00:00,Leo Minaya,3915251,4146091,0,0
7502,tt6857272,The Kitchen,2017-04-23 00:00:00,Leonardo Amato,12180032,12180034,0,0
4394,tt1130884,Shutter Island,2010-02-19 00:00:00,Leonardo DiCaprio,128012934,148618307,0,0
1033,tt1375666,Inception,2010-07-16 00:00:00,Leonardo DiCaprio,292576195,339670167,292576195,29177445.17
4767,tt1616195,J. Edgar,2011-11-11 00:00:00,Leonardo DiCaprio,37306030,43089611,329882225,6207692.857
2045,tt1343092,The Great Gatsby,2013-05-10 00:00:00,Leonardo DiCaprio,144840419,163190429,474722644,18188984.83
5464,tt0993846,The Wolf of Wall Street,2013-12-25 00:00:00,Leonardo DiCaprio,116949183,131468982,591671827,25108440.36
6234,tt1663202,The Revenant,2016-01-08 00:00:00,Leonardo DiCaprio,183637894,194489215,775309721,36842372.97
7362,tt7131622,Once Upon a Time... in Hollywood,2019-07-26 00:00:00,Leonardo DiCaprio,142502728,142502728,917812449,58767802.69
7109,tt2531344,Blockers,2018-04-06 00:00:00,Leslie Mann,60311495,60642516,0,0
6354,tt3958034,Don't Breathe,2014-09-06 00:00:00,Levan Murtazashvili,89217875,94478118,0,0
595,tt3332064,Pan,2015-10-09 00:00:00,Levi Miller,35088320,38125954,0,0
3551,tt3416532,A Monster Calls,2017-01-06 00:00:00,Lewis MacDougall,3740823,3820059,0,0
7697,tt0293429,Mortal Kombat,2021-04-23 00:00:00,Lewis Tan,42201013,42201013,0,0
2269,tt1413495,Paranoia,2013-08-16 00:00:00,Liam Hemsworth,7388654,8324727,0,0
2963,tt1628841,Independence Day: Resurgence,2016-06-24 00:00:00,Liam Hemsworth,103144286,109225617,103144286,18325017.69
1189,tt0429493,The A-Team,2010-06-11 00:00:00,Liam Neeson,77222099,89652016,0,0
1444,tt1401152,Unknown,2011-02-18 00:00:00,Liam Neeson,63686397,73564620,63686397,6319152.741
4827,tt1601913,The Grey,2012-01-27 00:00:00,Liam Neeson,51580136,59356031,115266533,7051819.158
1755,tt1397280,Taken 2,2012-10-05 00:00:00,Liam Neeson,139854287,160924135,255120820,22545350.93
2410,tt2024469,Non-Stop,2014-02-28 00:00:00,Liam Neeson,91742160,102859014,346862980,16831488.94
5623,tt0365907,A Walk Among the Tombstones,2014-09-19 00:00:00,Liam Neeson,26017685,29170377,372880665,9647290.516
2646,tt2446042,Taken 3,2015-01-09 00:00:00,Liam Neeson,89256424,96985631,462137089,22362544.46
6289,tt2199571,Run All Night,2015-03-13 00:00:00,Liam Neeson,26461644,28753103,488598733,13399660.29
621,tt1640718,The Prophet,2015-08-07 00:00:00,Liam Neeson,340536,370018,488939269,3609638.545
3725,tt1590193,The Commuter,2018-01-12 00:00:00,Liam Neeson,36343858,36543335,525283127,10525861.1
7433,tt5719748,Cold Pursuit,2019-02-08 00:00:00,Liam Neeson,32138862,32138862,557421989,21844338.23
362,tt2515086,One Direction: This Is Us,2013-08-30 00:00:00,Liam Payne,28873374,32531374,0,0
6786,tt5271436,Snatched,2016-06-11 00:00:00,Liana Afuni,45852178,46823410,0,0
3806,tt1301990,Every Day,2010-04-24 00:00:00,Liev Schreiber,6112914,6146461,0,0
5434,tt1709143,The Last Days on Mars,2013-09-19 00:00:00,Liev Schreiber,24084,27123,24084,2329.847959
5578,tt4071086,Wild,2016-04-14 00:00:00,Lilith Stangenberg,37880356,41843311,0,0
3044,tt2989872,Lion: The Red Pill,,Lilly Lawrence,51739495,53035795,0,0
2670,tt1605776,The Visit,,Lily Bloom,65206105,70852664,0,0
281,tt1667353,Mirror Mirror,2012-03-30 00:00:00,Lily Collins,64935167,74724385,0,0
2188,tt1538403,The Mortal Instruments: City of Bones,2013-08-21 00:00:00,Lily Collins,31165421,35113807,31165421,4712895.397
3248,tt1974420,Rules Don't Apply,2016-11-23 00:00:00,Lily Collins,3652206,3867535,34817627,1439557.341
484,tt1661199,Cinderella,2015-03-13 00:00:00,Lily James,201151353,218570149,0,0
3192,tt1374989,Pride and Prejudice and Zombies,2016-02-05 00:00:00,Lily James,10907291,11550375,10907291,3027861.504
3628,tt6911608,Mamma Mia! Here We Go Again,2018-07-20 00:00:00,Lily James,120634935,121297031,131542226,40738780.78
5896,tt7326798,Sisters,2018-05-27 00:00:00,Lily Streames,87044645,93534326,0,0
3652,tt5726086,Insidious: The Last Key,2018-01-05 00:00:00,Lin Shaye,67745330,68117149,0,0
5163,tt12971924,The Call,2020-10-02 00:00:00,Lin Shaye,51872378,58444153,51872378,29923406.34
7397,tt4913966,The Curse of La Llorona,2019-04-19 00:00:00,Linda Cardellini,54733739,54733739,0,0
7394,tt6450804,Terminator: Dark Fate,2019-11-01 00:00:00,Linda Hamilton,62253077,62253077,0,0
5396,tt2292959,The Canyons,2013-08-02 00:00:00,Lindsay Lohan,59671,67225,0,0
5670,tt1945037,Begin Again,2013-04-01 00:00:00,Lisa Spurrier,16170632,18130104,0,0
2123,tt8323598,Mama,2017-08-08 00:00:00,Liz Benson,71628180,80702843,0,0
7591,tt7374952,El Chicano,2019-05-03 00:00:00,Logan Arevalo,700261,700261,0,0
94,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010-02-12 00:00:00,Logan Lerman,88768303,103056733,0,0
1572,tt1509767,The Three Musketeers,2011-10-21 00:00:00,Logan Lerman,20377913,23538672,20377913,2021956.529
1873,tt1659337,The Perks of Being a Wallflower,2012-10-12 00:00:00,Logan Lerman,17742948,20411402,38120861,2408763.53
347,tt1854564,Percy Jackson: Sea of Monsters,2013-08-07 00:00:00,Logan Lerman,68559554,77245217,106680415,10690976.29
877,tt5314190,Sgt. Stubby: An American Hero,2018-04-13 00:00:00,Logan Lerman,3054285,3071046,109734700,2308884.206
7239,tt6499752,Upgrade,2018-06-01 00:00:00,Logan Marshall-Green,11977130,12042863,0,0
6031,tt2403021,The Green Inferno,2015-09-25 00:00:00,Lorenza Izzo,7192291,7815110,0,0
3423,tt3727750,Gifted,2018-05-01 00:00:00,Lou Ferrigno,24801212,25326548,0,0
988,tt6811018,The Kid Who Would Be King,2019-01-25 00:00:00,Louis Ashbourne Serkis,16790790,16790790,0,0
630,tt2709768,The Secret Life of Pets,2016-07-08 00:00:00,Louis C.K.,368384330,390104092,0,0
861,tt5465334,Dog Days,2016-10-25 00:00:00,Lu Huang,6809080,6846450,0,0
6808,tt2170623,The Foreigner,2012-03-16 00:00:00,Lubomir Kovatchev,34393507,35122014,0,0
7522,tt14220888,Anna,2019-10-24 00:00:00,Lucas Andrade,7743794,7743794,0,0
7266,tt7008872,Boy Erased,2018-11-08 00:00:00,Lucas Hedges,6788692,6811376,0,0
3405,tt3095734,Monster Trucks,2017-01-13 00:00:00,Lucas Till,33370166,34076995,0,0
3712,tt6772950,Truth or Dare,2018-04-13 00:00:00,Lucy Hale,41411015,41638301,0,0
7597,tt5513020,Lucy in the Sky,2014-12-25 00:00:00,Lucy Lopez,319976,319976,0,0
3573,tt2905856,Schwarzer Panther,2014-10-19 00:00:00,Lucy Wirth,700059566,703901821,0,0
2109,tt1868050,Mama,2011-05-13 00:00:00,Ludmila Alyohina,71628180,80702843,0,0
1625,tt12295472,Anonymous,,Lukas Hinch,4463292,5155578,0,0
2450,tt0829150,Dracula Untold,2014-10-10 00:00:00,Luke Evans,55991880,62776695,0,0
789,tt2822672,Rock Dog,2017-02-24 00:00:00,Luke Wilson,9420546,9620088,0,0
7353,tt6857112,Us,2019-03-22 00:00:00,Lupita Nyong'o,175084580,175084580,0,0
1178,tt9225192,Seongnan hwangso,2018-11-30 00:00:00,Ma Dong-seok,81562942,94679308,0,0
4104,tt13612186,Monster Hunter,2020-08-20 00:00:00,Ma Li,15104790,15104790,0,0
4082,tt2150674,The Photograph,,Maciej Lagodzinski,20578185,20578185,0,0
4095,tt7510346,The Turning,2020-01-24 00:00:00,Mackenzie Davis,15472775,15472775,0,0
842,tt5523010,The Nutcracker and the Four Realms,2018-11-02 00:00:00,Mackenzie Foy,54858851,55159532,0,0
5767,tt2359024,Blue Ruin,2014-07-09 00:00:00,Macon Blair,258384,289685,0,0
230,tt0817177,Flipped,2010-09-10 00:00:00,Madeline Carroll,1755212,2037734,0,0
688,tt4341582,Queen of Katwe,2016-09-30 00:00:00,Madina Nalwanga,8874389,9396960,0,0
3960,tt8623904,Last Christmas,2019-11-08 00:00:00,Madison Ingoldsby,35150750,35150750,0,0
7648,tt2106476,Jagten,2013-01-10 00:00:00,Mads Mikkelsen,5812500,5812500,0,0
6168,tt2720680,The Salvation,2015-02-27 00:00:00,Mads Mikkelsen,43318,47064,43318,7896.028938
2780,tt1666801,The Duff,2015-02-20 00:00:00,Mae Whitman,34030343,36977216,0,0
2223,tt1441951,Quartet,2013-03-01 00:00:00,Maggie Smith,18388357,20717996,0,0
3208,tt3722070,The Lady in the Van,2016-02-26 00:00:00,Maggie Smith,10021175,10612016,10021175,1780400.846
6377,tt4975722,Moonlight,2016-11-18 00:00:00,Mahershala Ali,27854931,28921308,0,0
6006,tt3235888,It Follows,2015-03-13 00:00:00,Maika Monroe,14674077,15944785,0,0
4075,tt4682266,The New Mutants,2020-08-28 00:00:00,Maisie Williams,23855569,23855569,0,0
6532,tt3835080,31,2016-09-16 00:00:00,Malcolm McDowell,779820,825792,0,0
6693,tt3425108,Silence,2013-12-26 00:00:00,Mammootty,7100177,7262295,0,0
1478,tt1825978,The Artist,,Mamta Bhatia,44667095,51422774,0,0
58,tt0398286,Tangled,2010-11-24 00:00:00,Mandy Moore,200821936,232953630,0,0
3387,tt2932536,47 Meters Down,2017-06-16 00:00:00,Mandy Moore,44307193,45245692,44307193,3886575.348
2831,tt6960218,Do You Believe?,2017-09-09 00:00:00,Mandy Neuhaus,12985600,14110091,0,0
489,tt5089556,Cinderella,,Mangesh Desai,201151353,218570149,0,0
5264,tt7559232,The Counselor,,Manos Krystalis,16973715,19124056,0,0
2704,tt2327665,Joy,2012-03-29 00:00:00,Marc Huyghens,56451232,60561945,0,0
956,tt7083526,Breakthrough,2019-04-17 00:00:00,Marcel Ruiz,40713082,40713082,0,0
2652,tt1664775,Pixels,2010-05-28 00:00:00,Marcin Adamkiewicz,78765986,85586762,0,0
3211,tt2495212,Milosc,2012-10-01 00:00:00,Marcin Dorocinski,7710234,8156220,0,0
440,tt9618596,The Book of Life,2010-01-25 00:00:00,Marco Lui,50151543,56199980,0,0
6852,tt5580036,"I, Tonya",2018-01-19 00:00:00,Margot Robbie,30014534,30216156,0,0
7604,tt7713068,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020-02-07 00:00:00,Margot Robbie,84158461,84158461,84158461,43089132.03
5888,tt2612800,Schwestern,2013-12-12 00:00:00,Maria Schrader,87044645,93534326,0,0
4271,tt7799386,Une intime conviction,2019-02-06 00:00:00,Marina Foïs,6797696,7891871,0,0
7081,tt0804509,La mula,2013-05-10 00:00:00,Mario Casas,103804407,104249942,0,0
5733,tt1951181,The Immigrant,2014-05-23 00:00:00,Marion Cotillard,2013456,2257436,0,0
1915,tt2156791,Gone,2011-01-12 00:00:00,Mark Alan,11682205,13443335,0,0
4910,tt1742336,Your Sister's Sister,2012-06-29 00:00:00,Mark Duplass,1597486,1838311,0,0
5190,tt1728973,The Family,2013-11-12 00:00:00,Mark Hanson,36918811,41596091,0,0
2569,tt2304459,23 Blast,2014-10-24 00:00:00,Mark Hapka,549185,615726,0,0
3527,tt6184774,Let There Be Light,2017-03-10 00:00:00,Mark Henderson,7233471,7386303,0,0
7506,tt3520714,The Lighthouse,2018-07-06 00:00:00,Mark Lewis Jones,10867104,10867104,0,0
5920,tt1895587,Spotlight,2015-11-20 00:00:00,Mark Ruffalo,45055776,48461420,0,0
6961,tt2352196,Thank You for Your Service,2016-09-16 00:00:00,Mark Russell,9479390,9680178,0,0
673,tt3691740,The BFG,2016-07-01 00:00:00,Mark Rylance,55483770,58755061,0,0
7529,tt1715336,Anna,2014-01-24 00:00:00,Mark Strong,7743794,7743794,0,0
4199,tt0964517,The Fighter,2010-12-17 00:00:00,Mark Wahlberg,93617009,108409333,0,0
4811,tt1524137,Contraband,2012-01-13 00:00:00,Mark Wahlberg,66528000,76557338,66528000,6576225.26
5011,tt1637725,Ted,2012-06-29 00:00:00,Mark Wahlberg,218665740,251630421,285193740,34655909.42
5526,tt1235522,Broken City,2013-01-18 00:00:00,Mark Wahlberg,19701164,22197126,304894904,7630685.243
5176,tt1980209,Pain & Gain,2013-04-26 00:00:00,Mark Wahlberg,49875291,56194054,354770195,10708014.36
5461,tt1091191,Lone Survivor,2014-01-10 00:00:00,Mark Wahlberg,125095601,140255859,479865796,25327535.12
2346,tt2109248,Transformers: Age of Extinction,2014-06-27 00:00:00,Mark Wahlberg,245439076,275180158,725304872,63021030.96
5595,tt2039393,The Gambler,2014-12-25 00:00:00,Mark Wahlberg,33680992,37552217,758985864,21091738.81
6267,tt2637276,Ted 2,2015-06-26 00:00:00,Mark Wahlberg,81476385,88531876,840462249,22989738.3
3016,tt1860357,Deepwater Horizon,2016-09-30 00:00:00,Mark Wahlberg,61433527,65055612,901895776,23080560.31
6635,tt4572514,Patriots Day,2017-01-13 00:00:00,Mark Wahlberg,31886361,32585518,933782137,18240660.54
3341,tt3371366,Transformers: The Last Knight,2017-06-21 00:00:00,Mark Wahlberg,130168683,132925871,1063950820,61917811.32
7169,tt4560436,Mile 22,2018-08-17 00:00:00,Mark Wahlberg,36108758,36306933,1100059578,40232855.27
3655,tt7401588,Instant Family,2018-11-16 00:00:00,Mark Wahlberg,67363237,67719138,1167422815,55271420.56
5805,tt2059171,13 Sins,2014-04-11 00:00:00,Mark Webber,9134,10232,0,0
3109,tt3219106,Inferno,2014-09-09 00:00:00,Marko Mandic,34343574,36363844,0,0
5179,tt2243537,A Haunted House,2013-01-11 00:00:00,Marlon Wayans,40041683,45114612,0,0
5664,tt2828996,A Haunted House 2,2014-04-18 00:00:00,Marlon Wayans,17329487,19429386,17329487,3259710.057
6435,tt4667094,Fifty Shades of Black,2016-01-29 00:00:00,Marlon Wayans,11686940,12375994,29016427,3279044.803
5344,tt13275834,Phantom,2015-01-14 00:00:00,Marouan Badaoui,1034589,1165656,0,0
1993,tt1758575,Blue Like Jazz,2012-03-13 00:00:00,Marshall Allman,595018,684719,0,0
2308,tt8639136,De Oost,2021-08-13 00:00:00,Martijn Lakemeier,2274649,2562821,0,0
1727,tt0903624,The Hobbit: An Unexpected Journey,2012-12-14 00:00:00,Martin Freeman,303003568,347739999,0,0
1497,tt1464174,"Big Mommas: Like Father, Like Son",2011-02-18 00:00:00,Martin Lawrence,37915414,43796369,0,0
7022,tt1745686,Die Wand,2012-10-05 00:00:00,Martina Gedeck,1803064,1841252,0,0
5512,tt4912936,Rush,2015-02-12 00:00:00,Mary Badham,26947624,30361644,0,0
4785,tt0905372,The Thing,2011-10-14 00:00:00,Mary Elizabeth Winstead,16999934,19636750,0,0
5029,tt6686996,Safe House,2016-10-23 00:00:00,Mary Faktor,126181630,145203981,0,0
2201,tt8316568,The Host,2020-01-17 00:00:00,Maryam Hassouni,26623701,29996683,0,0
962,tt7961060,Doragon bôru chô: Burorî,2019-01-16 00:00:00,Masako Nozawa,30376755,30376755,0,0
3254,tt4950110,I'm Not Ashamed,2018-03-02 00:00:00,Masey McLain,2082980,2205783,0,0
588,tt1830712,Max,2010-06-01 00:00:00,Massimo Giuca,42656255,46350085,0,0
5204,tt5161028,Druzina,2018-02-27 00:00:00,Matej Rajk,36918811,41596091,0,0
589,tt2390281,Max,2013-01-23 00:00:00,Mathilde Seigner,42656255,46350085,0,0
3411,tt0498381,Rings,2017-02-03 00:00:00,Matilda Anna Ingrid Lutz,27793018,28381720,0,0
4344,tt1695994,The Virginity Hit,2010-09-24 00:00:00,Matt Bennett,636706,739194,0,0
4950,tt1247667,High School,2012-11-23 00:00:00,Matt Bush,139034,159989,0,0
6598,tt9799088,The Girl on the Train,,Matt Concannon,75395035,79840291,0,0
4441,tt0947810,Green Zone,2010-03-12 00:00:00,Matt Damon,35497337,41211106,0,0
1259,tt1212419,Hereafter,2010-10-22 00:00:00,Matt Damon,32746941,38017792,32746941,3265703.466
1320,tt1645089,Inside Job,2010-11-12 00:00:00,Matt Damon,4311834,5000829,37058775,710089.7319
1449,tt1385826,The Adjustment Bureau,2011-03-04 00:00:00,Matt Damon,62495645,72189172,99554420,6261998.901
1438,tt1598778,Contagion,2011-09-09 00:00:00,Matt Damon,75658097,87393215,175212517,10056152.02
106,tt1389137,We Bought a Zoo,2011-12-23 00:00:00,Matt Damon,75624550,87218919,250837067,10444831.22
5295,tt2091473,Promised Land,2013-01-04 00:00:00,Matt Damon,7597898,8666239,258434965,2052035.54
5476,tt1535108,Elysium,2013-08-09 00:00:00,Matt Damon,93050117,104838746,351485082,17933297.3
2606,tt3659388,The Martian,2015-10-02 00:00:00,Matt Damon,228433663,248129643,579918745,44637954.19
2939,tt4196776,Jason Bourne,2016-07-29 00:00:00,Matt Damon,162192920,171755734,742111665,56726307
3377,tt2034800,The Great Wall,2017-02-17 00:00:00,Matt Damon,45157105,46113602,787268770,33698581.38
6896,tt1389072,Downsizing,2017-12-22 00:00:00,Matt Damon,24449754,24853260,811718524,23982834.23
3867,tt1950186,Ford v Ferrari,2019-11-15 00:00:00,Matt Damon,117624357,117624357,929342881,58002305.53
6796,tt3348730,Jigsaw,2017-10-27 00:00:00,Matt Passmore,38052832,38858854,0,0
4745,tt1189340,The Lincoln Lawyer,2011-03-18 00:00:00,Matthew McConaughey,58009200,67006838,0,0
4913,tt1726669,Killer Joe,2012-06-29 00:00:00,Matthew McConaughey,1291645,1486357,1291645,159596.3676
4929,tt1496422,The Paperboy,2012-10-17 00:00:00,Matthew McConaughey,677200,779287,1968845,126014.7925
2207,tt1935179,Mud,2013-05-10 00:00:00,Matthew McConaughey,21590086,24325360,23558931,3281807.971
5233,tt0790636,Dallas Buyers Club,2013-11-22 00:00:00,Matthew McConaughey,27298285,30696067,50857216,5700541.476
2365,tt0816692,Interstellar,2014-11-07 00:00:00,Matthew McConaughey,188017894,210620597,238875110,36292664.66
6650,tt1124037,Free State of Jones,2016-06-24 00:00:00,Matthew McConaughey,20810036,22036981,259685146,12232613.3
640,tt3470600,Sing,2016-12-21 00:00:00,Matthew McConaughey,270329045,282344991,530014191,96527189.38
7197,tt4537896,White Boy Rick,2018-09-14 00:00:00,Matthew McConaughey,24004833,24136582,554019024,39539104.61
7519,tt6476140,Serenity,2019-01-25 00:00:00,Matthew McConaughey,8547045,8547045,562566069,24620108.6
7575,tt6511932,The Beach Bum,2019-03-29 00:00:00,Matthew McConaughey,3502600,3502600,566068669,17998533.5
7614,tt8367814,The Gentlemen,2020-01-24 00:00:00,Matthew McConaughey,36471796,36471796,602540465,34861010.88
3443,tt3148952,Der Kreis,2014-10-23 00:00:00,Matthias Hungerbühler,20497844,20932020,0,0
701,tt5317732,The Little Prince,2016-03-05 00:00:00,Maurice Nuiten,1311213,1388519,0,0
7059,tt3182620,Bitter Harvest,2017-02-24 00:00:00,Max Irons,557241,569038,0,0
4247,tt0872230,My Soul to Take,2010-10-08 00:00:00,Max Thieriot,14744435,17117750,0,0
2683,tt3833746,The Visit,2015-10-09 00:00:00,Mazlan Othman,65206105,70852664,0,0
2361,tt1291150,Teenage Mutant Ninja Turtles,2014-08-08 00:00:00,Megan Fox,191204754,214373990,0,0
2982,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-03 00:00:00,Megan Fox,82051601,86889323,82051601,18222011.75
4638,tt1686018,Creature,2011-09-09 00:00:00,Mehcad Brooks,508714,587614,0,0
4438,tt1226273,Edge of Darkness,2010-01-29 00:00:00,Mel Gibson,43313890,50285835,0,0
1675,tt1321860,The Beaver,2011-05-19 00:00:00,Mel Gibson,970816,1121395,970816,96327.09702
682,tt4824308,God's Not Dead 2,2016-04-01 00:00:00,Melissa Joan Hart,20773069,21997832,0,0
5551,tt2103254,Tammy,2014-07-02 00:00:00,Melissa McCarthy,84525432,94767803,0,0
6253,tt3079380,Spy,2015-06-05 00:00:00,Melissa McCarthy,110825712,120422719,110825712,25254474.6
6364,tt2702724,The Boss,2016-04-08 00:00:00,Melissa McCarthy,63077560,66796579,173903272,24130631.39
2951,tt1289401,Ghostbusters,2016-07-15 00:00:00,Melissa McCarthy,128350574,135918059,302253846,52444754.87
3674,tt5619332,Life of the Party,2018-05-11 00:00:00,Melissa McCarthy,53059911,53351128,355313757,34667194.9
7206,tt1308728,The Happytime Murders,2018-08-24 00:00:00,Melissa McCarthy,20706452,20820094,376020209,28409491.92
7254,tt4595882,Can You Ever Forgive Me?,2018-11-02 00:00:00,Melissa McCarthy,8803865,8845272,384824074,19074439.12
7499,tt5822564,The Kitchen,2019-08-09 00:00:00,Melissa McCarthy,12180032,12180034,397004106,16002290.24
6538,tt3859304,The Bronze,2016-03-18 00:00:00,Melissa Rauch,615816,652119,0,0
1883,tt13918032,Playing for Keeps,2021-03-01 00:00:00,Mena Monroe,13103272,15072578,0,0
1849,tt1007029,The Iron Lady,2012-01-13 00:00:00,Meryl Streep,29959436,34475932,0,0
