,tconst,title,released_date,actor,dombox,adj_dombox,CRev,WICAR
5522,tt1211956,Escape Plan,2013-10-18 00:00:00, 50 Cent,25135965,28320064,0,0
5116,tt6618142,THE MASTER,2017-11-09 00:00:00, A.J. Knapp,16247159,18690037,0,0
5870,tt2124946,The Interview,, A.J. Merlin,6105175,6756700,0,0
5257,tt1853739,You're Next,2013-08-23 00:00:00, AJ Bowen,18494006,20837031,0,0
1401,tt1650062,Super 8,2011-06-10 00:00:00, AJ Michalka,127004179,146703436,0,0
6033,tt2403021,The Green Inferno,2015-09-25 00:00:00, Aaron Burns,7192291,7815110,0,0
1338,tt0935075,Rabbit Hole,2011-01-28 00:00:00, Aaron Eckhart,2229058,2577340,0,0
4790,tt0376136,The Rum Diary,2011-10-28 00:00:00, Aaron Eckhart,13109815,15143239,13109815,1625992.907
5474,tt2302755,Olympus Has Fallen,2013-03-22 00:00:00, Aaron Eckhart,98927592,111460849,112037407,12142607.19
6606,tt3300542,London Has Fallen,2016-03-04 00:00:00, Aaron Eckhart,62524260,66210660,174561667,13145496.88
2961,tt3263904,Sully,2016-09-09 00:00:00, Aaron Eckhart,125070033,132440565,299631700,47705640.76
6471,tt1620935,Bleed for This,2016-11-18 00:00:00, Aaron Eckhart,5083906,5383643,304715606,17396296.5
6404,tt2057392,Eye in the Sky,2016-04-01 00:00:00, Aaron Paul,18704596,19807410,0,0
4594,tt1602098,Albert Nobbs,2012-02-22 00:00:00, Aaron Taylor-Johnson,3014696,3469167,0,0
5124,tt1781769,Anna Karenina,2012-09-07 00:00:00, Aaron Taylor-Johnson,12816367,14717702,12816367,1975376.524
449,tt1647668,Million Dollar Arm,2014-05-16 00:00:00, Aasif Mandvi,36447959,40864537,0,0
1433,tt1219289,Limitless,2011-03-18 00:00:00, Abbie Cornish,79249455,91541614,0,0
1517,tt0978764,Sucker Punch,2011-03-25 00:00:00, Abbie Cornish,36392502,42037237,36392502,4513713.953
3404,tt1981128,Geostorm,2017-10-20 00:00:00, Abbie Cornish,33700160,34412086,70092662,4179625.944
551,tt9001594,Home,2020-12-15 00:00:00, Abby Rey,177397510,192759330,0,0
856,tt4103724,Forever My Girl,2018-01-19 00:00:00, Abby Ryder Fortson,16376066,16465943,0,0
1062,tt14151124,Salt,2021-03-16 00:00:00, Abdul Mujeer,118311368,137355153,0,0
6345,tt2072227,Shanghai,2012-06-08 00:00:00, Abhay Deol,46425,50444,0,0
5168,tt1911644,The Call,2013-03-15 00:00:00, Abigail Breslin,51872378,58444153,0,0
2892,tt1881002,Maggie,2015-05-08 00:00:00, Abigail Breslin,187112,203306,187112,34109.08676
7297,tt6205872,Assassination Nation,2018-09-21 00:00:00, Abra,2005142,2016143,0,0
7007,tt4859526,Friend Request,2015-10-23 00:00:00, Achint Kaur,3759078,3838700,0,0
4969,tt5798602,The Awakening,, Acorye' White,95933,110387,0,0
4894,tt11073060,The Sessions,2020-06-30 00:00:00, Ada Ameh,6002451,6898414,0,0
1988,tt1667307,Damsels in Distress,2012-04-26 00:00:00, Adam Brody,1007535,1159418,0,0
7451,tt7798634,Ready or Not,2019-08-21 00:00:00, Adam Brody,28714231,28714231,28714231,3853958.846
3672,tt3156890,Life of the Party,2013-06-02 00:00:00, Adam Cantor,53059911,53351128,0,0
5406,tt1350546,Redemption,, Adam Chambers,36686,41330,0,0
693,tt3850544,Hillsong: Let Hope Rise,2016-09-16 00:00:00, Adam Crosariol,2394725,2535909,0,0
6624,tt2823054,Mike and Dave Need Wedding Dates,2016-07-08 00:00:00, Adam Devine,46009673,48722379,0,0
3928,tt2452244,Isn't It Romantic,2019-02-13 00:00:00, Adam Devine,48791187,48791189,48791187,15987896.81
5311,tt2347569,Frances Ha,2013-08-23 00:00:00, Adam Driver,4067398,4582693,0,0
6030,tt1791682,While We're Young,2015-04-17 00:00:00, Adam Driver,7582065,8238632,7582065,1382213.086
6666,tt0490215,Silence,2017-01-13 00:00:00, Adam Driver,7100177,7262295,14682242,2266105.928
3415,tt5439796,Logan Lucky,2017-08-18 00:00:00, Adam Driver,27778642,28367036,42460884,12547334.93
7138,tt7349662,BlacKkKlansman,2018-08-10 00:00:00, Adam Driver,49275340,49541686,91736224,25431662.97
5675,tt1980929,Begin Again,2014-07-11 00:00:00, Adam Levine,16170632,18130104,0,0
866,tt7365604,Dog Days,2018-08-08 00:00:00, Adam Pally,6809080,6846450,0,0
177,tt1216492,Leap Year,2010-01-08 00:00:00, Adam Scott,25918920,30090911,0,0
1233,tt1193631,Step Up 3D,2010-08-06 00:00:00, Adam Sevani,42400223,49225098,0,0
4883,tt1767382,Silent House,2012-03-09 00:00:00, Adam Trese,12739737,14660296,0,0
3213,tt2495212,Milosc,2012-10-01 00:00:00, Adam Woronowicz,7710234,8156220,0,0
4366,tt1341167,Four Lions,2010-05-07 00:00:00, Adeel Akhtar,310007,359493,0,0
271,tt0454876,Life of Pi,2012-11-21 00:00:00, Adil Hussain,124987022,143012414,0,0
7593,tt7374952,El Chicano,2019-05-03 00:00:00, Adolfo Alvarez,700261,700261,0,0
6960,tt1082807,The Belko Experiment,2017-03-17 00:00:00, Adria Arjona,10166820,10382164,0,0
2424,tt7654872,Amoureux de ma femme,2018-04-25 00:00:00, Adriana Ugarte,83911193,94079127,0,0
2059,tt1583421,G.I. Joe: Retaliation,2013-03-28 00:00:00, Adrianne Palicki,122523060,138045661,0,0
7544,tt4898888,Per amor vostro,2015-09-17 00:00:00, Adriano Giannini,7743794,7743794,0,0
4952,tt1247667,High School,2012-11-23 00:00:00, Adrien Brody,139034,159989,0,0
6337,tt3672840,Tian jiang xiong shi,2015-09-04 00:00:00, Adrien Brody,74070,80480,74070,10801.84275
3883,tt5300236,Glass,2017-11-03 00:00:00, Aeryn McKaig,111048468,111048468,0,0
5408,tt1893256,Hummingbird,2013-06-28 00:00:00, Agata Buzek,36686,41330,0,0
2554,tt2718492,Ida,2013-10-25 00:00:00, Agata Trzebuchowska,3827060,4286559,0,0
4064,tt6483364,Teen Spirit,2019-04-19 00:00:00, Agnieszka Grochowska,441366,441366,0,0
5448,tt11067026,La Calor,2021-05-13 00:00:00, Agustina Rudi,159581587,179799176,0,0
6830,tt9603698,Kidnap,, Ahmed Asim,30718107,31368768,0,0
4692,tt8779022,Trust,2018-09-29 00:00:00, Ahmet Kaynak,120016,138627,0,0
3821,tt13717980,Kin,, Ahmet Mümtaz Taylan,5718096,5749476,0,0
246,tt1130964,The 5th Quarter,2011-03-25 00:00:00, Aidan Quinn,408159,471465,0,0
772,tt4587656,The Star,2017-11-17 00:00:00, Aidy Bryant,40847995,41699352,0,0
499,tt10353704,Home,2021-07-29 00:00:00, Aisling Franciosi,177397510,192759330,0,0
7126,tt8430862,Tag,2017-02-01 00:00:00, Aisling Gibney,54730625,55031008,0,0
7335,tt3002286,Joker,2013-07-01 00:00:00, Aisulu Azimbayeva,335451311,335451311,0,0
5098,tt10869474,Safe,2019-10-18 00:00:00, Aji John,17142080,19726307,0,0
7692,tt11032374,Kimetsu no Yaiba: Mugen Ressha-Hen,2021-04-23 00:00:00, Akari Kitô,47700000,47700000,0,0
5007,tt2333262,Playback,2012-11-10 00:00:00, Akiko An,264,302,0,0
6454,tt3960412,Popstar: Never Stop Never Stopping,2016-06-03 00:00:00, Akiva Schaffer,9496130,10056013,0,0
6078,tt5671384,Youth,2016-05-20 00:00:00, Akshay Mhatre,2703296,2898526,0,0
1689,tt1307926,Go for It!,2011-05-13 00:00:00, Al Bandiero,180237,208188,0,0
7640,tt8544498,The Way Back,2020-03-06 00:00:00, Al Madrigal,13590514,13590514,0,0
4719,tt1535612,The Son of No One,2011-07-09 00:00:00, Al Pacino,30680,35431,0,0
111,tt0810913,Jack and Jill,2011-11-11 00:00:00, Al Pacino,74158157,85649902,74158157,9196588.2
4377,tt8254042,Monsters,, Alae El Bachiri,237301,275496,0,0
2766,tt2726560,The Longest Ride,2015-04-10 00:00:00, Alan Alda,37446117,40688784,0,0
2668,tt3682448,Bridge of Spies,2015-10-16 00:00:00, Alan Alda,72313754,78528717,72313754,20585831.99
7469,tt4472010,Black and Blue,2018-10-01 00:00:00, Alan Alves,22012729,22012729,0,0
450,tt1647668,Million Dollar Arm,2014-05-16 00:00:00, Alan Arkin,36447959,40864537,0,0
3382,tt2568862,Going in Style,2017-04-07 00:00:00, Alan Arkin,45018541,45972107,45018541,9641049.614
4689,tt8267382,Trust,2018-06-01 00:00:00, Alan Braunstein,120016,138627,0,0
1239,tt1126591,Burlesque,2010-11-24 00:00:00, Alan Cumming,39440655,45779152,0,0
6405,tt2057392,Eye in the Sky,2016-04-01 00:00:00, Alan Rickman,18704596,19807410,0,0
4130,tt10633456,Minari,2021-02-12 00:00:00, Alan S. Kim,2964816,2964816,0,0
2923,tt3748528,Rogue One,2016-12-16 00:00:00, Alan Tudyk,532177324,559504855,0,0
7244,tt6739824,Upgrade,2016-09-25 00:00:00, Alayiah Pollard,11977130,12042863,0,0
2775,tt3322364,Concussion,2015-12-25 00:00:00, Albert Brooks,34531832,37049232,0,0
628,tt2277860,Finding Dory,2016-06-17 00:00:00, Albert Brooks,486295561,514967322,486295561,134995593.7
934,tt6324278,Abominable,2019-09-27 00:00:00, Albert Tsai,60761390,60761390,0,0
3127,tt0475290,"Hail, Caesar!",2016-02-05 00:00:00, Alden Ehrenreich,30080225,31853735,0,0
3024,tt3393786,Jack Reacher: Never Go Back,2016-10-21 00:00:00, Aldis Hodge,58697076,62153192,0,0
276,tt1446192,Rise of the Guardians,2012-11-21 00:00:00, Alec Baldwin,103412758,118853785,0,0
2183,tt2334873,Blue Jasmine,2013-08-23 00:00:00, Alec Baldwin,33404871,37633329,33404871,5051059.915
2820,tt3316960,Still Alice,2015-02-20 00:00:00, Alec Baldwin,18656400,20271959,52061271,4248497.581
2774,tt3322364,Concussion,2015-12-25 00:00:00, Alec Baldwin,34531832,37049232,86593103,10825952.02
7517,tt0385887,Motherless Brooklyn,2019-11-01 00:00:00, Alec Baldwin,9277736,9277736,95870839,5270061.193
7449,tt2381978,Ready or Not,2012-09-25 00:00:00, Alek Lev,28714231,28714231,0,0
1334,tt3508808,Eshche odin god,2015-01-15 00:00:00, Aleksey Filimonov,3205706,3703892,0,0
1577,tt3274666,Tri mushketera,2013-11-14 00:00:00, Aleksey Makarov,20377913,23538672,0,0
7711,tt7888964,Nobody,2021-03-26 00:00:00, Aleksey Serebryakov,27268035,27268035,0,0
2319,tt14324414,Upside down,, Alessandra Carrillo,102118,115050,0,0
1429,tt3313072,War Horse,2014-02-27 00:00:00, Alex Avery,79883359,92102170,0,0
4624,tt1478964,Attack the Block,2011-05-13 00:00:00, Alex Esmail,1024175,1183023,0,0
6017,tt4607118,Burnt,2014-03-09 00:00:00, Alex Gilbert,13651946,14832614,0,0
6463,tt4191580,Meet the Blacks,2016-04-01 00:00:00, Alex Henderson,9097072,9633425,0,0
7672,tt12838350,The Assistant,2020-10-31 00:00:00, Alex Jante,1100310,1100310,0,0
3209,tt3722070,The Lady in the Van,2016-02-26 00:00:00, Alex Jennings,10021175,10612016,0,0
1245,tt1212436,The Back-up Plan,2010-04-23 00:00:00, Alex O'Loughlin,37490007,43524519,0,0
4806,tt1915581,Magic Mike,2012-06-29 00:00:00, Alex Pettyfer,113721571,130865522,0,0
2504,tt2318092,Endless Love,2014-02-14 00:00:00, Alex Pettyfer,23438250,26278373,23438250,3527023.52
3412,tt0498381,Rings,2017-02-03 00:00:00, Alex Roe,27793018,28381720,0,0
1789,tt1706593,Chronicle,2012-02-03 00:00:00, Alex Russell,64575175,74310124,0,0
3943,tt1298644,The Hustle,2019-05-10 00:00:00, Alex Sharp,35417038,35417038,0,0
4126,tt1086064,Bill & Ted Face the Music,2020-08-28 00:00:00, Alex Winter,3439660,3439660,0,0
6877,tt1961562,The House,2012-04-01 00:00:00, Alex Zahara,25584504,26126427,0,0
5293,tt2002718,Machete Kills,2013-10-11 00:00:00, Alexa PenaVega,8008161,9022719,0,0
2830,tt4056738,Do You Believe?,2015-03-20 00:00:00, Alexa PenaVega,12985600,14110091,12985600,2367280.445
452,tt2247476,When the Game Stands Tall,2014-08-22 00:00:00, Alexander Ludwig,30127963,33778718,0,0
4550,tt0999913,Straw Dogs,2011-09-16 00:00:00, Alexander Skarsgård,10324441,11925835,0,0
2306,tt1869716,The East,2013-06-28 00:00:00, Alexander Skarsgård,2274649,2562821,2274649,275180.8095
6111,tt3172532,The Diary of a Teenage Girl,2015-08-28 00:00:00, Alexander Skarsgård,1477002,1604896,3751651,315424.5473
2388,tt11286002,Unbroken,2020-11-12 00:00:00, Alexandr Enbert,115637895,127804753,0,0
4687,tt8267382,Trust,2018-06-01 00:00:00, Alexandra Acosta,120016,138627,0,0
348,tt1854564,Percy Jackson: Sea of Monsters,2013-08-07 00:00:00, Alexandra Daddario,68559554,77245217,0,0
2623,tt2126355,San Andreas,2015-05-29 00:00:00, Alexandra Daddario,155190832,168629655,155190832,28291361.46
6766,tt1469304,Baywatch,2017-05-25 00:00:00, Alexandra Daddario,58060186,59289996,213251018,22958927.37
7557,tt9354944,Jexi,2019-10-11 00:00:00, Alexandra Shipp,6546159,6546159,0,0
5439,tt1935902,The Brass Teapot,2013-04-15 00:00:00, Alexis Bledel,6997,7878,0,0
2756,tt1458730,The Gentle Art of Making Friends,, Alexis Latham,38322743,41122904,0,0
1746,tt10199590,Les misérables,2019-11-20 00:00:00, Alexis Manenti,148809770,170153201,0,0
4036,tt10481868,Black Christmas,2019-12-13 00:00:00, Aleyse Shannon,10429730,10429732,0,0
5568,tt2911666,John Wick,2014-10-24 00:00:00, Alfie Allen,43037835,48249045,0,0
5556,tt3322940,Annabelle,2014-10-03 00:00:00, Alfre Woodard,84273813,94485693,0,0
132,tt0963966,The Sorcerer's Apprentice,2010-07-14 00:00:00, Alfred Molina,63150991,73315971,0,0
1540,tt1600195,Abduction,2011-09-23 00:00:00, Alfred Molina,28087155,32443667,28087155,2786889.775
6932,tt5390504,Detroit,2017-08-04 00:00:00, Algee Smith,16790139,17145780,0,0
2443,tt1805411,Son of God,2010-04-30 00:00:00, Ali Doron,59700064,66934218,0,0
5640,tt13368518,Kama Fissamaa' Kathalika Ala Al-ard,2020-02-21 00:00:00, Ali Ibrahim,21222315,23793924,0,0
4423,tt1220634,Resident Evil: Afterlife,2010-09-10 00:00:00, Ali Larter,60128566,69807050,0,0
6866,tt2592614,Resident Evil: The Final Chapter,2017-01-27 00:00:00, Ali Larter,26844692,27413306,26844692,2354785.055
2694,tt14392398,Joy,, Ali Satunwala,56451232,60561945,0,0
6493,tt4062536,Green Room,2016-05-13 00:00:00, Alia Shawkat,3220371,3410241,0,0
4458,tt1053424,Repo Men,2010-03-19 00:00:00, Alice Braga,13942007,16186160,0,0
4230,tt0815236,She's Out of My League,2010-03-12 00:00:00, Alice Eve,32010860,37163430,0,0
4862,tt1486192,The Raven,2012-04-27 00:00:00, Alice Eve,16008272,18421575,16008272,1582401.243
2908,tt0443465,Before We Go,2015-07-21 00:00:00, Alice Eve,37151,40359,16045423,217803.1929
4057,tt4154916,Replicas,2019-01-11 00:00:00, Alice Eve,4046429,4046429,20091852,1117842.884
4100,tt9086228,Gretel & Hansel,2020-01-31 00:00:00, Alice Krige,15347654,15347654,0,0
441,tt9618596,The Book of Life,2010-01-25 00:00:00, Alice Risolino,50151543,56199980,0,0
5897,tt7326798,Sisters,2018-05-27 00:00:00, Alice Ryan,87044645,93534326,0,0
784,tt6003368,Diary of a Wimpy Kid: The Long Haul,2017-05-19 00:00:00, Alicia Silverstone,20738724,21178002,0,0
2744,tt1638355,The Man from U.N.C.L.E.,2015-08-14 00:00:00, Alicia Vikander,45445109,49380442,0,0
2941,tt4196776,Jason Bourne,2016-07-29 00:00:00, Alicia Vikander,162192920,171755734,162192920,45024735.13
7243,tt6739824,Upgrade,2016-09-25 00:00:00, Alijah Lilly,11977130,12042863,0,0
3203,tt4935746,Las tinieblas,2017-10-13 00:00:00, Aliocha Sotnikoff,10753574,11387593,0,0
6262,tt2561572,Get Hard,2015-03-27 00:00:00, Alison Brie,90411453,98240670,0,0
2935,tt3183660,Fantastic Beasts and Where to Find Them,2016-11-18 00:00:00, Alison Sudol,234037575,247407093,0,0
7668,tt0783640,The Last Full Measure,2020-01-24 00:00:00, Alison Sudol,2949212,2949212,2949212,966397.7882
1430,tt3313072,War Horse,2014-02-27 00:00:00, Alistair Brammer,79883359,92102170,0,0
4962,tt1785266,The Awakening,2014-03-21 00:00:00, Alix Jackson,95933,110387,0,0
3885,tt5300236,Glass,2017-11-03 00:00:00, Allan Pero,111048468,111048468,0,0
917,tt6495094,Little Women,2018-09-28 00:00:00, Allie Jennings,108095955,108095955,0,0
7719,tt2742234,Spiral,2013-03-31 00:00:00, Allison Brannon,23216862,23216862,0,0
4534,tt0881320,Sanctum,2011-02-04 00:00:00, Allison Cratchley,23209310,26809241,0,0
5695,tt2170299,Bad Words,2014-03-28 00:00:00, Allison Janney,7779614,8722308,0,0
6854,tt5580036,"I, Tonya",2018-01-19 00:00:00, Allison Janney,30014534,30216156,30014534,6336787.199
6729,tt5052448,Get Out,2017-02-24 00:00:00, Allison Williams,176040665,179760768,0,0
5044,tt4389440,Flight,, Alonso Alvarez,93772375,107878007,0,0
5066,tt1605630,American Reunion,2012-04-06 00:00:00, Alyson Hannigan,56758835,65315435,0,0
2713,tt2495188,Joy,2014-04-10 00:00:00, Amalia Moutoussi,56451232,60561945,0,0
3716,tt6869948,Truth or Dare,2018-08-07 00:00:00, Aman Chaudhry,41411015,41638301,0,0
1210,tt1282140,Easy A,2010-09-17 00:00:00, Amanda Bynes,58401464,67801954,0,0
3512,tt14900858,The Space Between Us,2021-04-03 00:00:00, Amanda Csendes,7885294,8052318,0,0
3872,tt2249232,Glass,2012-08-31 00:00:00, Amanda DaSilva,111048468,111048468,0,0
1754,tt5615922,Les Misérables,2016-04-02 00:00:00, Amanda Gardner,148809770,170153201,0,0
7352,tt4862056,Us,2015-09-10 00:00:00, Amanda Monteiro,175084580,175084580,0,0
6954,tt2190098,The Beguiled,2012-09-01 00:00:00, Amanda Rosario,10576669,10800693,0,0
6788,tt5271436,Snatched,2016-06-11 00:00:00, Amanda Sarah Baker,45852178,46823410,0,0
1187,tt0989757,Dear John,2010-02-05 00:00:00, Amanda Seyfried,80014842,92894290,0,0
1504,tt1637688,In Time,2011-10-28 00:00:00, Amanda Seyfried,37553932,43376731,37553932,3726032.821
6269,tt2637276,Ted 2,2015-06-26 00:00:00, Amanda Seyfried,81476385,88531876,119030317,9906117.53
7285,tt6053438,First Reformed,2018-05-18 00:00:00, Amanda Seyfried,3448256,3467179,122478573,3505729.445
3629,tt6911608,Mamma Mia! Here We Go Again,2018-07-20 00:00:00, Amanda Seyfried,120634935,121297031,243113508,63899013.35
4471,tt1033575,The Descendants,2011-12-09 00:00:00, Amara Miller,82624961,95256498,0,0
4792,tt1502404,Drive Angry,2011-02-25 00:00:00, Amber Heard,10721033,12383935,0,0
3583,tt1477834,Aquaman,2018-12-21 00:00:00, Amber Heard,335061807,336154340,335061807,36094297.42
2445,tt3210686,Son of God,2014-02-28 00:00:00, Amber Rose Revah,59700064,66934218,0,0
4245,tt1542344,127 Hours,2011-01-28 00:00:00, Amber Tamblyn,18335230,21240263,0,0
188,tt1273678,The Spy Next Door,2010-01-15 00:00:00, Amber Valletta,24307106,28219652,0,0
5170,tt2554760,The Call,, Amber Washington,51872378,58444153,0,0
1606,tt8274146,Egy nap,2018-11-08 00:00:00, Ambrus Barcza,13843771,15991033,0,0
5004,tt1682940,Playback,2012-03-09 00:00:00, Ambyr Childers,264,302,0,0
7142,tt3480796,Vice,2015-01-16 00:00:00, Ambyr Childers,47836282,47999435,47836282,6442375.111
1701,tt6389692,Restless,, Amelie Barth,163753,189145,0,0
895,tt2386490,How to Train Your Dragon: The Hidden World,2019-02-22 00:00:00, America Ferrera,160799505,160799505,0,0
2665,tt9537274,The Intern,, Amitabh Bachchan,75764672,82320306,0,0
4833,tt9828864,The Grey,2020-09-27 00:00:00, Amrik Shrivastav,51580136,59356031,0,0
4201,tt0964517,The Fighter,2010-12-17 00:00:00, Amy Adams,93617009,108409333,0,0
1835,tt2083383,Trouble with the Curve,2012-09-21 00:00:00, Amy Adams,35763137,41154561,35763137,3535149.872
5107,tt1560747,The Master,2012-09-21 00:00:00, Amy Adams,16247159,18690037,52010296,2983014.086
2025,tt0770828,Man of Steel,2013-06-14 00:00:00, Amy Adams,291045518,327918437,343055814,44412840.96
5456,tt1800241,American Hustle,2013-12-20 00:00:00, Amy Adams,150098456,168771534,493154270,35766403.06
5627,tt1798709,Her,2014-01-10 00:00:00, Amy Adams,25568251,28666476,518722521,10810043.3
2929,tt2975590,Batman v Superman: Dawn of Justice,2016-03-25 00:00:00, Amy Adams,330360194,349838079,849082715,75633393.1
7144,tt6266538,Vice,2018-12-25 00:00:00, Amy Adams,47836282,47999435,896918997,40512005.11
5898,tt7326798,Sisters,2018-05-27 00:00:00, Amy Crudgington,87044645,93534326,0,0
7247,tt1999890,Hell Fest,2018-09-28 00:00:00, Amy Forsyth,11107431,11168394,0,0
931,tt10674930,Abominable,2020-10-01 00:00:00, Amy Gordon,60761390,60761390,0,0
5769,tt2359024,Blue Ruin,2014-07-09 00:00:00, Amy Hargreaves,258384,289685,0,0
5953,tt7123436,The Gift,2017-08-26 00:00:00, Amy McDowall,43787265,47579037,0,0
1548,tt2447982,Abduction,, Amy Oberon,28087155,32443667,0,0
6891,tt4481514,The House,2017-06-30 00:00:00, Amy Poehler,25584504,26126427,0,0
4552,tt1606392,Win Win,2011-04-15 00:00:00, Amy Ryan,10179275,11758152,0,0
7303,tt5340300,Lean on Pete,2018-04-06 00:00:00, Amy Seimetz,1163056,1169439,0,0
7401,tt0837563,Pet Sematary,2019-04-05 00:00:00, Amy Seimetz,54724696,54724696,54724696,28019044.35
2457,tt1204977,Ouija,2014-10-24 00:00:00, Ana Coto,50856010,57018481,0,0
7369,tt3512976,Hustlers,2014-01-13 00:00:00, Ana Flavia Gavlak,104963598,104963598,0,0
2996,tt1646127,Lights Out,2010-09-22 00:00:00, Ana Girardot,67268835,71234975,0,0
2660,tt1636456,The Intern,2010-04-01 00:00:00, Ana Scannapieco,75764672,82320306,0,0
781,tt2560702,Ballerina,2012-11-01 00:00:00, Ana Sendas,21858070,22321061,0,0
950,tt11006500,Preboj,2020-07-05 00:00:00, Ana Spik,40713082,40713082,0,0
6177,tt3605418,Knock Knock,2015-10-09 00:00:00, Ana de Armas,36336,39480,0,0
6748,tt1856101,Blade Runner 2049,2017-10-06 00:00:00, Ana de Armas,92054159,93997749,92054159,24640945.91
3863,tt8946378,Knives Out,2019-11-27 00:00:00, Ana de Armas,165364060,165364060,257418219,77826050.42
4048,tt6423362,The Sun Is Also a Star,2019-05-17 00:00:00, Anais Lee,4950029,4950029,0,0
3294,tt5131900,Wonder Woman,2015-02-10 00:00:00, Anastasia Pierce,412563408,421302210,0,0
6390,tt6782090,The Witch,, Anastasia Shemyakina,25138705,26620865,0,0
4023,tt4179504,After,2014-11-23 00:00:00, Anaïs Verniers,12138565,12138565,0,0
7074,tt1502407,Halloween,2018-10-19 00:00:00, Andi Matichak,159347015,160216049,0,0
1907,tt1405426,Gone,2010-04-09 00:00:00, Andre Coney,11682205,13443335,0,0
5211,tt7069784,The Family,, Andre Martin,36918811,41596091,0,0
4511,tt10691682,La Deuda,2019-09-19 00:00:00, Andrea Garrote,31177548,36013401,0,0
4322,tt1371155,Made in Dagenham,2010-09-20 00:00:00, Andrea Riseborough,1095369,1268147,0,0
4661,tt1233192,Brighton Rock,2011-02-04 00:00:00, Andrea Riseborough,229653,265274,229653,22786.86309
2084,tt1483013,Oblivion,2013-04-19 00:00:00, Andrea Riseborough,89107235,100396339,89336888,10782421.54
3474,tt4622512,Battle of the Sexes,2017-09-29 00:00:00, Andrea Riseborough,12638526,12906229,101975414,3974296.068
6787,tt5271436,Snatched,2016-06-11 00:00:00, Andrei Amarov,45852178,46823410,0,0
1926,tt2911578,Gone,2013-01-29 00:00:00, Andres Ibarra,11682205,13443335,0,0
6999,tt10826100,Friend Request,2020-01-25 00:00:00, Andrew Barronette,3759078,3838700,0,0
5663,tt6949630,Addicted,2017-01-01 00:00:00, Andrew Cooper,17390770,19498095,0,0
1142,tt1285016,The Social Network,2010-10-01 00:00:00, Andrew Garfield,96962694,112548206,0,0
4302,tt1334260,Never Let Me Go,2010-10-15 00:00:00, Andrew Garfield,2434652,2826538,2434652,242797.7654
4390,tt1242432,I Spit on Your Grave,2011-01-20 00:00:00, Andrew Howard,93051,108024,0,0
7411,tt4410770,Ma,2015-04-19 00:00:00, Andrew Pastides,45896028,45896028,0,0
1544,tt2335176,Abduction,2013-04-01 00:00:00, Andrew Regalado,28087155,32443667,0,0
1107,tt6858500,Robin Hood,2018-06-06 00:00:00, Andrew Swift,105487148,122466699,0,0
1111,tt6858500,Robin Hood,2018-06-06 00:00:00, Andrew Swift,30824628,30992814,30824628,15868320.77
1115,tt6858500,Robin Hood,2018-06-06 00:00:00, Andrew Swift,105487148,122466699,136311776,70827530.12
1119,tt6858500,Robin Hood,2018-06-06 00:00:00, Andrew Swift,30824628,30992814,167136404,52132016.19
1322,tt1645089,Inside Job,2010-11-12 00:00:00, Andri Snær Magnason,4311834,5000829,0,0
4085,tt2150674,The Photograph,, Andrzej Chyra,20578185,20578185,0,0
721,tt2316801,La belle et la bête,2016-09-23 00:00:00, André Dussollier,504014165,514690049,0,0
7035,tt4778274,The Wall,, André Mielitz,1803064,1841252,0,0
728,tt9173998,Beauty and the Beast,2018-11-15 00:00:00, Andy Bornman,504014165,514690049,0,0
3000,tt2611518,Lights Out,2013-02-22 00:00:00, Andy Demetrio,67268835,71234975,0,0
4132,tt8045906,Words on Bathroom Walls,2020-08-21 00:00:00, Andy Garcia,2542518,2542518,0,0
5773,tt1282046,Fort McCoy,2014-08-15 00:00:00, Andy Hirsch,78948,88513,0,0
1554,tt7867360,Abduction,2019-06-07 00:00:00, Andy On,28087155,32443667,0,0
5078,tt1232200,That's My Boy,2012-06-15 00:00:00, Andy Samberg,36931089,42498589,0,0
268,tt0837562,Hotel Transylvania,2012-09-28 00:00:00, Andy Samberg,148313048,170620279,148313048,22900266.2
558,tt2510894,Hotel Transylvania 2,2015-09-25 00:00:00, Andy Samberg,169700110,184361406,318013158,27818190.74
818,tt5220122,Hotel Transylvania 3: Summer Vacation,2018-07-13 00:00:00, Andy Samberg,167500092,168419406,485513250,51442508.56
1389,tt1318514,Rise of the Planet of the Apes,2011-08-05 00:00:00, Andy Serkis,176760185,204176959,0,0
104,tt0983193,The Adventures of Tintin,2011-12-21 00:00:00, Andy Serkis,77591831,89512857,77591831,9611369.835
2354,tt2103281,Dawn of the Planet of the Apes,2014-07-11 00:00:00, Andy Serkis,208545589,233816099,286137420,26137825.44
2160,tt6223932,Temptation,2018-10-01 00:00:00, Andy Wolf,51975354,58560173,0,0
2746,tt2719848,Everest,2015-09-25 00:00:00, Ang Phula Sherpa,43482270,47247637,0,0
1587,tt12211406,One Day,2020-05-08 00:00:00, Angel Ong,13843771,15991033,0,0
1511,tt1640484,Jumping the Broom,2011-05-06 00:00:00, Angela Bassett,37295394,43080176,0,0
366,tt1425922,Black Nativity,2013-11-27 00:00:00, Angela Bassett,7018188,7907288,7018188,849038.584
6988,tt2728986,Sleight,, Angela Burns,3930990,4014251,0,0
2719,tt8917752,Joy,2019-05-24 00:00:00, Angela Ekeleme,56451232,60561945,0,0
120,tt1396218,Mr. Popper's Penguins,2011-06-17 00:00:00, Angela Lansbury,68224452,78806558,0,0
6102,tt2577542,Legend,2013-10-29 00:00:00, Angela Manning,1872994,2034601,0,0
