,Unnamed: 0,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,primaryTitleLower
2561,3417,2018,2018,The Favourite,Fox Searchlight,Black Comedy,Based on Real Life Events,Live Action,Dramatization,15000000.0,4.0,1554.0,9593.0,422410.0,34366783.0,34453984.0,61505365.0,95872148.0,the favourite,tt5083738,movie,The Favourite,The Favourite,2018.0,\N,119,the favourite
2562,3418,2018,2018,Death Wish,MGM,Action,Remake,Live Action,Contemporary Fiction,30000000.0,2847.0,2882.0,10577.0,13010267.0,34017028.0,34203724.0,14558937.0,48575965.0,death wish,tt1137450,movie,Death Wish,Death Wish,2018.0,\N,107,death wish
2563,3419,2018,2018,Death Wish,MGM,Action,Remake,Live Action,Contemporary Fiction,30000000.0,2847.0,2882.0,10577.0,13010267.0,34017028.0,34203724.0,14558937.0,48575965.0,death wish,tt14211926,movie,Death Wish,Death Wish,2016.0,\N,\N,death wish
2564,3420,2018,2018,The Spy Who Dumped Me,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,3111.0,3111.0,10857.0,12103043.0,33562069.0,33746274.0,43741545.0,77303614.0,the spy who dumped me,tt6663582,movie,The Spy Who Dumped Me,The Spy Who Dumped Me,2018.0,\N,117,the spy who dumped me
2565,3421,2018,2018,Annihilation,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,55000000.0,2012.0,2112.0,7905.0,11071584.0,32732301.0,32911953.0,10338614.0,43070915.0,annihilation,tt2798920,movie,Annihilation,Annihilation,2018.0,\N,115,annihilation
2566,3422,2018,2018,Nobody's Fool,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2468.0,2468.0,7766.0,13743111.0,31713110.0,31887169.0,876383.0,32589493.0,nobody's fool,tt8097306,movie,Nobody's Fool,Nobody's Fool,2018.0,\N,110,nobody's fool
2567,3423,2018,2018,Super Troopers 2,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13500000.0,2038.0,2125.0,8702.0,15181624.0,30617396.0,30785441.0,958239.0,31575635.0,super troopers 2,tt0859635,movie,Super Troopers 2,Super Troopers 2,2018.0,\N,100,super troopers 2
2568,3424,2018,2018,The Strangers: Prey at Night,Aviron Pictures,Horror,Based on Real Life Events,Live Action,Dramatization,5000000.0,2464.0,2464.0,7486.0,10402271.0,24431472.0,24565563.0,7712790.0,32144262.0,the strangers: prey at night,tt1285009,movie,The Strangers: Prey at Night,The Strangers: Prey at Night,2018.0,\N,85,the strangers: prey at night
2569,3425,2018,2018,White Boy Rick,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,30000000.0,2504.0,2504.0,8254.0,8860431.0,24004833.0,24136582.0,1943150.0,25947983.0,white boy rick,tt4537896,movie,White Boy Rick,White Boy Rick,2018.0,\N,111,white boy rick
2570,3426,2018,2018,Overlord,Paramount Pictures,Action,Original Screenplay,Live Action,Historical Fiction,38000000.0,2859.0,2859.0,8038.0,10202108.0,21704844.0,21823975.0,17473345.0,39178189.0,overlord,tt4530422,movie,Overlord,Overlord,2018.0,\N,110,overlord
2571,3427,2018,2018,Proud Mary,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,2125.0,2125.0,6160.0,9959053.0,20868638.0,20983169.0,840901.0,21709539.0,proud mary,tt6421110,movie,Proud Mary,Proud Mary,2018.0,\N,89,proud mary
2572,3428,2018,2018,The Happytime Murders,STX Entertainment,Black Comedy,Original Screenplay,Live Action,Fantasy,40000000.0,3256.0,3256.0,8784.0,9532425.0,20706452.0,20820094.0,6799960.0,27506412.0,the happytime murders,tt1308728,movie,The Happytime Murders,The Happytime Murders,2018.0,\N,91,the happytime murders
2573,3429,2018,2018,Superfly,Sony Pictures,Action,Remake,Live Action,Contemporary Fiction,16000000.0,2220.0,2220.0,6447.0,6870740.0,20537137.0,20649846.0,202186.0,20739323.0,superfly,tt7690670,movie,SuperFly,Superfly,2018.0,\N,116,superfly
2574,3430,2018,2018,Bad Times at the El Royale,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,32000000.0,2808.0,2808.0,8016.0,7132647.0,17839115.0,17937020.0,13339827.0,31178942.0,bad times at the el royale,tt6628394,movie,Bad Times at the El Royale,Bad Times at the El Royale,2018.0,\N,141,bad times at the el royale
2575,3431,2018,2018,Sorry to Bother You,Annapurna Pictures,Comedy,Original Screenplay,Live Action,Science Fiction,3200000.0,16.0,1050.0,4209.0,727266.0,17493096.0,17589105.0,792464.0,18285560.0,sorry to bother you,tt5688932,movie,Sorry to Bother You,Sorry to Bother You,2018.0,\N,112,sorry to bother you
2576,3432,2018,2018,Mary Queen of Scots,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,25000000.0,4.0,1052.0,4119.0,194777.0,16648499.0,16702866.0,30371647.0,47020146.0,mary queen of scots,tt1555069,movie,Mary Queen of Scots,Mary Queen of Scots,2013.0,\N,119,mary queen of scots
2577,3433,2018,2018,Mary Queen of Scots,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,25000000.0,4.0,1052.0,4119.0,194777.0,16648499.0,16702866.0,30371647.0,47020146.0,mary queen of scots,tt2328900,movie,Mary Queen of Scots,Mary Queen of Scots,2018.0,\N,124,mary queen of scots
2578,3434,2018,2018,Hunter Killer,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,40000000.0,2720.0,2720.0,6692.0,6653777.0,15767460.0,15854000.0,13544661.0,29312121.0,hunter killer,tt1846589,movie,Hunter Killer,Hunter Killer,2018.0,\N,121,hunter killer
2579,3435,2018,2018,If Beale Street Could Talk,Annapurna Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,12000000.0,4.0,1018.0,4385.0,224476.0,14915773.0,14939960.0,6482598.0,21398371.0,if beale street could talk,tt7125860,movie,If Beale Street Could Talk,If Beale Street Could Talk,2018.0,\N,119,if beale street could talk
2580,3436,2018,2018,The Possession of Hannah Grace,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,2065.0,2298.0,6087.0,6401744.0,14836174.0,14916749.0,28037556.0,42873730.0,the possession of hannah grace,tt5734576,movie,The Possession of Hannah Grace,The Possession of Hannah Grace,2018.0,\N,86,the possession of hannah grace
2581,3437,2018,2018,The Girl in the Spider's Web,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,43000000.0,2929.0,2929.0,7272.0,7810112.0,14828555.0,14909934.0,20154787.0,34983342.0,the girl in the spider's web,tt5177088,movie,The Girl in the Spider's Web,The Girl in the Spider's Web,2018.0,\N,115,the girl in the spider's web
2582,3438,2018,2018,Eighth Grade,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,4.0,1084.0,3857.0,263797.0,13539710.0,13614013.0,808310.0,14348020.0,eighth grade,tt7014006,movie,Eighth Grade,Eighth Grade,2018.0,\N,93,eighth grade
2583,3439,2018,2018,Upgrade,BH Tilt,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,3000000.0,1457.0,1458.0,3841.0,4670905.0,11977130.0,12042863.0,4999431.0,16976561.0,upgrade,tt6499752,movie,Upgrade,Upgrade,2018.0,\N,100,upgrade
2584,3440,2018,2018,Upgrade,BH Tilt,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,3000000.0,1457.0,1458.0,3841.0,4670905.0,11977130.0,12042863.0,4999431.0,16976561.0,upgrade,tt6739824,movie,Upgrade,Upgrade,2016.0,\N,\N,upgrade
2585,3441,2018,2018,Hell Fest,CBS Films,Horror,Original Screenplay,Live Action,Contemporary Fiction,5500000.0,2297.0,2297.0,6724.0,5130963.0,11107431.0,11168394.0,7187452.0,18294883.0,hell fest,tt1999890,movie,Hell Fest,Hell Fest,2018.0,\N,89,hell fest
2586,3442,2018,2018,Traffik,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,1046.0,1046.0,3376.0,3941338.0,9186156.0,9236578.0,375075.0,9561231.0,traffik,tt14653588,movie,Traffik,Traffik,2021.0,\N,\N,traffik
2587,3443,2018,2018,Traffik,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,1046.0,1046.0,3376.0,3941338.0,9186156.0,9236578.0,375075.0,9561231.0,traffik,tt5670152,movie,Traffik,Traffik,2018.0,\N,96,traffik
2588,3444,2018,2018,Unfriended: Dark Web,OTL Releasing,Horror,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,1546.0,1547.0,3358.0,3653035.0,8866745.0,8915410.0,7567843.0,16434588.0,unfriended: dark web,tt4761916,movie,Unfriended: Dark Web,Unfriended: Dark Web,2018.0,\N,92,unfriended: dark web
2589,3445,2018,2018,Can You Ever Forgive Me?,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,10000000.0,5.0,555.0,3224.0,161510.0,8803865.0,8845272.0,3713514.0,12517379.0,can you ever forgive me?,tt4595882,movie,Can You Ever Forgive Me?,Can You Ever Forgive Me?,2018.0,\N,106,can you ever forgive me?
2590,3446,2018,2018,Unsane,Bleecker Street,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1500000.0,2023.0,2023.0,4115.0,3762145.0,7690044.0,7732249.0,6606665.0,14296709.0,unsane,tt7153766,movie,Unsane,Unsane,2018.0,\N,98,unsane
2591,3447,2018,2018,Beautiful Boy,Amazon Studios,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,25000000.0,4.0,1052.0,3474.0,218888.0,7634767.0,7676529.0,5679795.0,13314562.0,beautiful boy,tt1226837,movie,Beautiful Boy,Beautiful Boy,2018.0,\N,120,beautiful boy
2592,3448,2018,2018,Beautiful Boy,Amazon Studios,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,25000000.0,4.0,1052.0,3474.0,218888.0,7634767.0,7676529.0,5679795.0,13314562.0,beautiful boy,tt1533013,movie,Beautiful Boy,Beautiful Boy,2010.0,\N,100,beautiful boy
2593,3449,2018,2018,Boy Erased,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,11000000.0,5.0,672.0,2699.0,207057.0,6788692.0,6811376.0,5073958.0,11862650.0,boy erased,tt7008872,movie,Boy Erased,Boy Erased,2018.0,\N,115,boy erased
2594,3450,2018,2018,Hotel Artemis,Global Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,15000000.0,2407.0,2407.0,4982.0,3232790.0,6708137.0,6744948.0,6608490.0,13316627.0,hotel artemis,tt5834262,movie,Hotel Artemis,Hotel Artemis,2018.0,\N,94,hotel artemis
2595,3451,2018,2018,Fahrenheit 11/9,Briarcliffe Entertainment,Documentary,Based on Real Life Events,Live Action,Factual,5000000.0,1719.0,1719.0,4281.0,3008563.0,6352306.0,6387167.0,301409.0,6653715.0,fahrenheit 11/9,tt8632862,movie,Fahrenheit 11/9,Fahrenheit 11/9,2018.0,\N,128,fahrenheit 11/9
2596,3452,2018,2018,Action Point,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2032.0,2032.0,4064.0,2390164.0,5059608.0,5087382.0,44067.0,5103675.0,action point,tt6495770,movie,Action Point,Action Point,2018.0,\N,85,action point
2597,3453,2018,2018,Gotti,Vertical Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,10000000.0,503.0,503.0,1400.0,1719902.0,4286367.0,4309890.0,2315625.0,6601992.0,gotti,tt1801552,movie,Gotti,Gotti,2018.0,\N,112,gotti
2598,3454,2018,2018,Ben is Back,Roadside Attractions,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,4.0,598.0,1535.0,80733.0,3703182.0,3716963.0,8913813.0,12616995.0,ben is back,tt7545524,movie,Ben Is Back,Ben Is Back,2018.0,\N,103,ben is back
2599,3455,2018,2018,First Reformed,A24,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,3500000.0,4.0,334.0,1141.0,97562.0,3448256.0,3467179.0,540356.0,3988612.0,first reformed,tt6053438,movie,First Reformed,First Reformed,2017.0,\N,113,first reformed
2600,3456,2018,2018,The Sisters Brothers,Annapurna Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,38000000.0,4.0,1141.0,2434.0,115575.0,3143056.0,3160301.0,11493011.0,14636067.0,the sisters brothers,tt4971344,movie,The Sisters Brothers,Les frères Sisters,2018.0,\N,122,the sisters brothers
2601,3457,2018,2018,Thoroughbreds,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,549.0,564.0,1230.0,1224430.0,3072605.0,3089466.0,401616.0,3474221.0,thoroughbreds,tt5649108,movie,Thoroughbreds,Thoroughbreds,2017.0,\N,92,thoroughbreds
2602,3458,2018,2018,Suspiria,Amazon Studios,Horror,Remake,Live Action,Historical Fiction,20000000.0,2.0,309.0,744.0,184037.0,2483472.0,2497098.0,4539820.0,7023292.0,suspiria,tt1034415,movie,Suspiria,Suspiria,2018.0,\N,152,suspiria
2603,3459,2018,2018,Assassination Nation,Neon,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,1403.0,1403.0,2463.0,1050021.0,2005142.0,2016143.0,847617.0,2852759.0,assassination nation,tt6205872,movie,Assassination Nation,Assassination Nation,2018.0,\N,108,assassination nation
2604,3460,2018,2018,CafarnaÃºm,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,3.0,136.0,676.0,24988.0,1660708.0,1661651.0,63573085.0,65233793.0,cafarnaãºm,,,,,,,,
2605,3461,2018,2018,Destroyer,Annapurna Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,9000000.0,3.0,235.0,607.0,55347.0,1533324.0,1534676.0,4332165.0,5865489.0,destroyer,tt7137380,movie,Destroyer,Destroyer,2018.0,\N,121,destroyer
2606,3462,2018,2018,Werk ohne Autor,Sony Pictures Classics,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,1400000.0,1.0,122.0,519.0,0.0,1303747.0,1303747.0,3875429.0,5179176.0,werk ohne autor,,,,,,,,
2607,3463,2018,2018,Lean on Pete,A24,Drama,Original Screenplay,Live Action,Contemporary Fiction,8000000.0,4.0,187.0,657.0,46975.0,1163056.0,1169439.0,1291971.0,2455027.0,lean on pete,tt5340300,movie,Lean on Pete,Lean on Pete,2017.0,\N,121,lean on pete
2608,3464,2018,2018,The Happy Prince,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,13000000.0,8.0,277.0,482.0,0.0,464495.0,467041.0,1930124.0,2394619.0,the happy prince,tt2404639,movie,The Happy Prince,The Happy Prince,2018.0,\N,105,the happy prince
2609,3465,2018,2018,Flower,The Orchard,Drama,Original Screenplay,Live Action,Contemporary Fiction,500000.0,3.0,102.0,204.0,48919.0,328188.0,329989.0,62615.0,390803.0,flower,tt1650831,movie,Flower,Love and Bruises,2011.0,\N,105,flower
2610,3466,2018,2018,Flower,The Orchard,Drama,Original Screenplay,Live Action,Contemporary Fiction,500000.0,3.0,102.0,204.0,48919.0,328188.0,329989.0,62615.0,390803.0,flower,tt2582784,movie,Flower,Flower,2017.0,\N,90,flower
2611,3467,2018,2018,London Fields,GVN Releasing,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,8000000.0,613.0,613.0,645.0,168575.0,252676.0,254062.0,181056.0,433732.0,london fields,tt1273221,movie,London Fields,London Fields,2018.0,\N,118,london fields
2612,3468,2018,2017,Borg vs McEnroe,Neon,Drama,Based on Real Life Events,Live Action,Dramatization,7500000.0,51.0,51.0,110.0,52625.0,231346.0,232609.0,8593527.0,8824873.0,borg vs mcenroe,,,,,,,,
2613,3469,2018,2017,Sweet Country,Samuel Goldwyn Films,Western,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,0.0,7.0,11.0,0.0,85556.0,86022.0,2205989.0,2291545.0,sweet country,tt6958212,movie,Sweet Country,Sweet Country,2017.0,\N,113,sweet country
2614,3470,2018,2018,Woman Walks Ahead,A24,Western,Based on Real Life Events,Live Action,Dramatization,12000000.0,2.0,6.0,23.0,6863.0,57528.0,57836.0,570010.0,627538.0,woman walks ahead,tt5436228,movie,Woman Walks Ahead,Woman Walks Ahead,2017.0,\N,101,woman walks ahead
2615,3471,2018,2018,Blood Feast,Hannover House,Horror,Remake,Live Action,Contemporary Fiction,1200000.0,1.0,3.0,6.0,4046.0,8708.0,8748.0,0.0,8708.0,blood feast,tt4847546,movie,Blood Feast,Blood Feast,2016.0,\N,90,blood feast
2616,3472,2018,2018,Higher Power,Magnet Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,500000.0,3.0,3.0,3.0,299.0,528.0,528.0,0.0,528.0,higher power,tt13441560,movie,Higher Power,Higher Power,2022.0,\N,\N,higher power
2617,3473,2018,2018,Higher Power,Magnet Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,500000.0,3.0,3.0,3.0,299.0,528.0,528.0,0.0,528.0,higher power,tt2924392,movie,Higher Power,Higher Power,2018.0,\N,93,higher power
2618,3474,2019,2019,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000.0,4374.0,4374.0,32875.0,96202337.0,335451311.0,335451311.0,737056206.0,1072507517.0,joker,tt1918886,movie,Joker,Joker,2012.0,\N,104,joker
2619,3475,2019,2019,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000.0,4374.0,4374.0,32875.0,96202337.0,335451311.0,335451311.0,737056206.0,1072507517.0,joker,tt3002286,movie,Joker,Joker,2013.0,\N,94,joker
2620,3476,2019,2019,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000.0,4374.0,4374.0,32875.0,96202337.0,335451311.0,335451311.0,737056206.0,1072507517.0,joker,tt3010370,movie,Joker,Joker,2013.0,\N,49,joker
2621,3477,2019,2019,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000.0,4374.0,4374.0,32875.0,96202337.0,335451311.0,335451311.0,737056206.0,1072507517.0,joker,tt5611648,movie,Joker,Joker,2016.0,\N,130,joker
2622,3478,2019,2019,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000.0,4374.0,4374.0,32875.0,96202337.0,335451311.0,335451311.0,737056206.0,1072507517.0,joker,tt7286456,movie,Joker,Joker,2019.0,\N,122,joker
2623,3479,2019,2019,It Chapter Two,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,70000000.0,4570.0,4570.0,25813.0,91062152.0,211593228.0,211593228.0,257973578.0,469566806.0,it chapter two,tt7349950,movie,It Chapter Two,It Chapter Two,2019.0,\N,169,it chapter two
2624,3480,2019,2019,Us,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3741.0,3743.0,18595.0,71117625.0,175084580.0,175084580.0,81007339.0,256091919.0,us,tt2926068,movie,Us,Manam,2014.0,\N,163,us
2625,3481,2019,2019,Us,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3741.0,3743.0,18595.0,71117625.0,175084580.0,175084580.0,81007339.0,256091919.0,us,tt4862056,movie,Us,Us,2015.0,\N,75,us
2626,3482,2019,2019,Us,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3741.0,3743.0,18595.0,71117625.0,175084580.0,175084580.0,81007339.0,256091919.0,us,tt6857112,movie,Us,Us,2019.0,\N,116,us
2627,3483,2019,2019,John Wick: Chapter 3 - Parabellum,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,3850.0,3850.0,23967.0,56818067.0,171016727.0,171016727.0,154658268.0,325674995.0,john wick: chapter 3 - parabellum,tt6146586,movie,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019.0,\N,130,john wick: chapter 3 - parabellum
2628,3484,2019,2019,1917,Universal,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,100000000.0,11.0,3987.0,28882.0,576216.0,159227644.0,159227644.0,207387077.0,366614721.0,1917,tt8579674,movie,1917,1917,2019.0,\N,119,1917
2629,3485,2019,2019,Once Upon a Time... In Hollywood,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,90000000.0,3659.0,3659.0,25655.0,41082018.0,142502728.0,142502728.0,235059311.0,377562039.0,once upon a time... in hollywood,tt7131622,movie,Once Upon a Time... In Hollywood,Once Upon a Time... in Hollywood,2019.0,\N,161,once upon a time... in hollywood
2630,3486,2019,2019,Hustlers,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,20700000.0,3250.0,3525.0,19080.0,33181361.0,104963598.0,104963598.0,45509115.0,150472713.0,hustlers,tt1604115,movie,Hustlers,Veijarit,2010.0,\N,95,hustlers
2631,3487,2019,2019,Hustlers,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,20700000.0,3250.0,3525.0,19080.0,33181361.0,104963598.0,104963598.0,45509115.0,150472713.0,hustlers,tt3512976,movie,Hustlers,Hustlers,2014.0,\N,105,hustlers
2632,3488,2019,2019,Hustlers,STX Entertainment,Drama,Based on Factual Book/Article,Live Action,Dramatization,20700000.0,3250.0,3525.0,19080.0,33181361.0,104963598.0,104963598.0,45509115.0,150472713.0,hustlers,tt5503686,movie,Hustlers,Hustlers,2019.0,\N,110,hustlers
2633,3489,2019,2019,Rocketman,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,41000000.0,3610.0,3610.0,19552.0,25725722.0,96368160.0,96368160.0,95768860.0,192137020.0,rocketman,tt2066051,movie,Rocketman,Rocketman,2019.0,\N,121,rocketman
2634,3490,2019,2019,Rocketman,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,41000000.0,3610.0,3610.0,19552.0,25725722.0,96368160.0,96368160.0,95768860.0,192137020.0,rocketman,tt8372368,movie,Rocketman,Rocketman,2019.0,\N,94,rocketman
2635,3491,2019,2019,Good Boys,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3204.0,3458.0,21155.0,21402605.0,83140306.0,83140309.0,28033292.0,111173598.0,good boys,tt6977338,movie,Good Boys,Good Boys,2019.0,\N,90,good boys
2636,3492,2019,2019,Good Boys,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3204.0,3458.0,21155.0,21402605.0,83140306.0,83140309.0,28033292.0,111173598.0,good boys,tt9636500,movie,Good Boys,Good Boys,2019.0,\N,90,good boys
2637,3493,2019,2019,Annabelle Comes Home,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,27000000.0,3613.0,3613.0,15742.0,20269723.0,74152591.0,74152591.0,157100000.0,231252591.0,annabelle comes home,tt8350360,movie,Annabelle Comes Home,Annabelle Comes Home,2019.0,\N,106,annabelle comes home
2638,3494,2019,2019,Zombieland: Double Tap,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,48000000.0,3468.0,3468.0,12445.0,26803104.0,73118130.0,73118130.0,49147888.0,122266018.0,zombieland: double tap,tt1560220,movie,Zombieland: Double Tap,Zombieland: Double Tap,2019.0,\N,99,zombieland: double tap
2639,3495,2019,2019,Angel Has Fallen,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,3286.0,3336.0,18519.0,21380987.0,69030436.0,69030436.0,64335016.0,133365452.0,angel has fallen,tt6189022,movie,Angel Has Fallen,Angel Has Fallen,2019.0,\N,121,angel has fallen
2640,3496,2019,2019,Terminator: Dark Fate,Paramount Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,185000000.0,4086.0,4086.0,13254.0,29033832.0,62253077.0,62253077.0,188119290.0,250372367.0,terminator: dark fate,tt6450804,movie,Terminator: Dark Fate,Terminator: Dark Fate,2019.0,\N,128,terminator: dark fate
2641,3497,2019,2019,The Curse of La Llorona,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000.0,3372.0,3372.0,11952.0,26347631.0,54733739.0,54733739.0,66927656.0,121661395.0,the curse of la llorona,tt4913966,movie,The Curse of la Llorona,The Curse of La Llorona,2019.0,\N,93,the curse of la llorona
2642,3498,2019,2019,Pet Sematary,Paramount Pictures,Horror,Remake,Live Action,Contemporary Fiction,21000000.0,3585.0,3585.0,13289.0,24502775.0,54724696.0,54724696.0,57085036.0,111809732.0,pet sematary,tt0837563,movie,Pet Sematary,Pet Sematary,2019.0,\N,101,pet sematary
2643,3499,2019,2019,What Men Want,Paramount Pictures,Romantic Comedy,Based on Movie,Live Action,Contemporary Fiction,20000000.0,2912.0,2912.0,12716.0,18232087.0,54611903.0,54611903.0,15300000.0,69911903.0,what men want,tt7634968,movie,What Men Want,What Men Want,2019.0,\N,117,what men want
2644,3500,2019,2019,Parasite,Neon,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,11800000.0,3.0,2001.0,14373.0,393216.0,53369745.0,53369745.0,201319153.0,254688898.0,parasite,tt6751668,movie,Parasite,Gisaengchung,2019.0,\N,132,parasite
2645,3501,2019,2019,MA,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,2808.0,2816.0,9097.0,18099805.0,45896028.0,45896028.0,15324756.0,61220784.0,ma,tt4410770,movie,Ma,Ma,2015.0,\N,80,ma
2646,3502,2019,2019,MA,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,2808.0,2816.0,9097.0,18099805.0,45896028.0,45896028.0,15324756.0,61220784.0,ma,tt7958736,movie,Ma,Ma,2019.0,\N,99,ma
2647,3503,2019,2019,MA,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,2808.0,2816.0,9097.0,18099805.0,45896028.0,45896028.0,15324756.0,61220784.0,ma,tt9293690,movie,Ma,Ma,2018.0,\N,72,ma
2648,3504,2019,2019,Rambo: Last Blood,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,50000000.0,3618.0,3618.0,13680.0,18872919.0,44819352.0,44819352.0,46600000.0,91419352.0,rambo: last blood,tt1206885,movie,Rambo: Last Blood,Rambo: Last Blood,2019.0,\N,89,rambo: last blood
2649,3505,2019,2019,Queen & Slim,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,1690.0,1715.0,8001.0,11890490.0,43808310.0,43808310.0,4127393.0,47935703.0,queen & slim,tt8722346,movie,Queen & Slim,Queen & Slim,2019.0,\N,132,queen & slim
2650,3506,2019,2019,Crawl,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000.0,3170.0,3170.0,12335.0,12005210.0,39014193.0,39014193.0,50993339.0,90007532.0,crawl,tt1848832,movie,Crawl,Crawl,2011.0,\N,80,crawl
2651,3507,2019,2019,Crawl,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000.0,3170.0,3170.0,12335.0,12005210.0,39014193.0,39014193.0,50993339.0,90007532.0,crawl,tt2181875,movie,Crawl,Crawl,2012.0,\N,95,crawl
