,Unnamed: 0,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,primaryTitleLower
0,0,2019,2019,Toy Story 4,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000.0,4575.0,4575.0,38194.0,120908065.0,434038008.0,434038008.0,639042321.0,1073080329.0,toy story 4,tt1979376,movie,Toy Story 4,Toy Story 4,2019.0,\N,100,toy story 4
1,1,2010,2010,Toy Story 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000.0,4028.0,4028.0,33699.0,110307189.0,415004880.0,481805411.0,653874642.0,1068879522.0,toy story 3,tt0435761,movie,Toy Story 3,Toy Story 3,2010.0,\N,103,toy story 3
2,2,2013,2013,Monsters University,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000.0,4004.0,4004.0,24656.0,82429469.0,268488329.0,302503449.0,474967481.0,743455810.0,monsters university,tt1453405,movie,Monsters University,Monsters University,2013.0,\N,104,monsters university
3,3,2011,2011,Cars 2,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000.0,4115.0,4115.0,25790.0,66135507.0,191450875.0,221146280.0,368704508.0,560155383.0,cars 2,tt1216475,movie,Cars 2,Cars 2,2011.0,\N,106,cars 2
4,4,2017,2017,Cars 3,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,175000000.0,4256.0,4256.0,24083.0,53688680.0,152901115.0,156139821.0,230640254.0,383541369.0,cars 3,tt3606752,movie,Cars 3,Cars 3,2017.0,\N,102,cars 3
5,5,2011,2011,Rio,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,90000000.0,3827.0,3842.0,25374.0,39225962.0,143619809.0,165896275.0,343900000.0,487519809.0,rio,tt1436562,movie,Rio,Rio,2011.0,\N,96,rio
6,6,2011,2011,Rio,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,90000000.0,3827.0,3842.0,25374.0,39225962.0,143619809.0,165896275.0,343900000.0,487519809.0,rio,tt2614250,movie,Rio,Rio,2012.0,\N,90,rio
7,7,2011,2011,Rio,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,90000000.0,3827.0,3842.0,25374.0,39225962.0,143619809.0,165896275.0,343900000.0,487519809.0,rio,tt5734820,movie,Rio,Rio,2017.0,\N,87,rio
8,8,2011,2011,Alvin and the Chipmunks: Chipwrecked,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000.0,3723.0,3734.0,24878.0,23244744.0,133107389.0,153599799.0,215981134.0,349088523.0,alvin and the chipmunks: chipwrecked,tt1615918,movie,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011.0,\N,87,alvin and the chipmunks: chipwrecked
9,9,2014,2014,Rio 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,130000000.0,3948.0,3975.0,26391.0,39327869.0,131538435.0,147477603.0,361307856.0,492846291.0,rio 2,tt2357291,movie,Rio 2,Rio 2,2014.0,\N,101,rio 2
10,10,2015,2015,The Peanuts Movie,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,99000000.0,3897.0,3902.0,22946.0,44213073.0,130178411.0,141397580.0,119913199.0,250091610.0,the peanuts movie,tt2452042,movie,The Peanuts Movie,The Peanuts Movie,2015.0,\N,88,the peanuts movie
11,11,2011,2011,Gnomeo & Juliet,Walt Disney,Comedy,Based on Play,Digital Animation,Fantasy,36000000.0,2994.0,3037.0,20602.0,25356909.0,99967670.0,115473369.0,93770307.0,193737977.0,gnomeo & juliet,tt0377981,movie,Gnomeo & Juliet,Gnomeo & Juliet,2011.0,\N,84,gnomeo & juliet
12,12,2011,2011,Justin Bieber: Never Say Never,Paramount Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,13000000.0,3105.0,3118.0,13852.0,29514054.0,73013910.0,84338895.0,26020215.0,99034125.0,justin bieber: never say never,tt1702443,movie,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011.0,\N,105,justin bieber: never say never
13,13,2011,2011,Winnie the Pooh,Walt Disney,Adventure,Based on Fiction Book/Short Story,Hand Animation,Kids Fiction,30000000.0,2405.0,2405.0,8867.0,7857076.0,26692846.0,30833091.0,23452761.0,50145607.0,winnie the pooh,tt1449283,movie,Winnie the Pooh,Winnie the Pooh,2011.0,\N,63,winnie the pooh
14,14,2010,2010,Ramona and Beezus,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,15000000.0,2719.0,2719.0,9738.0,7810481.0,26167002.0,30378929.0,1302619.0,27469621.0,ramona and beezus,tt0493949,movie,Ramona and Beezus,Ramona and Beezus,2010.0,\N,104,ramona and beezus
15,15,2010,2010,Océans,Walt Disney,Documentary,Based on Real Life Events,Live Action,Factual,80000000.0,1206.0,1232.0,6030.0,6058958.0,19422319.0,22548595.0,67365211.0,86787530.0,océans,,,,,,,,
16,16,2012,2012,The Secret World of Arrietty,Walt Disney,Adventure,Based on Fiction Book/Short Story,Hand Animation,Kids Fiction,23000000.0,1522.0,2958.0,7778.0,6446395.0,19192510.0,22085850.0,132303587.0,151496097.0,the secret world of arrietty,tt1568921,movie,The Secret World of Arrietty,Kari-gurashi no Arietti,2010.0,\N,94,the secret world of arrietty
17,17,2011,2011,George Balanchine's The Nutcracker,NCM Fathom,Concert/Performance,Based on Ballet,Live Action,Fantasy,19000000.0,0.0,0.0,0.0,0.0,2119994.0,2119994.0,0.0,2119994.0,george balanchine's the nutcracker,,,,,,,,
18,18,2011,2011,The Mighty Macs,Quaker Media,Drama,Based on Real Life Events,Live Action,Dramatization,7000000.0,975.0,975.0,1565.0,963221.0,1891936.0,2185384.0,0.0,1891936.0,the mighty macs,,,,,,,,
19,19,2012,2012,The Oogieloves in the BIG Balloon Adv…,Kenn Viselman Presents,Adventure,Original Screenplay,Live Action,Kids Fiction,20000000.0,2160.0,2160.0,2449.0,443901.0,1065907.0,1226588.0,0.0,1065907.0,the oogieloves in the big balloon adv…,,,,,,,,
20,20,2015,2015,Beyond the Brick: A LEGO Brickumentary,RADiUS-TWC,Documentary,Based on Real Life Events,Live Action,Factual,1000000.0,93.0,93.0,131.0,43285.0,101531.0,110323.0,0.0,101531.0,beyond the brick: a lego brickumentary,,,,,,,,
21,21,2010,2010,Alice in Wonderland,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,200000000.0,3728.0,3739.0,27013.0,116101023.0,334191110.0,387983589.0,691300000.0,1025491110.0,alice in wonderland,tt1014759,movie,Alice in Wonderland,Alice in Wonderland,2010.0,\N,108,alice in wonderland
22,24,2010,2010,Despicable Me,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,69000000.0,3476.0,3602.0,33507.0,56397125.0,251513985.0,291996673.0,291950588.0,543464573.0,despicable me,tt1323594,movie,Despicable Me,Despicable Me,2010.0,\N,95,despicable me
23,25,2010,2010,Shrek Forever After,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,165000000.0,4359.0,4386.0,25897.0,70838207.0,238736787.0,277164636.0,517507886.0,756244673.0,shrek forever after,tt0892791,movie,Shrek Forever After,Shrek Forever After,2010.0,\N,93,shrek forever after
24,26,2010,2010,How to Train Your Dragon,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Fantasy,165000000.0,4055.0,4060.0,33192.0,43732319.0,217581232.0,252603809.0,277289760.0,494870992.0,how to train your dragon,tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,2010.0,\N,98,how to train your dragon
25,27,2010,2010,Tangled,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,260000000.0,3603.0,3603.0,32392.0,48767052.0,200821936.0,232953630.0,384752381.0,585574317.0,tangled,tt0398286,movie,Tangled,Tangled,2010.0,\N,100,tangled
26,29,2010,2010,The Karate Kid,Sony Pictures,Action,Remake,Live Action,Contemporary Fiction,40000000.0,3663.0,3740.0,21331.0,55665805.0,176591618.0,205016381.0,175183320.0,351774938.0,the karate kid,tt1155076,movie,The Karate Kid,The Karate Kid,2010.0,\N,140,the karate kid
27,30,2010,2010,Tron: Legacy,Walt Disney,Adventure,Original Screenplay,Live Action,Science Fiction,200000000.0,3451.0,3451.0,21917.0,44026211.0,172062763.0,199519859.0,227803436.0,399866199.0,tron: legacy,tt1104001,movie,TRON: Legacy,Tron,2010.0,\N,125,tron: legacy
28,31,2011,2011,Kung Fu Panda 2,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,150000000.0,3925.0,3952.0,22353.0,47656302.0,165249063.0,190880376.0,499588484.0,664837547.0,kung fu panda 2,tt1302011,movie,Kung Fu Panda 2,Kung Fu Panda 2,2011.0,\N,90,kung fu panda 2
29,32,2011,2011,Puss in Boots,Paramount Pictures,Adventure,Spin-Off,Digital Animation,Kids Fiction,130000000.0,3952.0,3963.0,26358.0,34077439.0,149260504.0,172396540.0,405726973.0,554987477.0,puss in boots,tt0448694,movie,Puss in Boots,Puss in Boots,2011.0,\N,90,puss in boots
30,33,2010,2010,Megamind,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,130000000.0,3944.0,3949.0,25326.0,46016833.0,148415853.0,172280602.0,173471355.0,321887208.0,megamind,tt1001526,movie,Megamind,Megamind,2010.0,\N,95,megamind
31,37,2011,2011,The Smurfs,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,110000000.0,3395.0,3427.0,26387.0,35611637.0,142614158.0,164734631.0,421135165.0,563749323.0,the smurfs,tt0472181,movie,The Smurfs,The Smurfs,2011.0,\N,103,the smurfs
32,38,2010,2010,The Last Airbender,Paramount Pictures,Adventure,Based on TV,Live Action,Fantasy,150000000.0,3169.0,3203.0,14725.0,40325019.0,131772187.0,152982662.0,187941694.0,319713881.0,the last airbender,tt0938283,movie,The Last Airbender,The Last Airbender,2010.0,\N,103,the last airbender
33,39,2011,2011,Rango,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000.0,3917.0,3923.0,24289.0,38079323.0,123477607.0,142629875.0,122246993.0,245724600.0,rango,tt1192628,movie,Rango,Rango,2011.0,\N,107,rango
34,40,2011,2011,Hop,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Kids Fiction,63000000.0,3579.0,3616.0,20044.0,37543710.0,108085305.0,124850113.0,80408777.0,188494082.0,hop,tt1411704,movie,Hop,Hop,2011.0,\N,95,hop
35,41,2010,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,155000000.0,3555.0,3555.0,21848.0,24005069.0,104386950.0,121087158.0,313800000.0,418186950.0,the chronicles of narnia: the voyage of the dawn treader,tt0980970,movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0,\N,113,the chronicles of narnia: the voyage of the dawn treader
36,42,2010,2010,Yogi Bear,Warner Bros.,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000.0,3515.0,3515.0,26886.0,16411322.0,100246011.0,116179962.0,104528679.0,204774690.0,yogi bear,tt1302067,movie,Yogi Bear,Yogi Bear,2010.0,\N,81,yogi bear
37,43,2010,2010,Percy Jackson & the Olympians: The Lightning Thief,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,95000000.0,3356.0,3396.0,19806.0,31236067.0,88768303.0,103056733.0,134282571.0,223050874.0,percy jackson & the olympians: the lightning thief,tt0814255,movie,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010.0,\N,118,percy jackson & the olympians: the lightning thief
38,44,2011,2011,The Muppets,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,45000000.0,3440.0,3440.0,19678.0,29239026.0,88625922.0,102345889.0,72346000.0,160971922.0,the muppets,tt1204342,movie,The Muppets,The Muppets,2011.0,\N,120,the muppets
39,45,2011,2011,Zookeeper,Sony Pictures,Romantic Comedy,Original Screenplay,Animation/Live Action,Fantasy,80000000.0,3482.0,3482.0,17750.0,20065617.0,80360866.0,92825406.0,90444659.0,170805525.0,zookeeper,tt1222817,movie,Zookeeper,Zookeeper,2011.0,\N,102,zookeeper
40,46,2011,2011,The Adventures of Tintin,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Contemporary Fiction,130000000.0,3087.0,3087.0,15104.0,9720993.0,77591831.0,89512857.0,296402120.0,373993951.0,the adventures of tintin,tt0983193,movie,The Adventures of Tintin,The Adventures of Tintin,2011.0,\N,107,the adventures of tintin
41,47,2011,2011,We Bought a Zoo,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000.0,3117.0,3170.0,18607.0,9360434.0,75624550.0,87218919.0,43104523.0,118729073.0,we bought a zoo,tt1389137,movie,We Bought a Zoo,We Bought a Zoo,2011.0,\N,124,we bought a zoo
42,48,2011,2011,Jack and Jill,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,79000000.0,3438.0,3438.0,19915.0,25003575.0,74158157.0,85649902.0,76361060.0,150519217.0,jack and jill,tt0810913,movie,Jack and Jill,Jack and Jill,2011.0,\N,91,jack and jill
43,49,2011,2011,Hugo,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,180000000.0,1277.0,2608.0,17898.0,11364505.0,73864507.0,85218888.0,106183277.0,180047784.0,hugo,tt0970179,movie,Hugo,Hugo,2011.0,\N,126,hugo
44,51,2011,2011,Dolphin Tale,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,37000000.0,3507.0,3515.0,22578.0,19152401.0,72286779.0,83497797.0,23781945.0,96068724.0,dolphin tale,tt1564349,movie,Dolphin Tale,Dolphin Tale,2011.0,\N,113,dolphin tale
45,52,2011,2011,Mr. Popper's Penguins,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,55000000.0,3339.0,3342.0,15730.0,18445355.0,68224452.0,78806558.0,121400000.0,189624452.0,mr. popper's penguins,tt1396218,movie,Mr. Popper's Penguins,Mr. Popper's Penguins,2011.0,\N,94,mr. popper's penguins
46,53,2011,2011,Happy Feet Two,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000.0,3606.0,3611.0,18485.0,21237068.0,64006466.0,73921081.0,93950000.0,157956466.0,happy feet two,tt1402488,movie,Happy Feet Two,Happy Feet Two,2011.0,\N,117,happy feet two
47,54,2010,2010,Diary of a Wimpy Kid,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000.0,3077.0,3083.0,19018.0,22126166.0,64003625.0,74305856.0,12950686.0,76954311.0,diary of a wimpy kid,tt1196141,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,2010.0,\N,120,diary of a wimpy kid
48,55,2010,2010,Diary of a Wimpy Kid,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000.0,3077.0,3083.0,19018.0,22126166.0,64003625.0,74305856.0,12950686.0,76954311.0,diary of a wimpy kid,tt13834480,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,2021.0,\N,\N,diary of a wimpy kid
49,56,2010,2010,The Sorcerer's Apprentice,Walt Disney,Adventure,Based on Short Film,Animation/Live Action,Fantasy,160000000.0,3504.0,3504.0,14637.0,17619622.0,63150991.0,73315971.0,154835329.0,217986320.0,the sorcerer's apprentice,tt0963966,movie,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010.0,\N,109,the sorcerer's apprentice
50,57,2010,2010,The Last Song,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000.0,2673.0,2794.0,16631.0,16007426.0,62950384.0,73083078.0,29728564.0,92678948.0,the last song,tt1294226,movie,The Last Song,The Last Song,2010.0,\N,108,the last song
51,58,2010,2010,Tooth Fairy,20th Century Fox,Adventure,Original Screenplay,Live Action,Fantasy,48000000.0,3344.0,3345.0,22252.0,14010409.0,60022256.0,69683637.0,52588130.0,112610386.0,tooth fairy,tt0808510,movie,Tooth Fairy,Tooth Fairy,2010.0,\N,101,tooth fairy
52,59,2010,2010,Tooth Fairy,20th Century Fox,Adventure,Original Screenplay,Live Action,Fantasy,48000000.0,3344.0,3345.0,22252.0,14010409.0,60022256.0,69683637.0,52588130.0,112610386.0,tooth fairy,tt7906260,movie,Tooth Fairy,Toof,2019.0,\N,86,tooth fairy
53,60,2010,2010,Secretariat,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,35000000.0,3072.0,3108.0,20456.0,12694770.0,59699513.0,69305146.0,676734.0,60376247.0,secretariat,tt1028576,movie,Secretariat,Secretariat,2010.0,\N,123,secretariat
54,61,2010,2010,Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,100000000.0,3575.0,3575.0,19643.0,16112211.0,55675313.0,64636258.0,84041404.0,139716717.0,legend of the guardians: the owls of ga'hoole,tt1219342,movie,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010.0,\N,97,legend of the guardians: the owls of ga'hoole
55,62,2010,2010,Letters to Juliet,Summit Entertainment,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,30000000.0,2968.0,2975.0,14835.0,13540486.0,53032453.0,61568729.0,29116085.0,82148538.0,letters to juliet,tt0892318,movie,Letters to Juliet,Letters to Juliet,2010.0,\N,105,letters to juliet
56,63,2011,2011,Diary of a Wimpy Kid: Rodrick Rules,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000.0,3167.0,3169.0,14111.0,23751502.0,52698535.0,60872459.0,20996659.0,73695194.0,diary of a wimpy kid: rodrick rules,tt1650043,movie,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011.0,\N,100,diary of a wimpy kid: rodrick rules
57,64,2011,2011,Arthur Christmas,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,85000000.0,3376.0,3376.0,16380.0,12068931.0,46462469.0,53666324.0,102485095.0,148947564.0,arthur christmas,tt1430607,movie,Arthur Christmas,Arthur Christmas,2011.0,\N,97,arthur christmas
58,65,2011,2011,Soul Surfer,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,18000000.0,2214.0,2240.0,14869.0,10601862.0,43853424.0,50655405.0,3305228.0,47158652.0,soul surfer,tt1596346,movie,Soul Surfer,Soul Surfer,2011.0,\N,112,soul surfer
59,66,2010,2010,Cats & Dogs: The Revenge of Kitty Galore,Warner Bros.,Adventure,Original Screenplay,Live Action,Kids Fiction,85000000.0,3705.0,3705.0,14432.0,12279363.0,43585753.0,50601461.0,69440630.0,113026383.0,cats & dogs: the revenge of kitty galore,tt1287468,movie,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010.0,\N,82,cats & dogs: the revenge of kitty galore
60,67,2010,2010,Gulliver's Travels,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,112000000.0,2546.0,3089.0,13636.0,6307691.0,42779261.0,49575413.0,189238587.0,232017848.0,gulliver's travels,tt1320261,movie,Gulliver's Travels,Gulliver's Travels,2010.0,\N,85,gulliver's travels
61,68,2011,2011,Spy Kids: All the Time in the World,Weinstein/Dimension,Adventure,Original Screenplay,Live Action,Kids Fiction,27000000.0,3295.0,3305.0,17065.0,11644672.0,38536376.0,44513643.0,42144807.0,80681183.0,spy kids: all the time in the world,,,,,,,,
62,69,2010,2010,Marmaduke,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,50000000.0,3213.0,3213.0,12225.0,11599661.0,33644788.0,39060365.0,56251142.0,89895930.0,marmaduke,tt1392197,movie,Marmaduke,Marmaduke,2010.0,\N,99,marmaduke
63,70,2010,2010,Marmaduke,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,50000000.0,3213.0,3213.0,12225.0,11599661.0,33644788.0,39060365.0,56251142.0,89895930.0,marmaduke,tt8746404,movie,Marmaduke,Marmaduke,2021.0,\N,\N,marmaduke
64,71,2010,2010,Nanny McPhee Returns,Universal,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,35000000.0,2784.0,2798.0,14161.0,8407685.0,29197642.0,33897386.0,68602223.0,97799865.0,nanny mcphee returns,tt1415283,movie,Nanny McPhee Returns,Nanny McPhee and the Big Bang,2010.0,\N,109,nanny mcphee returns
65,72,2010,2010,Leap Year,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2511.0,2512.0,9132.0,9202815.0,25918920.0,30090911.0,6700000.0,32618920.0,leap year,tt1216492,movie,Leap Year,Leap Year,2010.0,\N,100,leap year
66,73,2010,2010,Leap Year,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2511.0,2512.0,9132.0,9202815.0,25918920.0,30090911.0,6700000.0,32618920.0,leap year,tt1537401,movie,Leap Year,Año bisiesto,2010.0,\N,94,leap year
67,74,2010,2010,You Again,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2548.0,2548.0,11597.0,8407513.0,25702053.0,29839131.0,7136892.0,32838945.0,you again,tt1414382,movie,You Again,You Again,2010.0,\N,105,you again
68,75,2010,2010,You Again,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2548.0,2548.0,11597.0,8407513.0,25702053.0,29839131.0,7136892.0,32838945.0,you again,tt14456392,movie,You Again,You Again,2019.0,\N,68,you again
69,76,2010,2010,Alpha and Omega 3D,Lionsgate,Adventure,Original Screenplay,Digital Animation,Kids Fiction,20000000.0,2625.0,2625.0,12432.0,9106906.0,25107267.0,29148613.0,23851086.0,48958353.0,alpha and omega 3d,,,,,,,,
70,77,2010,2010,The Spy Next Door,Lionsgate,Adventure,Original Screenplay,Live Action,Kids Fiction,28000000.0,2924.0,2924.0,9519.0,9726056.0,24307106.0,28219652.0,22445752.0,46752858.0,the spy next door,tt1273678,movie,The Spy Next Door,The Spy Next Door,2010.0,\N,94,the spy next door
71,78,2011,2011,Monte Carlo,20th Century Fox,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000.0,2473.0,2473.0,7296.0,7453944.0,23186769.0,26783208.0,16500000.0,39686769.0,monte carlo,tt1067774,movie,Monte Carlo,Monte Carlo,2011.0,\N,109,monte carlo
72,79,2011,2011,Monte Carlo,20th Century Fox,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000.0,2473.0,2473.0,7296.0,7453944.0,23186769.0,26783208.0,16500000.0,39686769.0,monte carlo,tt13409504,movie,Monte Carlo,Monte Carlo,2021.0,\N,\N,monte carlo
73,80,2010,2010,Just Wright,Fox Searchlight,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,1831.0,1831.0,6194.0,8284989.0,21540363.0,25007569.0,327302.0,21867665.0,just wright,tt1407061,movie,Just Wright,Just Wright,2010.0,\N,101,just wright
74,81,2011,2011,Mars Needs Moms,Walt Disney,Adventure,Based on Fiction Book/Short Story,Digital Animation,Science Fiction,150000000.0,3117.0,3117.0,10083.0,6914488.0,21392758.0,24710923.0,18157000.0,39549758.0,mars needs moms,tt1305591,movie,Mars Needs Moms,Mars Needs Moms,2011.0,\N,88,mars needs moms
75,82,2010,2010,Furry Vengeance,Summit Entertainment,Adventure,Original Screenplay,Live Action,Kids Fiction,35000000.0,2997.0,3002.0,11288.0,6627564.0,17630465.0,20468322.0,21709712.0,39340177.0,furry vengeance,tt0492389,movie,Furry Vengeance,Furry Vengeance,2010.0,\N,92,furry vengeance
76,83,2010,2010,Extraordinary Measures,CBS Films,Drama,Based on Real Life Events,Live Action,Dramatization,31000000.0,2545.0,2549.0,6696.0,6012594.0,12482741.0,14491999.0,3344243.0,15826984.0,extraordinary measures,tt1244659,movie,Extraordinary Measures,Extraordinary Measures,2010.0,\N,106,extraordinary measures
77,84,2011,2011,Glee: The 3D Concert Movie,20th Century Fox,Concert/Performance,Based on TV,Live Action,Factual,9000000.0,2040.0,2040.0,4341.0,5961231.0,11862398.0,13702343.0,5600000.0,17462398.0,glee: the 3d concert movie,tt1922612,movie,Glee: The 3D Concert Movie,Glee: The 3D Concert Movie,2011.0,\N,84,glee: the 3d concert movie
78,85,2011,2011,Hoodwinked Too: Hood vs. Evil,Weinstein Co.,Adventure,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,30000000.0,2505.0,2505.0,7798.0,4108630.0,10143779.0,11717151.0,13209332.0,23353111.0,hoodwinked too: hood vs. evil,,,,,,,,
79,86,2011,2011,Prom,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,8000000.0,2730.0,2730.0,7385.0,4712638.0,10130219.0,11701488.0,632964.0,10763183.0,prom,tt1604171,movie,Prom,Prom,2011.0,\N,104,prom
80,87,2011,2011,Johnny English Reborn,Universal,Adventure,Original Screenplay,Live Action,Contemporary Fiction,45000000.0,1552.0,1554.0,4068.0,3833300.0,8406711.0,9710653.0,156233690.0,164640401.0,johnny english reborn,tt1634122,movie,Johnny English Reborn,Johnny English Reborn,2011.0,\N,101,johnny english reborn
81,88,2011,2011,Elle s'appelait Sarah,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,14500000.0,5.0,319.0,2702.0,115708.0,7691700.0,8884733.0,17788331.0,25480031.0,elle s'appelait sarah,tt1668200,movie,Elle s'appelait Sarah,Elle s'appelait Sarah,2010.0,\N,111,elle s'appelait sarah
82,89,2011,2011,The Big Year,20th Century Fox,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,41000000.0,2150.0,2150.0,5206.0,3251884.0,7204138.0,8321549.0,480386.0,7684524.0,the big year,tt1053810,movie,The Big Year,The Big Year,2011.0,\N,102,the big year
83,90,2010,2010,Mao's Last Dancer,Samuel Goldwyn Films,Drama,Based on Real Life Events,Live Action,Dramatization,18000000.0,33.0,137.0,1320.0,199657.0,4806750.0,5580455.0,21134687.0,25941437.0,mao's last dancer,,,,,,,,
84,91,2010,2010,Letters to God,Vivendi Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,897.0,897.0,2433.0,1101204.0,2848587.0,3307099.0,388865.0,3237452.0,letters to god,tt1462054,movie,Letters to God,Letters to God,2010.0,\N,110,letters to god
85,92,2011,2011,Everything Must Go,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,5000000.0,218.0,245.0,997.0,791676.0,2712131.0,3132793.0,108879.0,2821010.0,everything must go,tt1531663,movie,Everything Must Go,Everything Must Go,2010.0,\N,97,everything must go
86,93,2011,2011,Everything Must Go,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,5000000.0,218.0,245.0,997.0,791676.0,2712131.0,3132793.0,108879.0,2821010.0,everything must go,tt5752788,movie,Everything Must Go,Fuori tutto,2019.0,\N,88,everything must go
