,title,year,M,p,q
618,The Danish Girl,2015,1257931.2690134582,0.045692260140197054,0.6531937392330949
619,The Dance of Reality,2014,37044.146014459526,0.17447451255769866,0.06981560006864493
620,The DUFF,2015,4042608.8774759592,0.37298521774931026,0.1390567843073683
621,The Curse of La Llorona,2019,5980926.580418618,0.61655412306864,-0.16018167961392393
622,The Croods: A New Age,2020,6618473.157415034,0.12469951358548131,-0.015912463035959418
623,The Croods,2013,22902876.02320706,0.33971013898590896,-0.06043297589444324
624,The Cremaster Cycle,2010,21480.221564502564,0.08475103582316644,0.01725527637866106
625,The Crazies,2010,4939208.522797053,0.5223083762276897,-0.011308027721670388
626,The Courier,2021,741764.0529926295,0.3562694347878544,-0.12899465843554336
627,The Counselor,2013,2077761.6182859284,0.6154842139426605,0.14394536255734103
628,The Conspirator,2011,1452913.8710257665,0.4114178160042014,0.0026639710056617916
629,The Conquest,2011,3147.5230819773624,-0.8226091250413616,6.010844543392587e-05
630,The Conjuring: The De…,2021,7180176.346787762,0.5123339820284478,-0.08694016936217708
631,The Conjuring 2: The …,2016,11889208.77169503,0.5452415673927514,-0.06805386031571092
632,The Conjuring,2013,16874278.462079413,0.44986223723187335,-0.015641853021957197
633,The Congress,2014,16591.345467823903,0.35320722336433746,0.45427920235287655
634,The Concert,2010,128706.37138896469,0.0872991510400748,-0.023077819583398232
635,The Company You Keep,2013,607610.6976063848,0.07166677079219706,0.7732795313915125
636,The Company Men,2011,554233.7066995983,0.1921385813345405,0.26275619863593624
637,The Cokeville Miracle,2015,171957.31316246142,0.18242291778552536,-0.06506637052409187
638,The City of Your Fina…,2010,71019.74666367007,0.11702282250446533,-0.008342054691036938
639,The Chronicles of Nar…,2010,13092817.064207561,0.2851855666378576,0.24379204564692109
640,The Chaperone,2019,65125.5780292333,0.06878875606748516,0.550960344868163
641,The Chambermaid,2015,9136.94375553632,0.21477870492324444,0.0794505612393531
642,The Central Park Five,2012,41276.53241299667,0.13917559563485618,0.25122305399581546
643,The Case for Christ,2017,1633807.1380051274,0.391423352438282,0.14607196294509822
644,The Captain,2018,25441.912303582245,0.3406158612996645,-0.1758934132562877
645,The Campaign,2012,10998553.953937193,0.4353786648944811,-0.09822155397906324
646,The Call,2013,6296754.333491965,0.05426223313169387,0.6782717922132923
647,The Cakemaker,2018,94297.3573271328,0.09479529643225929,0.30165750054755164
648,The Cabin in the Woods,2012,5235531.0274544265,0.46143777809367265,0.06455567502137344
649,The Burnt Orange Heresy,2020,16677.539935055564,0.07435244162231949,0.3034870781622671
650,The Broken Circle Bre…,2013,23589.354943309725,0.07019982054476832,0.04779364883553336
651,The Bride Wore Black,2011,3074.4645694191195,0.4665338391961011,-0.3692736206591302
652,The Breadwinner,2017,33877.06176745986,0.14156989847910165,0.11732484920028617
653,The Brand New Testament,2016,14514.132399700258,0.18549858837040895,0.19247916600248668
654,The Boy and the World,2015,15463.32886312278,0.07318984753718605,0.43306389484599883
655,The Boy,2016,4162435.0053884843,0.37879715299947025,0.06770182168740563
656,The Boxtrolls,2014,6080330.552338032,0.40511108775471466,0.20063257770223683
657,The Bourne Legacy,2012,14373249.373596383,0.4575937108854487,-0.141774102934419
658,The Bounty Hunter,2010,8457184.8677827,0.39800856829966236,-0.015893448789193798
659,The Boss Baby,2017,19517812.990313575,0.36040391878723727,-0.07172987987845403
660,The Boss,2016,7403662.579892359,0.46862450024770846,-0.11100128219000843
661,The Boom,2017,1728.5411963127544,-0.48147216474257926,3.530667479239948e-05
662,The Book of Life,2014,5969541.990742635,0.4053094672782685,0.17320556779791002
663,The Book of Eli,2010,12033701.624125713,0.473015885438276,-0.11099190038871287
664,The Book Thief,2013,2570993.5167017276,0.08269065000989315,0.5140965273095607
665,The Blue Room,2014,30732.395697599582,0.14191833536504525,0.5298503367974786
666,The Bling Ring,2013,709119.5454828871,0.27905445444016863,0.5923378995041161
667,The Blind Side,2009,32391412.700586095,0.211411508118877,0.051345484904145394
668,The Black Panthers: V…,2015,60024.44090487038,0.07975986828675283,0.4247500263259154
669,The Black Dove,2016,2854.2496519017095,-0.006522248320541658,0.27942213989951614
670,The Biggest Little Farm,2019,466906.7706676634,0.0941583110908285,0.35093103293864614
671,The Big Wedding,2013,2674536.8647982865,0.47268434910673385,0.06336491137417483
672,The Big Sick,2017,4679732.732360206,0.07877153496524575,0.5047549640600925
673,The Big Short,2015,7995328.640212788,0.10355213326181947,0.3973306841512575
674,The Big Picture,2012,19871.024516623344,0.14088939129683622,0.3130830348282343
675,The Best of Me,2014,3258649.6384353596,0.48309439227331313,-0.003025934367400007
676,The Best Exotic Marig…,2012,5728576.364129303,0.07948717187695557,0.42001478195089825
677,The Belko Experiment,2017,1100369.3128729558,0.5869139084515363,0.056629149125161926
678,The Beatles: Eight Da…,2016,336456.26580061077,0.36856934931483404,0.006875757621767231
679,The Beaches of AgnÃ¨s,2009,30360.959176020442,-4.069839880268525,4.449703587237547
680,The Back-up Plan,2010,4740457.423242163,0.41579661316815153,0.11254051328411036
681,The Babadook,2014,110738.23296230966,0.10600068839272593,0.4782672696049662
682,The BFG,2016,6340564.600691192,0.5684480056476985,-0.0846259045739659
683,The Avengers,2012,78058504.76720415,0.43388664962940066,-0.12510961045985253
684,The Autobiography of …,2011,1005.721155284238,-0.515382042863954,7.813977637737449e-05
685,The Atomic Cafe (1982…,2018,2285.2288182035923,0.21099180318432698,0.26515110864058467
686,The Artist,2011,5625226.710654266,0.009463795751846147,0.38007870285978257
687,The Art of the Steal,2010,70161.53494798235,0.10429171268496565,0.231009778342144
688,The Art of Racing in …,2019,2877708.2473365357,0.4739424810705625,0.0331424247377477
689,The Arbor,2011,529.3845222430441,-0.27767812964916133,4.475682824243964e-05
690,The Apu Trilogy,2015,46588.93150760568,0.07671936335403605,0.36307744295914984
691,The Apparition,2012,615212.5480333063,0.07259723736818152,0.8149234769011362
692,The Angry Birds Movie 2,2019,4485183.372451558,0.21472626969259478,0.5651288692591985
693,The Angry Birds Movie,2016,12394461.478720287,0.4444614335764019,0.09913452302780473
694,The American,2010,4470139.290504032,0.25486132437382286,0.6821223785834798
695,The Amazing Spider-Man 2,2014,24734170.2271605,0.5478492238633017,-0.10790536564021558
696,The Age of Adaline,2015,5110042.224345433,0.38963811267645054,0.026975819365722686
697,The Adventures of Tintin,2011,9566657.82972063,0.18434406960914965,0.5401477737531977
698,The Adjustment Bureau,2011,7854340.068926578,0.43430027594277726,0.011023178287970392
699,The Addams Family,2019,10786498.924457505,0.40587819148862186,-0.024524689150096424
700,The Act of Killing,2013,57228.73932571306,0.13057879787096144,0.25226733757250375
701,The Accountant,2016,9994691.560122935,0.3890814804718671,-0.03799874454974772
702,The A-Team,2010,9747946.574168272,0.4697334859962706,0.0542011109333288
703,The 5th Wave,2016,4010436.517867213,0.3809508341650622,0.05268544971529715
704,The 33,2015,1414248.3791702925,0.6431230513323501,0.10785280522878238
705,The 100-Year-Old Man …,2014,129195.01897195718,-0.02069531506161626,0.33358814045302165
706,That Evening Sun,2009,37421.751865641636,0.047293099144913156,0.13284895646303815
707,Testament of Youth,2015,214908.49040503122,0.11940748893233206,0.30191472852956763
708,Terribly Happy,2010,3285.19394788516,-0.21330241714379858,3.6450491294637934e-06
709,Terri,2011,82408.34640618434,0.1423782962471868,0.2504467336985613
710,Terms and Conditions …,2013,6582.93748498074,0.13278000570262974,0.231734143711342
711,Terminator: Genisys,2015,10482001.519851487,0.2537605294518058,0.7694225467113652
712,Tehran Taboo,2018,8271.570226528755,-0.019966090640932157,0.6332798613258236
713,Teenage Mutant Ninja …,2014,12023757.134010227,0.587303257005236,-0.33322401775926913
714,Teen Titans Go! To Th…,2018,3215582.856876526,0.5458286786866656,0.02293455267274014
715,Ted,2012,27462897.11983884,0.39999587931222325,-0.03510089316334941
716,Tea with the Dames,2018,93997.89723406597,0.06143679798181772,0.5636379361298078
717,Tangled,2010,25068972.55285139,0.17619029367750663,0.14046103292391024
718,Tangerine,2015,82386.55344380294,0.14952257807435296,0.31438772558906725
719,Tampopo,2016,30573.335905331423,0.1079071547536176,-0.018422019482399868
720,Tammy,2014,10227519.187434386,0.22465548909259972,0.6097359748069182
721,Tamara Drewe,2010,70736.26338667245,0.057419118559798164,0.30752174589600995
722,Takers,2010,7279412.504086305,0.4622070390465913,0.055152228367224554
723,Taken 3,2015,10565616.390921177,0.5479963030665741,-0.11651988203553088
724,Taken 2,2012,17432296.919321727,0.46120052530018707,-0.14520464124403598
725,Take This Waltz,2012,154756.24012529,0.19638133782846814,0.2601707335311694
726,Take Shelter,2011,213771.75419527866,0.06073967828308387,0.4164037781677071
727,Take Me to the River,2014,1604.9684046009124,-0.4888342382425049,4.35232627741629e-05
728,Tag,2018,5989177.6119977925,0.40150879822633895,0.0928489752106545
729,Tabloid!,2011,85775.13926642614,0.23472814121942928,0.16824541070963173
730,T-Rex: Back to the Cr…,2011,52675953.067850016,-15.70770838966343,1.1710008495841087e-06
731,Synonyms,2019,22770.66113212537,0.17468354959341853,0.031589736852463246
732,Swiss Army Man,2016,481007.3388079387,0.2756315348224153,0.6307604965281275
733,Sweetgrass,2010,26922.424195714128,0.014488012421470221,0.16384748802282806
734,Sweet Bean,2016,973.9128420972852,-0.07898274172501898,3.3405325206860288e-06
735,Surviving Progress,2012,9934.50073725562,0.09196789794644607,-0.05814527473244897
736,Supernova,2021,25238.525752225243,0.5151702745146958,0.24753741195865958
737,Super Troopers 2,2018,3399551.683068736,0.5963272281940498,-0.2923087988382165
738,Super 8,2011,15871510.04505009,0.21203509041384078,0.4034609103291791
739,Sunshine Superman,2015,10024.158789200568,0.26158855701114686,0.2885904393058796
740,Sunset Song,2016,18707.221655973306,0.16928824684709284,0.09686346819701835
741,Summertime,2016,2807.275678683405,-0.8714192205420553,7.134156271854703e-05
742,Summer 1993,2018,20452.169573127125,0.14246124228690604,0.33020225365739775
743,Summer,2011,5016.9635450557025,0.1191955089743695,0.016140895215744896
744,Sully,2016,14348322.823802462,0.39094883118653667,0.020159527678389022
745,Suicide Squad,2016,37697200.17218437,0.5499213525206172,-0.24979750221127262
746,Suffragette,2015,538489.7495257924,0.09065664670545531,0.8988246496857104
747,Submarine,2011,58540.95256055392,0.1586375175274282,0.29953548714158973
748,Styx,2019,7482.956537534107,0.12330454944001619,0.47548138730747774
749,Stuffed,2019,1772.0792367297968,0.12816161845877377,0.004379197457696979
750,Studio 54,2018,20980.354535416256,0.06810748949729147,0.5122607756790231
751,Stronger,2017,466097.3279028424,0.5374182361975235,0.17392881469549304
752,Strange Powers: Steph…,2010,8393.829322313095,0.12498492306715643,0.1928499799555556
753,Strange Magic,2015,1452162.7307493656,0.5302759307660357,0.292663459717699
754,Straight Outta Compton,2015,19263036.97150671,0.5208384652485739,-0.0901490128065634
755,Storm Surfers 3D,2013,14496.909072575772,0.018775783032705485,0.5793060332379562
756,Storks,2016,8353875.81436017,0.34363474371466723,0.05963234636636322
757,Stories We Tell,2013,194439.62605419836,-0.0006097210072135796,0.43507270062911774
758,Stonewall Uprising,2010,15844.132446581218,0.2453746397436807,0.07413790281925173
759,Stone,2010,223965.4370965826,0.11727020636089064,0.7234492481516082
760,Stoker,2013,207931.85539799655,0.08711078055689711,0.8838495501744535
761,Steve Jobs: The Man i…,2015,58514.69717847544,0.45577330394542637,0.051495226681706474
762,Step Up Revolution,2012,4368392.943376164,0.5124807608067866,0.08398663838587378
763,Step Up 3D,2010,5356746.758611186,0.5431524326858084,0.01817875663287083
764,Step,2017,124869.51615958115,0.22678779666979665,0.6774637714761772
765,Starlet,2012,11124.616236855509,0.25269577737471777,0.022322852908125523
766,Starbuck,2011,186535.95583326364,-0.7256406513856081,7.116169839425206e-07
767,Star Wars: The Rise o…,2019,55921055.851005666,0.5674262172971862,-0.037802954861950955
768,Star Wars: The Phanto…,2012,59602023.79481444,-0.19177251403234982,0.8684472545155746
769,Star Wars Ep. VIII: T…,2017,67823109.12674345,0.4884573914246225,0.0925038718677208
770,Star Wars Ep. VII: Th…,2015,107445315.80607536,0.4396710537126093,0.03177798475996024
771,Star Trek Into Darkness,2013,27641836.314290427,0.2253912262804863,0.4597052170225304
772,Star Trek Beyond,2016,18349833.43333696,0.5165044839202292,-0.13817811626691578
773,Stan & Ollie,2018,584972.0179090311,0.05094661478504285,0.7511248372841809
774,Stalker,2017,29645.87099070136,0.11334332499004687,0.14785525893884177
775,St. Vincent,2014,5199084.844216748,0.09302891488190221,0.5554755594299484
776,Spy!,2015,13204637.938579833,0.3615639118191386,-0.01726326127038852
777,Spy Kids: All the Tim…,2011,4849967.732433271,0.4101122013469268,0.03189819833235591
778,Spring Breakers,2013,1719970.6934033574,0.246763209368901,0.7280106487767762
779,Spotlight,2015,5281988.055484771,0.06890453323039676,0.11761170122957053
780,Split,2017,15471095.603826515,0.37162799681239783,0.0009789804308591443
781,Spies in Disguise,2019,7137063.073524243,0.24731797335730546,0.4424239463302849
782,Spider-Man: Into The …,2018,20729904.40544718,0.25754936325712474,0.06152174449651365
783,Spider-Man: Homecoming,2017,37287488.499329545,0.4882397307401654,-0.2179838696020036
784,Spider-Man: Far From …,2019,42022896.72684958,0.28200771089601573,0.33286962913667556
785,Spectre,2015,23242981.801338095,0.4848274823827266,-0.07565132536448976
786,Space Station,2010,2539535.0830589165,-0.469462484921398,2.172239587891832e-08
787,Southside with You,2016,725359.6977177141,0.5837515063468522,0.30642433167772176
788,Southpaw,2015,6225164.242773457,0.45785358284673844,-0.06736635551059361
789,Source Code,2011,6915604.96859239,0.3491550793079713,0.015603135384095412
790,Sound City,2013,51680.52503724884,0.29813317419176577,-0.09532329632734299
791,Soul Surfer,2011,5566237.425239261,0.30010370996545066,-0.07487557960531843
792,Soul Kitchen,2010,34259.41235551101,0.13664249578019413,0.35244708331565655
793,Sorry to Bother You,2018,1890761.148996016,0.2022492420886586,0.46014842865431926
794,Sophie and the Rising…,2017,3679.3272767351514,0.1529480367028833,0.37933417018189775
795,Songs My Brothers Tau…,2016,3820.32062115587,0.18026306107584553,0.4215925920980381
796,Song to Song,2017,48467.3161516541,0.25119476889165526,0.7455766406482587
797,Song of the Sea,2014,101263.62892973606,0.011984652856803498,0.4033943292672902
798,Son of Saul,2015,207925.62048717996,0.02478526715647144,0.3636234838134947
799,Son of God,2014,7313246.928704564,0.5260667579757934,-0.033168074258490776
800,Somewhere Between,2012,27245.51164532866,0.04197657148463518,0.1592961452801706
801,Somewhere,2010,221944.25958071148,0.06905865207307564,0.5449308875971061
802,Something Borrowed,2011,4914206.384940191,0.47844752965504905,-0.037007140130880856
803,Solo: A Star Wars Story,2018,23535815.11985612,0.556592906237508,-0.18399890072867564
804,Solitary Man,2010,546481.3784069098,0.03244816645607533,0.5816721863348697
805,Snowpiercer,2014,549190.5625334834,0.19723630807208836,0.468213849224209
806,Snow White and the Hu…,2012,19524911.520579346,0.48357269657353763,-0.09437397726415087
807,Snow Flower and the S…,2011,168802.91588930265,0.16573595403798666,0.5988163574885668
808,Snitch,2013,5267695.25234658,0.38537090621001113,0.06692594715387062
809,Snatched,2017,5117128.088149099,0.5470395264761412,0.02587585161648842
810,Smurfs: The Lost Village,2017,5015684.543883709,0.4047549883037854,-0.04687672836118961
811,Smashed,2012,46767.22474065791,0.12466596965211103,0.3515296788965014
812,Smallfoot,2018,9136967.27716998,0.3372481678022857,0.04213475455684784
813,Small Town Murder Songs,2011,3935.8964456930994,0.10766816990746494,0.3321063582872429
814,Small Change,2009,448.99020223854023,-0.19964185519894517,2.6330579194392416e-05
815,Slender Man,2018,3377301.9724245835,0.5110016273911205,-0.07052677500403326
816,Sleepwalk With Me,2012,280811.8966367485,0.11135464845125606,0.5011305402252174
817,Slack Bay,2017,1470.152810632596,-0.23540496864127886,1.2086961325143508e-05
818,Skyscraper,2018,7417462.329893035,0.5292789104561538,0.0775963912168951
819,Skyfall,2012,37137437.88949602,0.20494727394494522,0.30110942399528773
820,Six Dance Lessons in …,2014,1707.7134524457533,-0.1910248885896912,6.624095409148197e-06
821,Sisters,2015,10028714.855780035,0.28621522255408915,0.36133535426021957
822,Sinister 2,2015,3307499.8430296704,0.49259347968928213,0.04929931121186648
823,Sinister,2012,6058696.958963024,0.4728293516580328,0.012142970404787512
824,Sing Your Song,2012,2092.8212981099396,-0.7446044585597833,7.077094683412865e-05
825,Sing Street,2016,360170.36597619276,0.05582428014939113,0.7750192429456526
826,Sing,2016,29752430.154103164,0.22035388123128363,0.4900183452251176
827,Simple Creature,2017,3153.2456891500674,0.20264145108689774,-0.08883649285204759
828,Silver Linings Playbook,2012,16308790.274403408,0.012059078108898447,0.31645307111965815
829,Side by Side,2012,6876.341662902348,0.18723428459600408,0.25765317071969246
830,Side Effects,2013,3906314.6326650153,0.40816265963735465,0.09422347777754558
831,Sicario: Day of the S…,2018,5504593.741594988,0.5575294436870394,-0.05539614402339832
