,tconst,title,released,nconst,primaryName,boxoffice,inf_adj_boxoffice,cr,wicar
265,tt7798634,Ready or Not,08-21-2019,nm0111013,Adam Brody,"$28,714,231",29925971.55,220513569,108051648.8
261,tt8980602,The Kid Detective,10-16-2020,nm0111013,Adam Brody,"$364,138",371821.3118,249227800,175307678.4
273,tt3156890,Life of the Party,06-02-2013,nm6171054,Adam Cantor,0,0,0,0
283,tt0372423,Mindgame,06-28-2003,nm1404053,Adam Devine,0,0,0,0
281,tt3062742,Break Point,07-21-2015,nm2796745,Adam Devine,0,0,0,0
274,tt2118624,The Final Girls,11-05-2015,nm2796745,Adam Devine,0,0,0,0
275,tt2823054,Mike and Dave Need Wedding Dates,07-08-2016,nm2796745,Adam Devine,"$46,009,673",50863693.5,0,0
276,tt5783956,When We First Met,02-09-2018,nm2796745,Adam Devine,0,0,46009673,17446246.87
282,tt3317234,"Game Over, Man!",03-23-2018,nm2796745,Adam Devine,0,0,46009673,15781317.84
279,tt2452244,Isn't It Romantic,02-13-2019,nm2796745,Adam Devine,"$48,791,187",50850175.09,46009673,22544739.77
278,tt9354944,Jexi,10-11-2019,nm2796745,Adam Devine,"$6,546,159",6822406.91,94800860,47461325.56
280,tt3979300,Magic Camp,08-14-2020,nm2796745,Adam Devine,0,0,101347019,71136286.84
277,tt8241000,Extinct,02-10-2021,nm2796745,Adam Devine,0,0,101347019,101347019
305,tt6160448,White Noise,12-30-1899,nm3485845,Adam Driver,0,0,0,0
292,tt1392271,You Don't Know Jack: The Jack Soo Story,03-15-2009,nm3485845,Adam Driver,0,0,0,0
302,tt2347569,Frances Ha,08-23-2013,nm3485845,Adam Driver,"$4,069,826",4756812.629,0,0
285,tt2167266,Tracks,03-06-2014,nm3485845,Adam Driver,"$510,007",585335.0339,4069826,391743.9743
290,tt1486834,The F Word,08-15-2014,nm3485845,Adam Driver,"$3,493,000",4008916.1,4579833,383372.5283
298,tt1371150,This Is Where I Leave You,09-19-2014,nm3485845,Adam Driver,"$34,296,320",39361886.46,8072833,707320.42
291,tt3344922,Hungry Hearts,01-15-2015,nm3485845,Adam Driver,"$6,921",7797.1986,42369153,5580647.31
295,tt1791682,While We're Young,04-17-2015,nm3485845,Adam Driver,"$7,587,485",8548060.601,42376074,4985605.814
301,tt2649554,Midnight Special,04-21-2016,nm3485845,Adam Driver,"$3,712,282",4103927.751,49963559,8558819.302
304,tt5247022,Paterson,12-28-2016,nm3485845,Adam Driver,"$2,152,738",2379851.859,53675841,9087122.498
287,tt0490215,Silence,01-13-2017,nm3485845,Adam Driver,"$7,100,177",7699431.939,55828579,13458971.86
296,tt5439796,Logan Lucky,08-18-2017,nm3485845,Adam Driver,"$27,780,977",30125691.46,62928756,15253075.43
297,tt1318517,The Man Who Killed Don Quixote,05-19-2018,nm3485845,Adam Driver,"$391,963",416774.2579,90709733,31917675.48
286,tt7349662,BlacKkKlansman,08-10-2018,nm3485845,Adam Driver,"$49,275,340",52394469.02,91101696,31256391.99
289,tt8695030,The Dead Don't Die,06-14-2019,nm3485845,Adam Driver,"$6,563,605",6840589.131,140377036,70313120.86
293,tt8236336,The Report,11-15-2019,nm3485845,Adam Driver,0,0,146940641,72136636.31
284,tt7653254,Marriage Story,12-06-2019,nm3485845,Adam Driver,0,0,146940641,72000914.09
300,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,12-20-2019,nm3485845,Adam Driver,"$515,202,542",536944089.3,146940641,72000914.09
299,tt6217926,Annette,08-20-2021,nm3485845,Adam Driver,0,0,662143183,683884730.3
294,tt4244994,The Last Duel,10-15-2021,nm3485845,Adam Driver,0,0,662143183,662143183
303,tt11214590,House of Gucci,11-24-2021,nm3485845,Adam Driver,0,0,662143183,662143183
288,tt12261776,65,05-13-2022,nm3485845,Adam Driver,0,0,662143183,945918832.9
306,tt1002563,The Young Messiah,03-11-2016,nm6026206,Adam Greaves-Neal,"$6,490,401",7175138.306,0,0
307,tt1980929,Begin Again,07-11-2014,nm1747013,Adam Levine,"$16,170,632",18559034.35,0,0
308,tt2049636,Unity,08-12-2015,nm1747013,Adam Levine,0,0,16170632,2183451.832
309,tt2301205,The Chess Game,08-18-2016,nm1747013,Adam Levine,0,0,16170632,2717798.12
310,tt5461956,The Clapper,01-26-2018,nm1747013,Adam Levine,0,0,16170632,5546526.776
319,tt2537390,Slow Learners,08-19-2015,nm1269723,Adam Pally,"$22,272",25091.6352,0,0
316,tt2758904,Search Party,05-13-2016,nm1269723,Adam Pally,"$4,571",5053.2405,22272,4217.151128
318,tt3591436,Night Owls,07-15-2016,nm1269723,Adam Pally,0,0,26843,4592.553171
314,tt4661798,Joshy,08-12-2016,nm1269723,Adam Pally,0,0,26843,4511.50301
312,tt5816374,Band Aid,06-09-2017,nm1269723,Adam Pally,"$248,370",269332.428,26843,6445.0043
315,tt6566830,Most Likely to Murder,03-12-2018,nm1269723,Adam Pally,0,0,275213,101588.1718
311,tt7365604,Dog Days,08-08-2018,nm1269723,Adam Pally,"$6,809,080",7240094.764,275213,94398.059
317,tt10621180,Most Likely to Murder,12-14-2019,nm1269723,Adam Pally,0,0,7084293,3682500.804
313,tt10540242,The Main Event,04-10-2020,nm1269723,Adam Pally,0,0,7084293,4959005.1
333,tt0096870,Going Overboard,05-12-1989,nm0001191,Adam Sandler,0,0,0,0
321,tt0109068,Airheads,08-05-1994,nm0001191,Adam Sandler,"$5,751,882",9028729.175,0,0
326,tt0112508,Billy Madison,02-10-1995,nm0001191,Adam Sandler,"$25,588,734",39626713.47,5751882,847.5701761
343,tt0116483,Happy Gilmore,02-16-1996,nm0001191,Adam Sandler,"$38,824,099",59303811.22,31340616,6085.581039
324,tt0115783,Bulletproof,09-06-1996,nm0001191,Adam Sandler,"$21,576,954",32958797.24,70164715,12156.03969
334,tt0120888,The Wedding Singer,02-13-1998,nm0001191,Adam Sandler,"$80,245,725",119188975.3,91741669,28223.61351
323,tt0120484,The Waterboy,11-06-1998,nm0001191,Adam Sandler,"$161,491,646",239863541.8,171987394,57729.07511
352,tt0142342,Big Daddy,06-25-1999,nm0001191,Adam Sandler,"$163,479,795",239367115.8,333479040,161026.3458
327,tt0185431,Little Nicky,11-10-2000,nm0001191,Adam Sandler,"$39,464,775",56951616.8,496958835,319960.8511
359,tt0280590,Mr. Deeds,06-28-2002,nm0001191,Adam Sandler,"$126,293,452",176924496.9,536423610,631396.7182
320,tt0272338,Punch-Drunk Love,11-01-2002,nm0001191,Adam Sandler,"$17,844,216",24997962.19,662717062,813138.0301
358,tt0271263,Eight Crazy Nights,11-27-2002,nm0001191,Adam Sandler,"$23,586,598",33042465.14,680561278,783919.1478
328,tt0305224,Anger Management,04-11-2003,nm0001191,Adam Sandler,"$135,645,823",187164106.6,704147876,1162042.039
335,tt0343660,50 First Dates,02-13-2004,nm0001191,Adam Sandler,"$120,908,074",164277800.1,839793699,2073463.646
344,tt0371246,Spanglish,12-17-2004,nm0001191,Adam Sandler,"$42,726,869",58052996.91,960701773,2335776.689
356,tt0398165,The Longest Yard,05-27-2005,nm0001191,Adam Sandler,"$158,119,460",211500589.7,1003428642,3385620.654
346,tt0389860,Click,06-23-2006,nm0001191,Adam Sandler,"$137,355,633",180828690.8,1161548102,5767951.258
347,tt0490204,Reign Over Me,03-23-2007,nm0001191,Adam Sandler,"$19,661,987",25470137.96,1298903735,9104309.134
345,tt0762107,I Now Pronounce You Chuck & Larry,07-20-2007,nm0001191,Adam Sandler,"$120,059,556",155525148.8,1318565722,8982209.177
322,tt0960144,You Don't Mess with the Zohan,06-06-2008,nm0001191,Adam Sandler,"$100,018,837",127454004,1438625278,14282320.57
350,tt0960731,Bedtime Stories,12-25-2008,nm0001191,Adam Sandler,"$110,101,975",140302946.7,1538644115,15173587.19
361,tt1201167,Funny People,07-31-2009,nm0001191,Adam Sandler,"$51,855,045",64984742.39,1648746090,23238788.48
353,tt1375670,Grown Ups,06-25-2010,nm0001191,Adam Sandler,"$162,001,186",199601661.3,1700601135,33886058.05
330,tt1564367,Just Go with It,02-11-2011,nm0001191,Adam Sandler,"$103,028,109",124767040,1862602321,53676025.8
342,tt2396046,Der Weg des Ruhms,10-15-2011,nm0001191,Adam Sandler,0,0,1965630430,56138265.51
331,tt0810913,Jack and Jill,11-11-2011,nm0001191,Adam Sandler,"$74,158,157",89805528.13,1965630430,55524194.52
341,tt1232200,That's My Boy,06-15-2012,nm0001191,Adam Sandler,"$36,931,089",43944302.8,2039788587,82944254.87
360,tt0837562,Hotel Transylvania,09-28-2012,nm0001191,Adam Sandler,"$148,313,048",176477695.8,2076719676,84086138.13
332,tt2191701,Grown Ups 2,07-12-2013,nm0001191,Adam Sandler,"$133,668,525",156231772,2225032724,129892344.6
348,tt1086772,Blended,05-23-2014,nm0001191,Adam Sandler,"$46,294,610",53132323.9,2358701249,196107370.7
337,tt3203616,The Cobbler,03-13-2015,nm0001191,Adam Sandler,0,0,2404995859,283749808
349,tt2120120,Pixels,07-24-2015,nm0001191,Adam Sandler,"$78,747,585",88717029.26,2404995859,282945357.8
354,tt2510894,Hotel Transylvania 2,09-25-2015,nm0001191,Adam Sandler,"$169,700,110",191184143.9,2483743444,293382827.6
329,tt2479478,The Ridiculous 6,12-11-2015,nm0001191,Adam Sandler,0,0,2653443554,314702555.8
357,tt4769836,The Do-Over,05-27-2016,nm0001191,Adam Sandler,0,0,2653443554,445964258.1
339,tt5893332,Sandy Wexler,04-14-2017,nm0001191,Adam Sandler,0,0,2653443554,637091797.3
338,tt5536736,The Meyerowitz Stories (New and Selected),10-13-2017,nm0001191,Adam Sandler,0,0,2653443554,637091797.3
355,tt6821012,The Week Of,04-27-2018,nm0001191,Adam Sandler,0,0,2653443554,910131139
336,tt5220122,Hotel Transylvania 3: Summer Vacation,07-13-2018,nm0001191,Adam Sandler,"$167,510,016",178113400,2653443554,910131139
340,tt1618434,Murder Mystery,06-14-2019,nm0001191,Adam Sandler,0,0,2820953570,1387462907
351,tt5727208,Uncut Gems,12-25-2019,nm0001191,Adam Sandler,"$50,023,780",52134783.52,2820953570,1382267249
325,tt10682266,Hubie Halloween,10-07-2020,nm0001191,Adam Sandler,0,0,2870977350,2011161847
373,tt0136756,Cityscrapes: Los Angeles,01-11-1996,nm0004395,Adam Scott,0,0,0,0
364,tt0248974,Ronnie,01-01-2002,nm0004395,Adam Scott,0,0,0,0
367,tt0257756,High Crimes,04-05-2002,nm0004395,Adam Scott,"$41,543,917",58198873.33,0,0
382,tt0320668,Two Days,01-28-2003,nm0004395,Adam Scott,0,0,41543917,94771.83671
368,tt0223828,Off the Lip,05-07-2004,nm0004395,Adam Scott,"$15,217",20675.3379,41543917,96643.82765
370,tt0471930,Who Loves the Sun,11-08-2006,nm0004395,Adam Scott,0,0,41559134,197330.4588
372,tt0433442,The Return,11-10-2006,nm0004395,Adam Scott,"$7,749,851",10202678.84,41559134,197304.545
376,tt1183921,The Vicious Kind,01-17-2009,nm0004395,Adam Scott,0,0,49308985,716450.1176
371,tt0470679,August,10-08-2009,nm0004395,Adam Scott,"$12,636",15835.4352,49308985,682499.823
369,tt1216492,Leap Year,01-08-2010,nm0004395,Adam Scott,"$25,918,920",31934701.33,49321621,975312.8654
381,tt1150947,"Lovely, Still",03-27-2010,nm0004395,Adam Scott,"$127,564",157171.6044,75240541,1606702.992
362,tt1227170,Passenger Side,04-01-2011,nm0004395,Adam Scott,0,0,75368105,2129798.764
374,tt1720616,Friends with Kids,03-16-2012,nm0004395,Adam Scott,"$7,251,073",8628051.763,75368105,3041374.89
380,tt1311060,A.C.O.D.,01-23-2013,nm0004395,Adam Scott,"$175,705",205364.004,82619178,4842211.285
363,tt1954811,See Girl Run,04-01-2013,nm0004395,Adam Scott,0,0,82794883,4774670.026
379,tt2637294,Hot Tub Time Machine 2,02-20-2015,nm0004395,Adam Scott,"$12,314,651",13873685.82,82794883,9740735.19
377,tt3844362,The Overnight,06-19-2015,nm0004395,Adam Scott,"$1,110,522",1251114.085,95109534,11372960.45
366,tt3850590,Krampus,12-04-2015,nm0004395,Adam Scott,"$42,725,475",48134520.14,96220056,11336733.89
378,tt4550420,My Blind Brother,09-19-2016,nm0004395,Adam Scott,0,0,138945531,24261673.61
365,tt2937366,Little Evil,09-01-2017,nm0004395,Adam Scott,0,0,138945531,33360821.99
375,tt2582784,Flower,03-16-2018,nm0004395,Adam Scott,"$328,188",348962.3004,138945531,47658317.13
385,tt1023481,Step Up 2: The Streets,02-14-2008,nm1782560,Adam Sevani,"$58,017,783",73932060.88,0,0
383,tt1193631,Step Up 3D,08-06-2010,nm1782560,Adam Sevani,"$42,400,223",52241314.76,58017783,1461878.411
384,tt2626350,Step Up All In,08-08-2014,nm1782560,Adam Sevani,"$14,904,384",17105761.52,100418006,9080310.815
392,tt0104693,Laws of Gravity,08-20-1993,nm0872242,Adam Trese,0,0,0,0
393,tt0117284,Palookaville,10-25-1996,nm0872242,Adam Trese,"$365,284",557971.31,0,0
390,tt0118229,Illtown,01-16-1998,nm0872242,Adam Trese,"$14,478",21504.1734,365284,152.7097581
389,tt0215679,Cowboys and Angels,04-15-2000,nm0872242,Adam Trese,"$33,941",48980.2571,379762,216.0389345
386,tt0243736,40 Days and 40 Nights,03-01-2002,nm0872242,Adam Trese,"$37,950,822",53165306.54,413703,488.718805
391,tt0271444,Crooked Lines,05-18-2003,nm0872242,Adam Trese,0,0,38364525,87248.7877
387,tt0364914,2BPerfectlyHonest,05-02-2004,nm0872242,Adam Trese,0,0,38364525,89247.5917
388,tt1767382,Silent House,03-09-2012,nm0872242,Adam Trese,"$12,754,783",15176916.29,38364525,1548146.965
410,tt12895250,Czarna dama,12-30-1899,nm0941575,Adam Woronowicz,0,0,0,0
406,tt1387528,Popieluszko. Wolnosc jest w nas,02-27-2009,nm0941575,Adam Woronowicz,0,0,0,0
405,tt1708533,Swiety interes,08-27-2010,nm0941575,Adam Woronowicz,0,0,0,0
404,tt1674050,Chrzest,10-22-2010,nm0941575,Adam Woronowicz,0,0,0,0
409,tt2004270,Ki,09-30-2011,nm0941575,Adam Woronowicz,0,0,0,0
399,tt1807958,Baby sa jakies inne,10-14-2011,nm0941575,Adam Woronowicz,0,0,0,0
408,tt2445418,"Felix, Net i Nika oraz teoretycznie mozliwa katastrofa",09-28-2012,nm0941575,Adam Woronowicz,0,0,0,0
394,tt2495212,Milosc,10-01-2012,nm0941575,Adam Woronowicz,0,0,0,0
403,tt1808513,Siberian Exile,02-22-2013,nm0941575,Adam Woronowicz,0,0,0,0
401,tt2521188,Pod mocnym aniolem,01-17-2014,nm0941575,Adam Woronowicz,0,0,0,0
396,tt3646722,Fotograf,01-09-2015,nm0941575,Adam Woronowicz,0,0,0,0
407,tt4817256,Czerwony Pajak,11-27-2015,nm0941575,Adam Woronowicz,0,0,0,0
400,tt5341446,Slugi Boze,09-16-2016,nm0941575,Adam Woronowicz,0,0,0,0
398,tt8563028,Dwie Korony,10-13-2017,nm0941575,Adam Woronowicz,0,0,0,0
395,tt13723064,Wszyscy moi przyjaciele nie zyja,02-03-2021,nm0941575,Adam Woronowicz,0,0,0,0
402,tt13164942,Moje wspaniale zycie,08-20-2021,nm0941575,Adam Woronowicz,0,0,0,0
397,tt14834542,Tesciowie,09-10-2021,nm0941575,Adam Woronowicz,0,0,0,0
414,tt1341167,Four Lions,05-07-2010,nm2253821,Adeel Akhtar,"$304,616",375317.3736,0,0
416,tt1468737,Stranger Things,06-11-2013,nm2253821,Adeel Akhtar,0,0,304616,21636.29971
412,tt2180423,Jadoo,09-06-2013,nm2253821,Adeel Akhtar,0,0,304616,17560.50621
411,tt2263210,Convenience,10-02-2015,nm2253821,Adeel Akhtar,0,0,304616,35837.76778
413,tt6532374,Swimming with Men,12-07-2018,nm2253821,Adeel Akhtar,"$24,708",26272.0164,304616,104483.288
415,tt11559472,Ali & Ava,07-11-2021,nm2253821,Adeel Akhtar,0,0,329324,330888.0164
418,tt0126388,Legionnaire,12-03-1998,nm0015382,Adewale Akinnuoye-Agbaje,0,0,0,0
427,tt0212271,Lip Service,07-24-2001,nm0015382,Adewale Akinnuoye-Agbaje,0,0,0,0
421,tt0430308,Get Rich or Die Tryin',11-09-2005,nm0015382,Adewale Akinnuoye-Agbaje,"$30,985,352",41446006.84,0,0
422,tt0374923,On the One,04-14-2006,nm0015382,Adewale Akinnuoye-Agbaje,"$405,191",533433.9515,30985352,196767.4668
425,tt0407998,The Mistress of Spices,04-21-2006,nm0015382,Adewale Akinnuoye-Agbaje,0,0,31390543,149637.375
420,tt1046173,G.I. Joe: The Rise of Cobra,08-07-2009,nm0015382,Adewale Akinnuoye-Agbaje,"$150,201,498",188232517.3,31390543,434485.5211
419,tt1764198,Best Laid Plans,02-03-2012,nm0015382,Adewale Akinnuoye-Agbaje,0,0,181592041,8862582.663
426,tt1921064,Pompeii,02-21-2014,nm0015382,Adewale Akinnuoye-Agbaje,"$23,219,748",26649304.78,181592041,14954885.42
424,tt5881892,Elizabeth Blue,02-16-2017,nm0015382,Adewale Akinnuoye-Agbaje,"$6,542",7094.1448,204811789,49998747.12
423,tt5565254,Wetlands,09-15-2017,nm0015382,Adewale Akinnuoye-Agbaje,0,0,204818331,49177013.84
417,tt3576728,Bilal: A New Breed of Hero,02-02-2018,nm0015382,Adewale Akinnuoye-Agbaje,"$490,973",522051.5909,204818331,70252687.53
428,tt1127881,Farming,10-25-2019,nm0015382,Adewale Akinnuoye-Agbaje,0,0,205309304,100616787.5
469,tt13174230,Dr. Bezbarua 2,12-30-1899,nm1300009,Adil Hussain,0,0,0,0
438,tt0368800,In Othello,06-05-2003,nm1300009,Adil Hussain,0,0,0,0
435,tt0456480,Iti Srikanta,06-04-2004,nm1300009,Adil Hussain,0,0,0,0
464,tt0445968,For Real,11-28-2009,nm1300009,Adil Hussain,0,0,0,0
444,tt1436327,Gangor,03-11-2011,nm1300009,Adil Hussain,0,0,0,0
459,tt1395025,Agent Vinod,03-23-2012,nm1300009,Adil Hussain,"$698,210",830800.079,0,0
439,tt2181931,English Vinglish,10-05-2012,nm1300009,Adil Hussain,"$1,862,086",2215696.131,698210,33525.77988
460,tt3055378,BMW: Bombay's Most Wanted,10-23-2012,nm1300009,Adil Hussain,0,0,2560296,117586.6229
457,tt0454876,Life of Pi,11-21-2012,nm1300009,Adil Hussain,"$124,987,023",148722058.7,2560296,103317.1786
455,tt1874601,Lessons in Forgetting,04-19-2013,nm1300009,Adil Hussain,0,0,127547319,8721126.695
437,tt2224317,Lootera,07-05-2013,nm1300009,Adil Hussain,"$581,813",680023.0344,127547319,7352849.121
442,tt8826176,Raag,02-07-2014,nm1300009,Adil Hussain,0,0,128129132,10560072.99
453,tt8826140,Sringkhal,10-17-2014,nm1300009,Adil Hussain,0,0,128129132,10551984.98
443,tt8188880,Rodor Sithi,11-07-2014,nm1300009,Adil Hussain,0,0,128129132,10551984.98
465,tt4190220,Zed Plus,11-28-2014,nm1300009,Adil Hussain,0,0,128129132,10551984.98
450,tt4621100,Nanak Shah Fakir,04-17-2015,nm1300009,Adil Hussain,0,0,128129132,15074264.25
466,tt2049630,Unfreedom,05-29-2015,nm1300009,Adil Hussain,"$3,778",4256.2948,128129132,15074264.25
468,tt4024944,Main Aur Charles,10-30-2015,nm1300009,Adil Hussain,0,0,128132910,15074765
432,tt4577388,Kothanodi,11-01-2015,nm1300009,Adil Hussain,0,0,128132910,15074708.73
445,tt2395207,Feast of Varanasi,03-11-2016,nm1300009,Adil Hussain,0,0,128132910,21535298.18
446,tt5491352,Nawal the Jewel,08-12-2016,nm1300009,Adil Hussain,0,0,128132910,21535298.18
454,tt5156746,Force 2,11-18-2016,nm1300009,Adil Hussain,0,0,128132910,21535298.18
430,tt4643520,The Violin Player,12-01-2016,nm1300009,Adil Hussain,0,0,128132910,21535298.18
449,tt2385227,Sunrise,03-15-2017,nm1300009,Adil Hussain,0,0,128132910,30764711.69
452,tt5046500,Mantra,03-17-2017,nm1300009,Adil Hussain,0,0,128132910,30764711.69
441,tt5997928,Hotel Salvation,04-07-2017,nm1300009,Adil Hussain,0,0,128132910,30764711.69
434,tt4552486,Dobaara: See Your Evil,06-02-2017,nm1300009,Adil Hussain,0,0,128132910,30764711.69
436,tt4599830,Nine Hours in Mumbai,08-05-2017,nm1300009,Adil Hussain,0,0,128132910,30764711.69
462,tt8914956,Maj Rati Keteki,10-27-2017,nm1300009,Adil Hussain,0,0,128132910,30764711.69
461,tt8223250,Bioscopewala,05-25-2018,nm1300009,Adil Hussain,0,0,128132910,43949588.13
447,tt7213936,Hva vil folk si,07-13-2018,nm1300009,Adil Hussain,"$44,156",46951.0748,128132910,43949588.13
448,tt3823392,Love Sonia,09-14-2018,nm1300009,Adil Hussain,0,0,128177066,43965692.35
467,tt5080556,2.0,11-29-2018,nm1300009,Adil Hussain,"$4,152,000",4414821.6,128177066,43964733.64
463,tt8784884,Abyakto,12-28-2018,nm10020923,Adil Hussain,0,0,132329066,45479017.45
429,tt9890322,Nirvana Inn,08-01-2019,nm1300009,Adil Hussain,0,0,132329066,64841242.34
433,tt7647774,Ek Betuke Aadmi Ki Afrah Raatein,09-01-2019,nm1300009,Adil Hussain,0,0,132329066,64841242.34
458,tt4908254,The Illegal,09-21-2019,nm1300009,Adil Hussain,0,0,132329066,64841242.34
456,tt8943662,The Wayfarers,10-19-2019,nm1300009,Adil Hussain,0,0,132329066,64841242.34
451,tt14694668,Lord of the Orphans,06-17-2020,nm1300009,Adil Hussain,0,0,132329066,92630346.2
440,tt10199974,Pareeksha,08-06-2020,nm1300009,Adil Hussain,0,0,132329066,92630346.2
431,tt11449482,Ram,03-01-2022,nm1300009,Adil Hussain,0,0,132329066,189041522.9
488,tt10701074,Ponniyin Selvan,12-30-1899,nm2390814,Aditi Rao Hydari,0,0,0,0
481,tt0867404,Prajapathi,06-15-2006,nm2390814,Aditi Rao Hydari,0,0,0,0
475,tt1305873,Sringaram: Dance of Love,10-05-2007,nm2390814,Aditi Rao Hydari,0,0,0,0
473,tt1754920,Yeh Saali Zindagi,02-04-2011,nm2390814,Aditi Rao Hydari,0,0,0,0
470,tt2064849,London Paris New York,03-02-2012,nm2390814,Aditi Rao Hydari,0,0,0,0
480,tt2429640,Murder 3,02-15-2013,nm2390814,Aditi Rao Hydari,0,0,0,0
471,tt4684028,Guddu Rangeela,07-03-2015,nm2390814,Aditi Rao Hydari,0,0,0,0
478,tt0315642,Wazir,01-08-2016,nm2390814,Aditi Rao Hydari,"$1,124,045",1242631.748,0,0
474,tt3224258,The Legend of Michael Mishra,08-05-2016,nm2390814,Aditi Rao Hydari,0,0,1124045,208849.1178
477,tt5902484,Kaatru Veliyidai,04-07-2017,nm2390814,Aditi Rao Hydari,0,0,1124045,269883.2045
484,tt6265988,Bhoomi,09-22-2017,nm2390814,Aditi Rao Hydari,0,0,1124045,269883.2045
486,tt5935704,Padmaavat,01-25-2018,nm2390814,Aditi Rao Hydari,"$11,846,060",12595915.6,1124045,385547.435
479,tt8043092,Sammohanam,06-14-2018,nm2390814,Aditi Rao Hydari,0,0,12970105,4705946.485
483,tt7853292,Antariksham 9000 kmph,12-20-2018,nm2390814,Aditi Rao Hydari,0,0,12970105,4448746.015
485,tt9109976,Psycho,01-24-2020,nm2390814,Aditi Rao Hydari,0,0,12970105,9079073.5
472,tt10976066,Sufiyum Sujatayum,07-03-2020,nm2390814,Aditi Rao Hydari,0,0,12970105,9079073.5
476,tt11385128,V,09-05-2020,nm2390814,Aditi Rao Hydari,0,0,12970105,9079073.5
487,tt8907992,The Girl on the Train,02-26-2021,nm2390814,Aditi Rao Hydari,0,0,12970105,12970105
482,tt13131798,Maha Samudram,08-19-2021,nm2390814,Aditi Rao Hydari,0,0,12970105,12970105
489,tt7374952,El Chicano,05-03-2019,nm5038093,Adolfo Alvarez,"$1,400,603",1459708.447,0,0
490,tt1977001,Anomalous,04-08-2016,nm5245722,Adria Arjona,0,0,0,0
491,tt1082807,The Belko Experiment,03-17-2017,nm5245722,Adria Arjona,"$10,166,820",11024899.61,0,0
492,tt2344900,Wedding in New York,03-17-2020,nm5245722,Adria Arjona,0,0,10166820,7717429.726
493,tt10731768,Sweet Girl,08-20-2021,nm5245722,Adria Arjona,0,0,10166820,10166820
494,tt5108870,Morbius,01-28-2022,nm5245722,Adria Arjona,0,0,10166820,14524028.57
515,tt0179177,Fishes Outta Water,12-30-1899,nm0004978,Adrian Grenier,0,0,0,0
512,tt0168449,The Adventures of Sebastian Cole,01-23-1999,nm0004978,Adrian Grenier,"$100,841",147651.3922,0,0
498,tt0164114,Drive Me Crazy,10-01-1999,nm0004978,Adrian Grenier,"$17,845,337",26129142.44,100841,57.72905211
499,tt0173716,Cecil B. Demented,09-01-2000,nm0004978,Adrian Grenier,"$1,284,646",1853872.643,17946178,14650.64876
